,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_ありが党,得票数_さやま維新の会,得票数_しょぼい政党,得票数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票数_みんなの党,得票数_フレッシュ八尾,得票数_介護の党,得票数_令和泉州,得票数_公明党,得票数_公民,得票数_吹田いきいき市民ネットワーク,得票数_吹田・維新の会,得票数_吹田新選会,得票数_四條畷維新の会,得票数_国民新党,得票数_国民民主党,得票数_地域政党ええねん藤井寺議員報酬半減,得票数_大東維新の会,得票数_大阪再生ネットワーク,得票数_大阪狭山維新の会,得票数_大阪維新 ,得票数_大阪維新の会,得票数_大阪維新の会　四条畷,得票数_大阪維新の会　箕面,得票数_大阪維新の会いばらき,得票数_大阪維新の会高槻・島本,得票数_市役所を民・営・化する会,得票数_市民ファーストの会,得票数_幸福実現党,得票数_新社会党,得票数_日本デザイン連,得票数_日本共産党,得票数_日本労働党,得票数_日本第一党,得票数_日本維新の会,得票数_東大阪新風会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_災害に強い街をつくる会,得票数_無所属,得票数_社会党,得票数_社会民主党,得票数_立憲民主党,得票数_維新の会東大阪,得票数_維新政党・新風,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_西成大阪維新の会,得票数_見張り番、東大阪,得票数_闘う改革の会 大阪,得票数_高槻ご意見番,得票数_高槻維新の会,得票数_高槻繁盛連,得票数_龍馬プロジェクトx吹田新撰会,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_ありが党,得票率_さやま維新の会,得票率_しょぼい政党,得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票率_みんなの党,得票率_フレッシュ八尾,得票率_介護の党,得票率_令和泉州,得票率_公明党,得票率_公民,得票率_吹田いきいき市民ネットワーク,得票率_吹田・維新の会,得票率_吹田新選会,得票率_四條畷維新の会,得票率_国民新党,得票率_国民民主党,得票率_地域政党ええねん藤井寺議員報酬半減,得票率_大東維新の会,得票率_大阪再生ネットワーク,得票率_大阪狭山維新の会,得票率_大阪維新 ,得票率_大阪維新の会,得票率_大阪維新の会　四条畷,得票率_大阪維新の会　箕面,得票率_大阪維新の会いばらき,得票率_大阪維新の会高槻・島本,得票率_市役所を民・営・化する会,得票率_市民ファーストの会,得票率_幸福実現党,得票率_新社会党,得票率_日本デザイン連,得票率_日本共産党,得票率_日本労働党,得票率_日本第一党,得票率_日本維新の会,得票率_東大阪新風会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_災害に強い街をつくる会,得票率_無所属,得票率_社会党,得票率_社会民主党,得票率_立憲民主党,得票率_維新の会東大阪,得票率_維新政党・新風,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_西成大阪維新の会,得票率_見張り番、東大阪,得票率_闘う改革の会 大阪,得票率_高槻ご意見番,得票率_高槻維新の会,得票率_高槻繁盛連,得票率_龍馬プロジェクトx吹田新撰会,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_ありが党,一人あたり得票率_さやま維新の会,一人あたり得票率_しょぼい政党,一人あたり得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,一人あたり得票率_みんなの党,一人あたり得票率_フレッシュ八尾,一人あたり得票率_介護の党,一人あたり得票率_令和泉州,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_吹田いきいき市民ネットワーク,一人あたり得票率_吹田・維新の会,一人あたり得票率_吹田新選会,一人あたり得票率_四條畷維新の会,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ええねん藤井寺議員報酬半減,一人あたり得票率_大東維新の会,一人あたり得票率_大阪再生ネットワーク,一人あたり得票率_大阪狭山維新の会,一人あたり得票率_大阪維新 ,一人あたり得票率_大阪維新の会,一人あたり得票率_大阪維新の会　四条畷,一人あたり得票率_大阪維新の会　箕面,一人あたり得票率_大阪維新の会いばらき,一人あたり得票率_大阪維新の会高槻・島本,一人あたり得票率_市役所を民・営・化する会,一人あたり得票率_市民ファーストの会,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本デザイン連,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_東大阪新風会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_災害に強い街をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会党,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の会東大阪,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_西成大阪維新の会,一人あたり得票率_見張り番、東大阪,一人あたり得票率_闘う改革の会 大阪,一人あたり得票率_高槻ご意見番,一人あたり得票率_高槻維新の会,一人あたり得票率_高槻繁盛連,一人あたり得票率_龍馬プロジェクトx吹田新撰会,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_ありが党,立候補者数_さやま維新の会,立候補者数_しょぼい政党,立候補者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,立候補者数_みんなの党,立候補者数_フレッシュ八尾,立候補者数_介護の党,立候補者数_令和泉州,立候補者数_公明党,立候補者数_公民,立候補者数_吹田いきいき市民ネットワーク,立候補者数_吹田・維新の会,立候補者数_吹田新選会,立候補者数_四條畷維新の会,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ええねん藤井寺議員報酬半減,立候補者数_大東維新の会,立候補者数_大阪再生ネットワーク,立候補者数_大阪狭山維新の会,立候補者数_大阪維新 ,立候補者数_大阪維新の会,立候補者数_大阪維新の会　四条畷,立候補者数_大阪維新の会　箕面,立候補者数_大阪維新の会いばらき,立候補者数_大阪維新の会高槻・島本,立候補者数_市役所を民・営・化する会,立候補者数_市民ファーストの会,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本デザイン連,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_東大阪新風会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_災害に強い街をつくる会,立候補者数_無所属,立候補者数_社会党,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の会東大阪,立候補者数_維新政党・新風,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_西成大阪維新の会,立候補者数_見張り番、東大阪,立候補者数_闘う改革の会 大阪,立候補者数_高槻ご意見番,立候補者数_高槻維新の会,立候補者数_高槻繁盛連,立候補者数_龍馬プロジェクトx吹田新撰会,当選者数_NHKから国民を守る党,当選者数_　,当選者数_ありが党,当選者数_さやま維新の会,当選者数_しょぼい政党,当選者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,当選者数_みんなの党,当選者数_フレッシュ八尾,当選者数_介護の党,当選者数_令和泉州,当選者数_公明党,当選者数_公民,当選者数_吹田いきいき市民ネットワーク,当選者数_吹田・維新の会,当選者数_吹田新選会,当選者数_四條畷維新の会,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ええねん藤井寺議員報酬半減,当選者数_大東維新の会,当選者数_大阪再生ネットワーク,当選者数_大阪狭山維新の会,当選者数_大阪維新 ,当選者数_大阪維新の会,当選者数_大阪維新の会　四条畷,当選者数_大阪維新の会　箕面,当選者数_大阪維新の会いばらき,当選者数_大阪維新の会高槻・島本,当選者数_市役所を民・営・化する会,当選者数_市民ファーストの会,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本デザイン連,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_東大阪新風会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_災害に強い街をつくる会,当選者数_無所属,当選者数_社会党,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の会東大阪,当選者数_維新政党・新風,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_西成大阪維新の会,当選者数_見張り番、東大阪,当選者数_闘う改革の会 大阪,当選者数_高槻ご意見番,当選者数_高槻維新の会,当選者数_高槻繁盛連,当選者数_龍馬プロジェクトx吹田新撰会
千早赤阪村議会議員補欠選挙（2012年06月24日投票）,千早赤阪村議会議員補欠選挙,大阪府,千早赤阪村,20120624.0,2012.0,6.0,24.0,20120619.0,65.37,1.0,3.0,3.0,5247.0,,,,その他,,,,,千早赤阪村議会議員補欠選挙（2012年06月24日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,3185.0,2.0,67.0,3.559026084010437,64.0,64.5,65.0,68.5,72.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0,,,,,,,,,,2456.0,,,,,,,,,,,,,,,,,3185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22888540031397175,,,,,,,,,,0.7711145996860282,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22888540031397175,,,,,,,,,,0.3855572998430141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
千早赤阪村議会議員選挙（2009年04月26日投票）,千早赤阪村議会議員選挙,大阪府,千早赤阪村,20090426.0,2009.0,4.0,26.0,20090421.0,無投票,10.0,10.0,1.0,5510.0,,,,任期満了,,,,,千早赤阪村議会議員選挙（2009年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.0,0.1,0.9,0.0,0.1,,,,,,,0.0,3.0,64.8,3.7363083384538807,60.0,62.0,64.0,66.75,71.0,64.8,3.7363083384538807,60.0,62.0,64.0,66.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,
千早赤阪村議会議員選挙（2013年04月21日投票）,千早赤阪村議会議員選挙,大阪府,千早赤阪村,20130421.0,2013.0,4.0,21.0,20130416.0,68.75,7.0,10.0,1.4285714285714286,5111.0,,,-399.0,任期満了,,,,,千早赤阪村議会議員選挙（2013年04月21日投票）,1.0,10.0,7.0,1.4285714285714286,0.0,0.0,0.0,0.1,0.14285714285714285,0.7,0.2,0.1,1.0,0.0,0.0,0.7934407364787112,0.13837744533947066,0.06818181818181818,0.11334867663981588,0.06918872266973533,0.06818181818181818,3476.0,3.0,65.0,10.545141061171254,35.0,65.25,66.5,69.75,75.0,68.57142857142857,3.8861344310672696,64.0,65.5,67.0,71.5,75.0,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,662.0,,,,,,,,,,2333.0,,,,,,,,,,,,,,,,,3476.0,,,,,,,,,,,0.13837744533947066,,,,,,,,,,,,,,,,,,,,,,,0.1904487917146145,,,,,,,,,,0.6711737629459148,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.13837744533947066,,,,,,,,,,,,,,,,,,,,,,,0.09522439585730726,,,,,,,,,,0.09588196613513068,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
千早赤阪村議会議員選挙（2017年04月23日投票）,千早赤阪村議会議員選挙,大阪府,千早赤阪村,20170423.0,2017.0,4.0,23.0,20170418.0,69.93,7.0,9.0,1.2857142857142858,4809.0,,,-302.0,任期満了,68.75,,,,千早赤阪村議会議員選挙（2017年04月23日投票）,1.0,9.0,7.0,1.2857142857142858,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.0,0.42857142857142855,0.5714285714285714,0.0,0.264026402640264,0.735973597359736,,0.088008800880088,0.12266226622662267,,3333.0,0.0,63.888888888888886,10.846857654991805,39.0,58.0,67.0,70.0,77.0,64.28571428571429,12.032269536711752,39.0,61.0,68.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千早赤阪村議会議員選挙（2021年04月25日投票）,千早赤阪村議会議員選挙,大阪府,千早赤阪村,20210425.0,2021.0,4.0,25.0,20210420.0,68.68,7.0,8.0,1.1428571428571428,4483.0,2114.0,2369.0,-326.0,任期満了,69.93,,,,千早赤阪村議会議員選挙（2021年04月25日投票）,1.0,8.0,7.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.625,0.375,0.0,0.5714285714285714,0.42857142857142855,0.0,0.608953258722844,0.39104674127715605,,0.1217906517445688,0.13034891375905203,,3038.0,3.0,63.625,12.31805077924263,43.0,56.25,69.0,71.75,78.0,61.57142857142857,11.818353074255107,43.0,52.5,68.0,70.5,74.0,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,658.0,,,,,,,,,,1990.0,,,,,,,,,,,,,,,,,3038.0,,,,,,,,,,,0.1283739302172482,,,,,,,,,,,,,,,,,,,,,,,0.21658986175115208,,,,,,,,,,0.6550362080315998,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.1283739302172482,,,,,,,,,,,,,,,,,,,,,,,0.10829493087557604,,,,,,,,,,0.13100724160631996,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
吹田市議会議員選挙（2003年04月27日投票）,吹田市議会議員選挙,大阪府,吹田市,20030427.0,2003.0,4.0,27.0,20030420.0,41.55,36.0,47.0,1.3055555555555556,270763.0,,,,その他,,,,,吹田市議会議員選挙（2003年04月27日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.2127659574468085,0.2222222222222222,0.6170212765957447,0.3191489361702128,0.06382978723404255,0.75,0.19444444444444445,0.05555555555555555,0.6768977078094821,0.2645858387085019,0.058516453482015965,0.023341300269292486,0.017639055913900126,0.019505484494005323,109764.0,6.0,52.744680851063826,10.949532361735688,27.0,46.0,52.0,60.5,74.0,53.69444444444444,11.315720246248492,27.0,46.75,54.0,61.25,74.0,,,,,,,,,,,21097.0,,7457.0,,,,,,,,,,,,,,,,,,,,,22990.0,,,,,,12767.0,,,,32455.0,,,,,,,,,12998.0,,,,,,,,109764.0,,,,,,,,,,,0.19220327247549288,,0.06793666411573922,,,,,,,,,,,,,,,,,,,,,0.20944936409022996,,,,,,0.11631318100652309,,,,0.2956798221639153,,,,,,,,,0.11841769614809956,,,,,,,,1.0,,,,,,,,,,,0.02745761035364184,,0.022645554705246405,,,,,,,,,,,,,,,,,,,,,0.023272151565581108,,,,,,0.029078295251630772,,,,0.016426656786884184,,,,,,,,,0.019736282691349926,,,,,,,,,,,,,,,,,,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,4.0,,,,18.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,4.0,,,,9.0,,,,,,,,,5.0,,,,,,,
吹田市議会議員選挙（2007年04月22日投票）,吹田市議会議員選挙,大阪府,吹田市,20070422.0,2007.0,4.0,22.0,20070415.0,45.88,36.0,42.0,1.1666666666666667,275286.0,,,4523.0,任期満了,41.55,,,,吹田市議会議員選挙（2007年04月22日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.23809523809523808,0.25,0.6428571428571429,0.30952380952380953,0.047619047619047616,0.6944444444444444,0.2777777777777778,0.027777777777777776,0.6706218022809386,0.2856507787683578,0.043727418950703596,0.024837844528923653,0.021973136828335217,0.021863709475351798,123721.0,7.0,51.285714285714285,11.584648532979024,29.0,43.25,51.5,58.0,78.0,51.97222222222222,11.449129300012078,29.0,46.5,52.0,58.0,78.0,,,,,,,,,,,22601.0,,7168.0,,,,,,,,2492.0,,,,,,,,,,,,,26334.0,,,,,,15075.0,,,,35391.0,,,,,,,,,14660.0,,,,,,,,123721.0,,,,,,,,,,,0.1826771526256658,,0.057936809434130015,,,,,,,,0.020142093904834263,,,,,,,,,,,,,0.21284987997187219,,,,,,0.1218467358007129,,,,0.28605491387880794,,,,,,,,,0.11849241438397685,,,,,,,,1.0,,,,,,,,,,,0.026096736089380828,,0.028968404717065008,,,,,,,,0.020142093904834263,,,,,,,,,,,,,0.023649986663541355,,,,,,0.030461683950178224,,,,0.02043249384848628,,,,,,,,,0.023698482876795372,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,9.0,,,,,,4.0,,,,14.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,8.0,,,,,,4.0,,,,11.0,,,,,,,,,4.0,,,,,,,
吹田市議会議員選挙（2011年04月24日投票）,吹田市議会議員選挙,大阪府,吹田市,20110424.0,2011.0,4.0,24.0,20110417.0,49.71,36.0,47.0,1.3055555555555556,275526.0,,,240.0,任期満了,45.88,,,,吹田市議会議員選挙（2011年04月24日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.23404255319148937,0.25,0.5531914893617021,0.40425531914893614,0.0425531914893617,0.6944444444444444,0.25,0.05555555555555555,0.6142627713179746,0.34437784982142994,0.041359378860595535,0.023625491204537483,0.018125149990601577,0.020679689430297767,133561.0,9.0,49.234042553191486,10.129402674954763,25.0,42.5,52.0,56.5,65.0,49.166666666666664,9.881239238521092,25.0,42.75,51.5,57.25,63.0,,,,,,,3374.0,,,,20511.67,,3449.0,11443.0,,,,,,,,,,,,,,,,,,,,23139.0,,,,,,13763.880000000001,,,,28707.12,,,,,,,,,18791.33,,,,,,,10382.0,133561.0,,,,,,,0.02526186536488945,,,,0.1535752951834742,,0.025823406533344313,0.08567620787505334,,,,,,,,,,,,,,,,,,,,0.17324668129169443,,,,,,0.10305313676896699,,,,0.214936396103653,,,,,,,,,0.14069473873361238,,,,,,,0.07773227214531188,1.0,,,,,,,0.02526186536488945,,,,0.021939327883353458,,0.025823406533344313,0.08567620787505334,,,,,,,,,,,,,,,,,,,,0.021655835161461804,,,,,,0.020610627353793397,,,,0.0153525997216895,,,,,,,,,0.020099248390516054,,,,,,,0.025910757381770625,,,,,,,1.0,,,,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,5.0,,,,14.0,,,,,,,,,7.0,,,,,,,3.0,,,,,,,1.0,,,,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,4.0,,,,8.0,,,,,,,,,3.0,,,,,,,3.0
吹田市議会議員選挙（2015年04月26日投票）,吹田市議会議員選挙,大阪府,吹田市,20150426.0,2015.0,4.0,26.0,20150419.0,49.09,36.0,50.0,1.3888888888888888,,,,,任期満了,49.71,,,,吹田市議会議員選挙（2015年04月26日投票）,1.0,50.0,36.0,1.3888888888888888,0.0,0.0,0.0,0.22,0.2777777777777778,0.6,0.36,0.04,0.6666666666666666,0.3055555555555556,0.027777777777777776,0.6276502040966424,0.3362228514691281,0.0361269444342294,0.02092167346988808,0.01867904730384045,0.0180634722171147,135965.0,10.0,50.96,10.77953616812894,28.0,42.0,53.0,59.75,67.0,49.611111111111114,10.562716868984086,28.0,42.0,52.0,58.0,67.0,,,,,,,,,,,18910.0,,2340.0,,8440.0,,,,,,,,,26798.62,,,,,,,,536.0,,23210.28,,,,,595.0,9335.56,,,,26793.1,,,,,,,,,19006.440000000002,,,,,,,,135965.0,,,,,,,,,,,0.13907991027102562,,0.017210311477218403,,0.06207479866142022,,,,,,,,,0.19709940058103187,,,,,,,,0.003942191005038061,,0.1707077556724157,,,,,0.004376126208950833,0.06866149376677821,,,,0.19705880189754715,,,,,,,,,0.13978921045857393,,,,,,,,1.0,,,,,,,,,,,0.019868558610146518,,0.017210311477218403,,0.020691599553806738,,,,,,,,,0.039419880116206375,,,,,,,,0.003942191005038061,,0.021338469459051962,,,,,0.004376126208950833,0.017165373441694554,,,,0.014075628706967654,,,,,,,,,0.023298201743095655,,,,,,,,,,,,,,,,,,7.0,,1.0,,3.0,,,,,,,,,5.0,,,,,,,,1.0,,8.0,,,,,1.0,4.0,,,,14.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,7.0,,1.0,,3.0,,,,,,,,,5.0,,,,,,,,0.0,,7.0,,,,,0.0,2.0,,,,5.0,,,,,,,,,6.0,,,,,,,
吹田市議会議員選挙（2019年04月21日投票）,吹田市議会議員選挙,大阪府,吹田市,20190421.0,2019.0,4.0,21.0,20190414.0,48.21,36.0,44.0,1.2222222222222223,,,,,任期満了,49.09,,,,吹田市議会議員選挙（2019年04月21日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,,,,,,,,,,,,,,,140202.0,10.0,,,,,,,,,,,,,,,1201.0,,,,,,,,,,18809.0,,3048.0,,8081.0,,,,,,,,,40102.0,,,,,,,327.0,,,21168.0,,,,,,,,,,21801.0,,,6466.0,,,,,,19199.0,,,,,,,,140202.0,0.00856621160896421,,,,,,,,,,0.13415643143464429,,0.021740060769461205,,0.05763826478937533,,,,,,,,,0.28603015648849517,,,,,,,0.0023323490392433773,,,0.15098215432019516,,,,,,,,,,0.15549706851542774,,,0.04611917091054336,,,,,,0.13693813212365016,,,,,,,,1.0,0.00856621160896421,,,,,,,,,,0.01916520449066347,,0.021740060769461205,,0.019212754929791777,,,,,,,,,0.057206031297699036,,,,,,,0.0023323490392433773,,,0.018872769290024394,,,,,,,,,,0.01727745205726975,,,0.02305958545527168,,,,,,0.019562590303378594,,,,,,,,1.0,,,,,,,,,,7.0,,1.0,,3.0,,,,,,,,,5.0,,,,,,,1.0,,,8.0,,,,,,,,,,9.0,,,2.0,,,,,,7.0,,,,,,,,0.0,,,,,,,,,,7.0,,1.0,,3.0,,,,,,,,,5.0,,,,,,,0.0,,,7.0,,,,,,,,,,5.0,,,2.0,,,,,,6.0,,,,,,,
和泉市議会議員選挙（2008年09月07日投票）,和泉市議会議員選挙,大阪府,和泉市,20080907.0,2008.0,9.0,7.0,20080831.0,50.77,24.0,32.0,1.3333333333333333,140151.0,,,,任期満了,,,,,和泉市議会議員選挙（2008年09月07日投票）,1.0,32.0,24.0,1.3333333333333333,0.0,0.0,0.0,0.21875,0.2916666666666667,0.6875,0.3125,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7789827977858197,0.22101720221418047,,0.03540830899026453,0.02210172022141805,,70351.98999999999,4.0,56.4375,8.739055655504202,27.0,52.0,55.5,61.25,73.0,57.291666666666664,7.002851601708804,44.0,52.0,55.5,61.25,73.0,,,,,,,,,,,14998.6,,,,,,,,,,,,,,,,,,,,,,,8463.39,,,,,,6938.0,,,,39952.0,,,,,,,,,,,,,,,,,70351.98999999999,,,,,,,,,,,0.2131936850684679,,,,,,,,,,,,,,,,,,,,,,,0.12030064821194113,,,,,,0.09861839018341913,,,,0.567887276536172,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.04263873701369358,,,,,,,,,,,,,,,,,,,,,,,0.030075162052985282,,,,,,0.03287279672780637,,,,0.0283943638268086,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,13.0,,,,,,,,,,,,,,,,
