,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
天川村議会議員選挙（2020年11月29日投票）,天川村議会議員選挙,奈良県,天川村,20201129.0,2020.0,11.0,29.0,20201124.0,92.28,7.0,10.0,1.4285714285714286,1205.0,,,,任期満了,,,,,天川村議会議員選挙（2020年11月29日投票）,1.0,10.0,7.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7563403590039484,0.2436596409960516,,0.09454254487549354,0.1218298204980258,,1103.999,1.0,65.0,8.270429251254134,42.0,63.75,67.0,68.75,73.0,63.57142857142857,9.147320339189784,42.0,64.5,67.0,67.5,72.0,,,,,,,,,,,,,,,,,1103.999,,,,,,1103.999,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
天理市議会議員補欠選挙（2009年10月18日投票）,天理市議会議員補欠選挙,奈良県,天理市,20091018.0,2009.0,10.0,18.0,20091011.0,55.39,1.0,2.0,2.0,52789.0,,,,その他,,,,,天理市議会議員補欠選挙（2009年10月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.3894212341893446,0.6105787658106554,,0.3894212341893446,0.6105787658106554,26090.0,1.0,62.5,0.5,62.0,62.25,62.5,62.75,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,26090.0,,,,,,26090.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
天理市議会議員補欠選挙（2017年10月01日投票）,天理市議会議員補欠選挙,奈良県,天理市,20171001.0,2017.0,10.0,1.0,20170924.0,無投票,1.0,1.0,1.0,,,,,その他/佐々岡典雅議員の死去による,55.39,,,,天理市議会議員補欠選挙（2017年10月01日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
天理市議会議員選挙（2003年04月27日投票）,天理市議会議員選挙,奈良県,天理市,20030427.0,2003.0,4.0,27.0,20030420.0,62.27,20.0,25.0,1.25,52403.0,,,,任期満了,,,,,天理市議会議員選挙（2003年04月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.16,0.1,0.68,0.2,0.12,0.75,0.15,0.1,0.7291597416541485,0.16617604669653194,0.10466421164931954,0.04289174950906756,0.03323520933930639,0.03488807054977318,32159.99,3.0,53.2,7.451174404078862,37.0,49.0,52.0,56.0,70.0,51.75,6.677387213573884,37.0,48.5,51.5,56.0,67.0,,,,2150.0,,,,,,1140.0,,,,,,,28869.99,,,,,,32159.99,,,,0.06685325461854932,,,,,,0.03544777221634708,,,,,,,0.8976989731651036,,,,,,1.0,,,,0.06685325461854932,,,,,,0.03544777221634708,,,,,,,0.039030390137613204,,,,,,,,,1.0,,,,,,1.0,,,,,,,23.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,18.0,,,,,
天理市議会議員選挙（2007年04月22日投票）,天理市議会議員選挙,奈良県,天理市,20070422.0,2007.0,4.0,22.0,20070415.0,59.2,20.0,24.0,1.2,52446.0,,,43.0,任期満了,62.27,,,,天理市議会議員選挙（2007年04月22日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.125,0.1,0.7916666666666666,0.20833333333333334,0.0,0.85,0.15,0.0,0.8400430640741224,0.1599569359258776,,0.044212792846006446,0.03199138718517552,,30652.0,4.0,55.5,5.338539126015656,41.0,53.0,56.0,59.0,66.0,55.05,5.5899463324794105,41.0,52.5,55.5,58.25,66.0,,,,2308.0,,,,,,1030.0,,,,1175.0,,,26139.0,,,,,,30652.0,,,,0.07529688111705599,,,,,,0.033603027534908,,,,0.038333550828657185,,,0.8527665405193788,,,,,,1.0,,,,0.07529688111705599,,,,,,0.033603027534908,,,,0.038333550828657185,,,0.040607930500922804,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,21.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,17.0,,,,,
天理市議会議員選挙（2011年04月24日投票）,天理市議会議員選挙,奈良県,天理市,20110424.0,2011.0,4.0,24.0,20110417.0,54.92,18.0,22.0,1.2222222222222223,52254.0,,,-192.0,任期満了,59.2,,,,天理市議会議員選挙（2011年04月24日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.05555555555555555,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6565905964516243,0.2657401855313746,0.07766921801700116,0.04377270643010829,0.04429003092189576,0.07766921801700116,28351.0,4.0,,,,,,,,,,,,,,,,,,2250.0,,,,,,1084.0,,,,3161.0,,,21856.0,,,,,,28351.0,,,,0.07936227999012381,,,,,,0.038234982893019645,,,,0.11149518535501393,,,0.7709075517618427,,,,,,1.0,,,,0.07936227999012381,,,,,,0.038234982893019645,,,,0.037165061785004644,,,0.045347503044814275,,,,,,,,,1.0,,,,,,1.0,,,,3.0,,,17.0,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,14.0,,,,,
天理市議会議員選挙（2015年04月26日投票）,天理市議会議員選挙,奈良県,天理市,20150426.0,2015.0,4.0,26.0,20150419.0,52.07,18.0,22.0,1.2222222222222223,,,,,任期満了,54.92,,,,天理市議会議員選挙（2015年04月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7861377335744424,0.17370253164556962,0.040159734779987945,0.046243396092614256,0.043425632911392405,0.040159734779987945,26543.999999999996,5.0,59.59090909090909,8.321161910285731,34.0,55.25,61.5,65.5,71.0,59.166666666666664,8.374896350934074,34.0,55.25,61.5,63.75,71.0,,,,2004.0,,,,,,1095.0,,,,981.0,,,21057.0,,,,,1407.0,26544.0,,,,0.07549728752260398,,,,,,0.04125226039783002,,,,0.03695750452079566,,,0.7932866184448463,,,,,0.05300632911392405,1.0,,,,0.07549728752260398,,,,,,0.04125226039783002,,,,0.03695750452079566,,,0.04407147880249146,,,,,0.05300632911392405,,,,1.0,,,,,,1.0,,,,1.0,,,18.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,14.0,,,,,1.0
天理市議会議員選挙（2019年04月21日投票）,天理市議会議員選挙,奈良県,天理市,20190421.0,2019.0,4.0,21.0,20190414.0,46.61,16.0,19.0,1.1875,52157.0,,,,任期満了,52.07,,,,天理市議会議員選挙（2019年04月21日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.7894736842105263,0.21052631578947367,0.0,0.875,0.125,0.0,0.8625864034429851,0.13741359655701482,,0.05750576022953234,0.034353399139253706,,24040.998,4.0,57.36842105263158,11.319338488741943,34.0,54.0,59.0,65.5,72.0,58.8125,10.898501903931567,34.0,54.5,61.5,66.25,72.0,,,,2260.0,,,,,,1082.0,,,,,,,18949.998,,,,,1749.0,24040.998,,,,0.09400608077917565,,,,,,0.04500645106330444,,,,,,,0.7882367445810694,,,,,0.07275072357645053,1.0,,,,0.09400608077917565,,,,,,0.04500645106330444,,,,,,,0.04926479653631684,,,,,0.07275072357645053,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,13.0,,,,,1.0
奈良市議会議員増員選挙（2005年05月15日投票）,奈良市議会議員増員選挙,奈良県,奈良市,20050515.0,2005.0,5.0,15.0,20050508.0,,0.0,5.0,,6729.0,,,,その他,,,,,奈良市議会議員増員選挙（2005年05月15日投票）,2.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,4432.0,3.0,58.4,4.882622246293481,49.0,59.0,60.0,61.0,63.0,60.0,1.0,59.0,59.5,60.0,60.5,61.0,,,,,,,,,,217.0,,,,,,132.0,4083.0,,,,,,4432.0,,,,,,,,,,0.048962093862815886,,,,,,0.029783393501805054,0.921254512635379,,,,,,1.0,,,,,,,,,,0.048962093862815886,,,,,,0.029783393501805054,0.30708483754512633,,,,,,,,,,,,,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,2.0,,,,,
奈良市議会議員選挙（2005年07月31日投票）,奈良市議会議員選挙,奈良県,奈良市,20050731.0,2005.0,7.0,31.0,20050724.0,50.78,0.0,61.0,,298045.0,,,,任期満了,,,,,奈良市議会議員選挙（2005年07月31日投票）,3.0,61.0,46.0,1.326086956521739,0.03278688524590164,0.6666666666666666,0.6666666666666666,0.11475409836065574,0.10869565217391304,0.0,0.21311475409836064,0.06557377049180328,0.0,0.06521739130434782,0.06521739130434782,,0.13418644629552642,0.0708659862729182,,0.01032203433042511,0.01771649656822955,142832.98,6.0,54.967213114754095,12.628314806664484,26.0,47.0,54.0,64.0,79.0,55.69565217391305,11.75819707641068,26.0,49.0,55.5,63.75,78.0,,,,21278.0,,,,,,20756.510000000002,,,,9415.25,,,,,4104.0,,,3990.0,59543.76,,,,0.35735062750488045,,,,,,0.3485925309385904,,,,0.15812320216257758,,,,,0.06892409884763744,,,0.06700954054631417,1.0,,,,0.044668828438110056,,,,,,0.049798932991227195,,,,0.052707734054192525,,,,,0.03446204942381872,,,0.06700954054631417,,,,8.0,,,,,,7.0,,,,3.0,,,40.0,,2.0,,,1.0,,,,8.0,,,,,,7.0,,,,3.0,,,26.0,,1.0,,,1.0
奈良市議会議員選挙（2009年07月12日投票）,奈良市議会議員選挙,奈良県,奈良市,20090712.0,2009.0,7.0,12.0,20090705.0,56.12,39.0,48.0,1.2307692307692308,301830.0,,,3785.0,任期満了,50.78,,,,奈良市議会議員選挙（2009年07月12日投票）,1.0,48.0,39.0,1.2307692307692308,0.0,0.0,0.0,0.125,0.15384615384615385,0.625,0.3125,0.0625,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6359830002437241,0.26012960029246895,0.10388739946380697,0.02119943334145747,0.017341973352831264,0.03462913315460232,164120.0,6.0,55.020833333333336,11.151400478813812,30.0,47.75,53.0,62.25,85.0,54.05128205128205,9.432482659701806,37.0,47.5,53.0,60.5,80.0,,,,24278.0,,,,,,24312.760000000002,,,,36760.71,,,70168.0,,2765.0,,,5835.53,164120.0,,,,0.14792834511333172,,,,,,0.14814014135998052,,,,0.22398677796734096,,,0.4275408237874726,,0.016847428710699486,,,0.035556483061174746,1.0,,,,0.02113262073047596,,,,,,0.021162877337140073,,,,0.031998111138191565,,,0.017101632951498903,,0.016847428710699486,,,0.035556483061174746,,,,7.0,,,,,,7.0,,,,7.0,,,25.0,,1.0,,,1.0,,,,7.0,,,,,,7.0,,,,7.0,,,16.0,,1.0,,,1.0
奈良市議会議員選挙（2013年07月21日投票）,奈良市議会議員選挙,奈良県,奈良市,20130721.0,2013.0,7.0,21.0,20130714.0,60.0,39.0,49.0,1.2564102564102564,,,,,任期満了,56.12,,,,奈良市議会議員選挙（2013年07月21日投票）,1.0,49.0,39.0,1.2564102564102564,0.0,0.0,0.0,0.10204081632653061,0.1282051282051282,0.5918367346938775,0.3877551020408163,0.02040816326530612,0.6923076923076923,0.28205128205128205,0.02564102564102564,0.6124222008243726,0.3564095565600607,0.031168242615566822,0.021118006924978366,0.018758397713687404,0.031168242615566822,170879.06,6.0,,,,,,,,53.743589743589745,9.622937204776632,30.0,48.0,55.0,60.0,71.0,,,,21865.0,,,,16463.9,,26493.929999999997,,,,20386.199999999997,,,51427.62,,,,,34242.41,170879.06,,,,0.12795599413994904,,,,0.09634825940638954,,0.15504491890346306,,,,0.11930192031721147,,,0.3009591696021736,,,,,0.2003897376308133,1.0,,,,0.018279427734278434,,,,0.04817412970319477,,0.02214927412906615,,,,0.017043131473887353,,,0.01504795848010868,,,,,0.03339828960513555,,,,7.0,,,,2.0,,7.0,,,,7.0,,,20.0,,,,,6.0,,,,7.0,,,,2.0,,7.0,,,,4.0,,,13.0,,,,,6.0
奈良市議会議員選挙（2017年07月09日投票）,奈良市議会議員選挙,奈良県,奈良市,20170709.0,2017.0,7.0,9.0,20170702.0,51.0,39.0,50.0,1.2820512820512822,305610.0,,,,任期満了,60.0,,,,奈良市議会議員選挙（2017年07月09日投票）,1.0,50.0,39.0,1.2820512820512822,0.0,0.0,0.0,0.14,0.15384615384615385,0.7,0.28,0.02,0.7692307692307693,0.23076923076923078,0.0,0.7216404641150557,0.2705554185632693,0.0078041173216749195,0.020618298974715878,0.01932538704023352,0.0078041173216749195,150049.0,0.0,,,,,,,,53.8974358974359,10.494919092528125,28.0,48.0,55.0,59.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奈良市議会議員選挙（2021年07月11日投票）,奈良市議会議員選挙,奈良県,奈良市,20210711.0,2021.0,7.0,11.0,20210704.0,50.92,39.0,47.0,1.205128205128205,298780.0,137820.0,160960.0,-6830.0,任期満了,51.0,,,,奈良市議会議員選挙（2021年07月11日投票）,1.0,47.0,39.0,1.205128205128205,0.0,0.0,0.0,0.14893617021276595,0.1794871794871795,0.7021276595744681,0.2765957446808511,0.02127659574468085,0.7948717948717948,0.20512820512820512,0.0,0.723934030075501,0.2620158285642064,0.014050141360292676,0.021937394850772757,0.020155063735708186,0.014050141360292676,147284.995,7.0,54.787234042553195,11.621579652787101,28.0,48.5,56.0,62.0,77.0,54.92307692307692,11.244108691938818,28.0,50.5,56.0,62.0,77.0,809.0,,,23048.0,,,,,,20389.696,23067.0,775.092,,,,,57283.373999999996,,,,,21912.833,147284.995,0.0054927523336644034,,,0.15648573026736362,,,,,,0.13843702136799477,0.156614731867289,0.005262532004702856,,,,,0.3889287839538576,,,,,0.14877844820512776,1.0,0.0054927523336644034,,,0.022355104323909088,,,,,,0.019776717338284965,0.03915368296682225,0.005262532004702856,,,,,0.01944643919769288,,,,,0.021254064029303965,1.0,,,7.0,,,,,,7.0,4.0,1.0,,,,,20.0,,,,,7.0,0.0,,,7.0,,,,,,6.0,4.0,0.0,,,,,16.0,,,,,6.0
宇陀市議会議員選挙（2006年04月23日投票）,宇陀市議会議員選挙,奈良県,宇陀市,20060423.0,2006.0,4.0,23.0,20060416.0,79.08,22.0,30.0,1.3636363636363635,31642.0,,,,任期満了,,,,,宇陀市議会議員選挙（2006年04月23日投票）,1.0,30.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.9545454545454546,0.045454545454545456,0.0,0.8679382996226253,0.13206170037737466,,0.03338224229317789,0.033015425094343666,,24688.989999999998,3.0,56.833333333333336,7.73340517208012,40.0,53.25,57.0,62.0,68.0,57.81818181818182,7.068729882288637,40.0,54.5,57.5,62.0,68.0,,,,2148.0,,,,,,2112.0,,,,,,,20428.99,,,,,,24688.99,,,,0.08700234395979746,,,,,,0.08554420411689583,,,,,,,0.8274534519233068,,,,,,1.0,,,,0.04350117197989873,,,,,,0.04277210205844791,,,,,,,0.03182513276628103,,,,,,,,,2.0,,,,,,2.0,,,,,,,26.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,18.0,,,,,
宇陀市議会議員選挙（2010年03月28日投票）,宇陀市議会議員選挙,奈良県,宇陀市,20100328.0,2010.0,3.0,28.0,20100321.0,76.95,16.0,20.0,1.25,30252.0,,,-1390.0,任期満了,79.08,,,,宇陀市議会議員選挙（2010年03月28日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.8125,0.1875,0.0,0.7471843040863801,0.2436421893517096,0.009173506561910197,0.053370307434741436,0.048728437870341916,0.009173506561910197,22783.0,3.0,59.0,9.869143833180262,31.0,56.25,61.0,63.5,72.0,58.375,10.930890860309603,31.0,50.5,60.5,66.0,72.0,,,,2008.0,,,,,,1002.0,,,,,,,19773.0,,,,,,22783.0,,,,0.08813589079576878,,,,,,0.04398016064609577,,,,,,,0.8678839485581354,,,,,,1.0,,,,0.08813589079576878,,,,,,0.04398016064609577,,,,,,,0.04821577491989641,,,,,,,,,1.0,,,,,,1.0,,,,,,,18.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,,
宇陀市議会議員選挙（2014年04月27日投票）,宇陀市議会議員選挙,奈良県,宇陀市,20140427.0,2014.0,4.0,27.0,20140420.0,76.21,14.0,19.0,1.3571428571428572,28353.0,,,-1899.0,任期満了,76.95,,,,宇陀市議会議員選挙（2014年04月27日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.05263157894736842,0.07142857142857142,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.42857142857142855,0.5714285714285714,0.0,0.46805783228411313,0.4756034489667857,0.0563387187491013,0.05850722903551414,0.052844827662976185,0.02816935937455065,21210.989999999998,4.0,,,,,,,,,,,,,,,,,,1840.0,,,,,,1114.0,,,,,,,17175.64,,,,,1081.35,21210.989999999998,,,,0.08674748326221456,,,,,,0.05251994367071033,,,,,,,0.8097519257705558,,,,,0.050980647296519396,1.0,,,,0.08674748326221456,,,,,,0.05251994367071033,,,,,,,0.050609495360659736,,,,,0.050980647296519396,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,11.0,,,,,1.0
宇陀市議会議員選挙（2018年04月22日投票）,宇陀市議会議員選挙,奈良県,宇陀市,20180422.0,2018.0,4.0,22.0,20180415.0,72.77,14.0,17.0,1.2142857142857142,,,,,任期満了,76.21,,,,宇陀市議会議員選挙（2018年04月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7103413403313716,0.22397130926557846,0.06568735040304997,0.07103413403313716,0.037328551544263074,0.06568735040304997,19196.999,4.0,59.23529411764706,7.90033068380652,47.0,53.0,60.0,66.0,71.0,58.42857142857143,6.925256939166185,47.0,53.0,58.5,64.5,69.0,,,,2017.0,,,,,,1518.0,,,,,,,14580.577,,,,,1081.422,19196.998999999996,,,,0.10506850575967631,,,,,,0.07907485956528937,,,,,,,0.7595237672304928,,,,,0.05633286744454173,1.0,,,,0.10506850575967631,,,,,,0.07907485956528937,,,,,,,0.05425169765932091,,,,,0.05633286744454173,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,11.0,,,,,1.0
宇陀市議会議員選挙（2020年05月03日投票）,宇陀市議会議員選挙,奈良県,宇陀市,20200503.0,2020.0,5.0,3.0,20200426.0,65.36,14.0,22.0,1.5714285714285714,,,,,解散/宮田みき候補と宮下公一候補の得票数が同数であったため、公職選挙法第95条第2項の規定によるくじを行った結果、宮田みき候補が当選人と決定された。（市HPより）,72.77,,,,宇陀市議会議員選挙（2020年05月03日投票）,1.0,22.0,14.0,1.5714285714285714,0.0,0.0,0.0,0.13636363636363635,0.14285714285714285,0.0,0.3181818181818182,0.045454545454545456,0.0,0.14285714285714285,0.07142857142857142,,0.22251639689512004,0.06017209218364523,,0.03178805669930286,0.06017209218364523,16619.0,4.0,58.04545454545455,9.49869499518593,34.0,54.0,57.5,65.0,72.0,56.57142857142857,9.911856433543804,34.0,54.25,56.0,64.25,71.0,,,,1443.0,,,,,,1157.0,,,,,,,12528.0,,,,,1491.0,16619.0,,,,0.08682832902100006,,,,,,0.06961911065647752,,,,,,,0.7538359708767074,,,,,0.08971658944581504,1.0,,,,0.08682832902100006,,,,,,0.06961911065647752,,,,,,,0.04187977615981708,,,,,0.04485829472290752,,,,1.0,,,,,,1.0,,,,,,,18.0,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,10.0,,,,,2.0
安堵町議会議員補欠選挙（2006年07月09日投票）,安堵町議会議員補欠選挙,奈良県,安堵町,20060709.0,2006.0,7.0,9.0,20060704.0,32.48,1.0,2.0,2.0,6780.0,,,,その他,,,,,安堵町議会議員補欠選挙（2006年07月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,2067.0,2.0,58.5,2.5,56.0,57.25,58.5,59.75,61.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,1190.0,,,,,,,877.0,,,,,,2067.0,,,,,,,,,,0.5757135945815192,,,,,,,0.4242864054184809,,,,,,1.0,,,,,,,,,,0.5757135945815192,,,,,,,0.4242864054184809,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,
安堵町議会議員補欠選挙（2010年08月01日投票）,安堵町議会議員補欠選挙,奈良県,安堵町,20100801.0,2010.0,8.0,1.0,20100727.0,無投票,1.0,1.0,1.0,,,,,その他,32.48,,,,安堵町議会議員補欠選挙（2010年08月01日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
安堵町議会議員補欠選挙（2018年03月04日投票）,安堵町議会議員補欠選挙,奈良県,安堵町,20180304.0,2018.0,3.0,4.0,20180227.0,,2.0,3.0,1.5,6452.0,,,,退職/増井敬史町議のフェイスブックへの書き込み炎上での辞職、及び、ひき逃げの疑いで逮捕された植田英和町議の辞職による,,,,,安堵町議会議員補欠選挙（2018年03月04日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.26670870113493067,0.7332912988650694,,0.26670870113493067,0.3666456494325347,1586.0,0.0,66.33333333333333,9.741092797468305,53.0,61.5,70.0,73.0,76.0,73.0,3.0,70.0,71.5,73.0,74.5,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安堵町議会議員選挙（2007年04月22日投票）,安堵町議会議員選挙,奈良県,安堵町,20070422.0,2007.0,4.0,22.0,20070417.0,65.87,12.0,14.0,1.1666666666666667,6681.0,,,,任期満了,,,,,安堵町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8659101435849931,0.13408985641500695,,0.07215917863208275,0.06704492820750348,,4318.0,3.0,65.57142857142857,9.15512569714978,50.0,59.0,65.5,72.0,80.0,65.58333333333333,9.886508764753895,50.0,58.5,65.5,73.25,80.0,,,,,,,,,,405.0,,,,,,,3632.0,,,,,281.0,4318.0,,,,,,,,,,0.09379342288096341,,,,,,,0.841130152848541,,,,,0.0650764242704956,1.0,,,,,,,,,,0.09379342288096341,,,,,,,0.07009417940404508,,,,,0.0650764242704956,,,,,,,,,,1.0,,,,,,,12.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,10.0,,,,,1.0
