,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_自由民主党
日高川町議会議員選挙（2018年04月22日投票）,日高川町議会議員選挙,和歌山県,日高川町,20180422.0,2018.0,4.0,22.0,20180417.0,無投票,12.0,12.0,1.0,,,,,任期満了,83.55,,,,日高川町議会議員選挙（2018年04月22日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,,,,,,,0.0,2.0,59.916666666666664,4.733890812241261,52.0,57.0,59.0,62.0,69.0,59.916666666666664,4.733890812241261,52.0,57.0,59.0,62.0,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,10.0,,,,,,,,,2.0,,,,10.0,,,,,
日高町議会議員補欠選挙（2014年05月11日投票）,日高町議会議員補欠選挙,和歌山県,日高町,20140511.0,2014.0,5.0,11.0,20140506.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,日高町議会議員補欠選挙（2014年05月11日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,56.5,14.5,42.0,49.25,56.5,63.75,71.0,56.5,14.5,42.0,49.25,56.5,63.75,71.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,
日高町議会議員選挙（2007年02月04日投票）,日高町議会議員選挙,和歌山県,日高町,20070204.0,2007.0,2.0,4.0,20070130.0,無投票,11.0,11.0,1.0,6185.0,,,,任期満了,,,,,日高町議会議員選挙（2007年02月04日投票）,1.0,11.0,11.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,57.0,7.422325046163708,44.0,53.0,57.0,60.0,70.0,57.0,7.422325046163708,44.0,53.0,57.0,60.0,70.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,10.0,,,,,
日高町議会議員選挙（2011年01月30日投票）,日高町議会議員選挙,和歌山県,日高町,20110130.0,2011.0,1.0,30.0,20110125.0,82.41,11.0,13.0,1.181818181818182,6169.0,,,-16.0,任期満了,,,,,日高町議会議員選挙（2011年01月30日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.18181818181818182,0.6923076923076923,0.3076923076923077,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8495241871530531,0.15047581284694686,,0.09439157635033923,0.037618953211736715,,5044.0,2.0,,,,,,,,,,,,,,,,,,481.0,,,,4563.0,,,,,,5044.0,,,,0.09536082474226804,,,,0.904639175257732,,,,,,1.0,,,,0.09536082474226804,,,,0.07538659793814433,,,,,,,,,1.0,,,,12.0,,,,,,,,,1.0,,,,10.0,,,,,
日高町議会議員選挙（2015年02月08日投票）,日高町議会議員選挙,和歌山県,日高町,20150208.0,2015.0,2.0,8.0,20150203.0,80.52,11.0,13.0,1.181818181818182,6232.0,,,63.0,任期満了,82.41,,,,日高町議会議員選挙（2015年02月08日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.18181818181818182,0.5384615384615384,0.46153846153846156,0.0,0.5454545454545454,0.45454545454545453,0.0,0.4952895054282268,0.5047104945717733,,0.07075564363260382,0.08411841576196222,,4974.0,2.0,56.92307692307692,8.118938339666931,43.0,51.0,58.0,63.0,71.0,55.09090909090909,7.292019865511082,43.0,50.5,55.0,59.0,68.0,,,,463.0,,,,4511.0,,,,,,4974.0,,,,0.09308403699236027,,,,0.9069159630076398,,,,,,1.0,,,,0.09308403699236027,,,,0.07557633025063665,,,,,,,,,1.0,,,,12.0,,,,,,,,,1.0,,,,10.0,,,,,
日高町議会議員選挙（2019年02月03日投票）,日高町議会議員選挙,和歌山県,日高町,20190203.0,2019.0,2.0,3.0,20190129.0,75.49,11.0,12.0,1.0909090909090908,6415.0,,,183.0,任期満了,80.52,,,,日高町議会議員選挙（2019年02月03日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.16666666666666666,0.18181818181818182,0.8333333333333334,0.16666666666666666,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9184567257559958,0.08154327424400418,,0.09184567257559959,0.04077163712200209,,4795.0,2.0,59.583333333333336,7.532798653591874,47.0,54.75,60.0,63.0,73.0,59.45454545454545,7.855092573537436,47.0,54.5,59.0,63.0,73.0,,,,517.0,,,,4278.0,,,,,,4795.0,,,,0.10782064650677789,,,,0.8921793534932221,,,,,,1.0,,,,0.10782064650677789,,,,0.08110721395392928,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,10.0,,,,,
有田川町議会議員選挙（2006年02月05日投票）,有田川町議会議員選挙,和歌山県,有田川町,20060205.0,2006.0,2.0,5.0,20060131.0,83.93,26.0,30.0,1.1538461538461535,23366.0,,,,その他,,,,,有田川町議会議員選挙（2006年02月05日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.06666666666666667,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03333333333333333,,19239.0,2.0,59.56666666666667,11.718029792683675,32.0,55.5,62.0,69.0,75.0,58.61538461538461,12.003451180251718,32.0,53.25,61.5,69.0,75.0,,,,2208.0,,,,17031.0,,,,,,19239.0,,,,0.1147668797754561,,,,0.8852331202245439,,,,,,1.0,,,,0.0382556265918187,,,,0.03278641186016829,,,,,,,,,3.0,,,,27.0,,,,,,,,,3.0,,,,23.0,,,,,
有田川町議会議員選挙（2010年01月31日投票）,有田川町議会議員選挙,和歌山県,有田川町,20100131.0,2010.0,1.0,31.0,20100126.0,80.99,18.0,20.0,1.1111111111111112,22931.0,,,-435.0,任期満了,83.93,,,,有田川町議会議員選挙（2010年01月31日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.05555555555555555,0.9,0.05,0.05,1.0,0.0,0.0,0.9779886357367463,0.005737297953329288,0.016274066309924423,0.05433270198537479,0.005737297953329288,0.016274066309924423,18127.0,2.0,,,,,,,,60.77777777777778,12.825995978461329,36.0,53.75,65.0,67.75,79.0,,,,2351.0,,,,15776.0,,,,,,18127.0,,,,0.1296960335411265,,,,0.8703039664588735,,,,,,1.0,,,,0.06484801677056325,,,,0.04835022035882631,,,,,,,,,2.0,,,,18.0,,,,,,,,,2.0,,,,16.0,,,,,
有田川町議会議員選挙（2014年02月02日投票）,有田川町議会議員選挙,和歌山県,有田川町,20140202.0,2014.0,2.0,2.0,20140128.0,,16.0,18.0,1.125,,,,,任期満了,80.99,,,,有田川町議会議員選挙（2014年02月02日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.75,0.1875,0.0625,0.6905043943446694,0.19658005349636987,0.11291555215896064,0.04932174245319067,0.06552668449878996,0.11291555215896064,15702.0,2.0,62.44444444444444,12.111620784382714,40.0,54.0,65.0,70.75,80.0,63.8125,11.796285167373668,40.0,56.0,67.0,71.25,80.0,,,,1993.0,,,,13709.0,,,,,,15702.0,,,,0.126926506177557,,,,0.873073493822443,,,,,,1.0,,,,0.0634632530887785,,,,0.05456709336390269,,,,,,,,,2.0,,,,16.0,,,,,,,,,2.0,,,,14.0,,,,,
有田川町議会議員選挙（2018年01月28日投票）,有田川町議会議員選挙,和歌山県,有田川町,20180128.0,2018.0,1.0,28.0,20180123.0,,16.0,18.0,1.125,,,,,任期満了,,,,,有田川町議会議員選挙（2018年01月28日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2777777777777778,0.0,0.75,0.25,0.0,0.6957609357041444,0.30423906429585557,,0.05352007197724188,0.06084781285917111,,14791.0,0.0,63.22222222222222,13.057801225302295,28.0,58.0,65.5,73.0,82.0,63.0,13.761358944522884,28.0,57.0,65.5,73.25,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有田市議会議員選挙（2007年09月09日投票）,有田市議会議員選挙,和歌山県,有田市,20070909.0,2007.0,9.0,9.0,20070902.0,77.14,16.0,19.0,1.1875,26370.0,,,,任期満了,,,,,有田市議会議員選挙（2007年09月09日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.05263157894736842,0.10526315789473684,0.9375,0.0,0.0625,0.8845732496763271,0.010307738273080371,0.10511901205059257,0.055285828104770444,0.010307738273080371,0.052559506025296285,20082.0,3.0,57.05263157894737,7.096876141622389,35.0,56.0,58.0,59.0,72.0,57.5625,7.415935123098098,35.0,57.0,58.5,59.5,72.0,1470.0,,,845.0,,,,17767.0,,,,,,20082.0,0.07319988048999104,,,0.04207748232247784,,,,0.8847226371875311,,,,,,1.0,0.07319988048999104,,,0.04207748232247784,,,,0.05204250806985477,,,,,,1.0,,,1.0,,,,17.0,,,,,,1.0,,,0.0,,,,15.0,,,,,
有田市議会議員選挙（2011年09月11日投票）,有田市議会議員選挙,和歌山県,有田市,20110911.0,2011.0,9.0,11.0,20110904.0,73.85,15.0,16.0,1.0666666666666669,25549.0,,,-821.0,任期満了,77.14,,,,有田市議会議員選挙（2011年09月11日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6991427184989486,0.3008572815010514,,0.058261893208245714,0.07521432037526285,,18547.0,3.0,,,,,,,,,,,,,,,1645.0,,,,,,,15481.0,,,,,1421.0,18547.0,0.08869358925971856,,,,,,,0.8346902464010352,,,,,0.07661616433924624,1.0,0.08869358925971856,,,,,,,0.059620731885788224,,,,,0.07661616433924624,1.0,,,,,,,14.0,,,,,1.0,1.0,,,,,,,13.0,,,,,1.0
有田市議会議員選挙（2015年09月06日投票）,有田市議会議員選挙,和歌山県,有田市,20150906.0,2015.0,9.0,6.0,20150830.0,69.06,15.0,16.0,1.0666666666666669,24580.0,,,-969.0,任期満了,73.85,,,,有田市議会議員選挙（2015年09月06日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.06666666666666667,0.9375,0.0625,0.0,0.9333333333333333,0.06666666666666667,0.0,0.9125934789111576,0.08740652108884235,,0.06083956526074384,0.08740652108884235,,16715.0,3.0,60.375,11.106726565464731,42.0,49.75,65.0,67.0,80.0,60.6,11.43561687594217,42.0,49.5,65.0,67.0,80.0,1366.0,,,,,,,14030.0,,,,,1319.0,16715.0,0.08172300329045767,,,,,,,0.8393658390667066,,,,,0.07891115764283578,1.0,0.08172300329045767,,,,,,,0.05995470279047904,,,,,0.07891115764283578,1.0,,,,,,,14.0,,,,,1.0,1.0,,,,,,,13.0,,,,,1.0
有田市議会議員選挙（2019年09月08日投票）,有田市議会議員選挙,和歌山県,有田市,20190908.0,2019.0,9.0,8.0,20190901.0,66.97,15.0,17.0,1.1333333333333333,,,,,任期満了,69.06,,,,有田市議会議員選挙（2019年09月08日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.0,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.6666666666666666,0.2,0.13333333333333333,0.6613170296777481,0.2127117564641447,0.12597121385810725,0.05510975247314567,0.07090391882138157,0.06298560692905363,15702.0,4.0,64.41176470588235,10.666378312134718,46.0,57.0,69.0,70.0,84.0,64.33333333333333,8.986409491869127,46.0,57.5,69.0,70.0,76.0,1363.0,,,663.0,,,,12691.0,,,,,985.0,15702.0,0.08680422876066743,,,0.04222392051967902,,,,0.8082409884091198,,,,,0.0627308623105337,1.0,0.08680422876066743,,,0.04222392051967902,,,,0.05773149917207999,,,,,0.0627308623105337,1.0,,,1.0,,,,14.0,,,,,1.0,1.0,,,1.0,,,,12.0,,,,,1.0
橋本市議会議員再選挙（2010年03月14日投票）,橋本市議会議員再選挙,和歌山県,橋本市,20100314.0,2010.0,3.0,14.0,20100307.0,無投票,1.0,1.0,1.0,55625.0,,,,選挙犯罪による当選無効,,,,,橋本市議会議員再選挙（2010年03月14日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
橋本市議会議員補欠選挙（2014年03月16日投票）,橋本市議会議員補欠選挙,和歌山県,橋本市,20140316.0,2014.0,3.0,16.0,20140309.0,,4.0,6.0,1.5,,,,,その他,,,,,橋本市議会議員補欠選挙（2014年03月16日投票）,1.0,6.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,,0.8752189731842069,0.12478102681579302,,0.1750437946368414,0.12478102681579302,29684.0,2.0,55.666666666666664,14.03171011989946,26.0,54.75,61.5,63.75,68.0,51.5,15.337861650177967,26.0,46.25,58.0,63.25,64.0,,,,3861.0,,,,25823.0,,,,,,29684.0,,,,0.13007007141894622,,,,0.8699299285810538,,,,,,1.0,,,,0.13007007141894622,,,,0.17398598571621077,,,,,,,,,1.0,,,,5.0,,,,,,,,,1.0,,,,3.0,,,,,
橋本市議会議員選挙（2007年04月22日投票）,橋本市議会議員選挙,和歌山県,橋本市,20070422.0,2007.0,4.0,22.0,20070415.0,70.39,24.0,31.0,1.2916666666666667,55125.0,,,,任期満了,,,,,橋本市議会議員選挙（2007年04月22日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.12903225806451613,0.125,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03225806451612903,,,38228.99,4.0,55.354838709677416,8.517717349440117,34.0,50.0,57.0,61.5,70.0,55.166666666666664,8.319989316232457,34.0,50.5,56.0,60.25,70.0,3529.0,,,2760.0,,,1352.0,30587.989999999998,,,,,,38228.99,0.09231214321905967,,,0.07219651892451252,,,0.03536583100939889,0.8001255068470289,,,,,,1.0,0.046156071609529836,,,0.03609825946225626,,,0.03536583100939889,0.03077405795565496,,,,,,2.0,,,2.0,,,1.0,26.0,,,,,,2.0,,,2.0,,,1.0,19.0,,,,,
橋本市議会議員選挙（2011年04月24日投票）,橋本市議会議員選挙,和歌山県,橋本市,20110424.0,2011.0,4.0,24.0,20110417.0,63.99,22.0,24.0,1.0909090909090908,54722.0,,,-403.0,任期満了,70.39,,,,橋本市議会議員選挙（2011年04月24日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.125,0.13636363636363635,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6305891540130152,0.33444338394793927,0.034967462039045556,0.03941182212581345,0.04777762627827704,0.034967462039045556,34575.0,3.0,,,,,,,,,,,,,,,3850.0,,,2556.0,,,,28169.0,,,,,,34575.0,0.11135213304410702,,,0.07392624728850325,,,,0.8147216196673898,,,,,,1.0,0.05567606652205351,,,0.036963123644251625,,,,0.04073608098336949,,,,,,2.0,,,2.0,,,,20.0,,,,,,2.0,,,2.0,,,,18.0,,,,,
橋本市議会議員選挙（2015年04月26日投票）,橋本市議会議員選挙,和歌山県,橋本市,20150426.0,2015.0,4.0,26.0,20150419.0,60.81,20.0,24.0,1.2,,,,,任期満了,63.99,,,,橋本市議会議員選挙（2015年04月26日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.125,0.15,0.75,0.20833333333333334,0.041666666666666664,0.9,0.1,0.0,0.8532378580323786,0.11606475716064757,0.030697384806973847,0.04740210322402103,0.023212951432129515,0.030697384806973847,32120.0,4.0,55.958333333333336,11.170941345990299,28.0,46.5,59.5,64.25,73.0,55.4,11.083320801997928,28.0,46.5,57.5,63.25,73.0,3475.0,,,2689.0,,,,24098.0,,,,,1858.0,32120.0,0.10818804483188045,,,0.0837173100871731,,,,0.7502490660024906,,,,,0.05784557907845579,1.0,0.054094022415940225,,,0.04185865504358655,,,,0.03948679294749951,,,,,0.05784557907845579,2.0,,,2.0,,,,19.0,,,,,1.0,2.0,,,2.0,,,,15.0,,,,,1.0
橋本市議会議員選挙（2019年04月21日投票）,橋本市議会議員選挙,和歌山県,橋本市,20190421.0,2019.0,4.0,21.0,20190414.0,58.31,18.0,22.0,1.2222222222222223,53210.0,,,,任期満了,60.81,,,,橋本市議会議員選挙（2019年04月21日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.8333333333333334,0.16666666666666666,0.0,0.8171361348931442,0.16165610090843735,0.021207764198418404,0.04539645193850801,0.05388536696947912,0.021207764198418404,30602.0,4.0,58.40909090909091,10.60299739314352,32.0,51.5,59.5,67.0,77.0,56.27777777777778,9.982237310763306,32.0,49.5,58.5,65.0,70.0,3782.0,,,2509.0,,,,22041.0,,,,,2270.0,30602.0,0.12358669368015163,,,0.08198810535259134,,,,0.7202470426769492,,,,,0.07417815829030783,1.0,0.06179334684007581,,,0.04099405267629567,,,,0.04501544016730932,,,,,0.037089079145153914,2.0,,,2.0,,,,16.0,,,,,2.0,2.0,,,2.0,,,,13.0,,,,,1.0
海南市議会議員補欠選挙（2009年04月19日投票）,海南市議会議員補欠選挙,和歌山県,海南市,20090419.0,2009.0,4.0,19.0,20090412.0,29.19,1.0,2.0,2.0,47894.0,,,,その他,,,,,海南市議会議員補欠選挙（2009年04月19日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4743150684931507,0.5256849315068494,,0.4743150684931507,0.5256849315068494,13432.0,2.0,46.0,5.0,41.0,43.5,46.0,48.5,51.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,6371.0,,,,7061.0,,,,,,13432.0,,,,0.4743150684931507,,,,0.5256849315068494,,,,,,1.0,,,,0.4743150684931507,,,,0.5256849315068494,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,1.0,,,,,
海南市議会議員補欠選挙（2021年04月11日投票）,海南市議会議員補欠選挙,和歌山県,海南市,20210411.0,2021.0,4.0,11.0,20210404.0,31.34,2.0,3.0,1.5,42587.0,19695.0,22892.0,-5307.0,その他/市議の辞職、逝去などに伴う,29.19,,,,海南市議会議員補欠選挙（2021年04月11日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,13004.0,1.0,,,,,,,,,,,,,,,,,,,,,,13004.0,,,,,,13004.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,
海南市議会議員選挙（2006年04月23日投票）,海南市議会議員選挙,和歌山県,海南市,20060423.0,2006.0,4.0,23.0,20060416.0,73.0,24.0,33.0,1.375,49200.0,,,,任期満了,,,,,海南市議会議員選挙（2006年04月23日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.08333333333333333,0.7878787878787878,0.12121212121212122,0.09090909090909091,0.8333333333333334,0.125,0.041666666666666664,0.7908929527459213,0.13945166107808052,0.0696553861759982,0.030418959720996973,0.03486291526952013,0.023218462058666067,35489.0,4.0,59.303030303030305,10.709624242863244,33.0,56.0,60.0,66.0,79.0,57.916666666666664,11.528647892195433,33.0,53.75,58.0,64.5,79.0,4145.0,,,4435.0,,,1189.0,25720.0,,,,,,35489.0,0.11679675392375102,,,0.12496830003663106,,,0.033503339062808196,0.7247316069768097,,,,,,1.0,0.038932251307917005,,,0.031242075009157766,,,0.033503339062808196,0.028989264279072387,,,,,,3.0,,,4.0,,,1.0,25.0,,,,,,3.0,,,3.0,,,1.0,17.0,,,,,
海南市議会議員選挙（2010年04月25日投票）,海南市議会議員選挙,和歌山県,海南市,20100425.0,2010.0,4.0,25.0,20100418.0,,22.0,25.0,1.1363636363636365,47413.0,,,-1787.0,任期満了,73.0,,,,海南市議会議員選挙（2010年04月25日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.72,0.2,0.08,0.8181818181818182,0.18181818181818182,0.0,0.750742905659145,0.19824968161186038,0.05100741272899455,0.04170793920328583,0.03964993632237208,0.025503706364497274,30623.0,4.0,,,,,,,,,,,,,,,4110.0,,,4961.0,,,1321.0,20231.0,,,,,,30623.0,0.13421284655324428,,,0.16200241648434183,,,0.04313751102112791,0.660647225941286,,,,,,1.0,0.044737615517748096,,,0.04050060412108546,,,0.04313751102112791,0.038861601525958,,,,,,3.0,,,4.0,,,1.0,17.0,,,,,,3.0,,,4.0,,,1.0,14.0,,,,,
海南市議会議員選挙（2014年04月27日投票）,海南市議会議員選挙,和歌山県,海南市,20140427.0,2014.0,4.0,27.0,20140420.0,60.27,22.0,23.0,1.0454545454545454,,,,,任期満了,,,,,海南市議会議員選挙（2014年04月27日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.09090909090909091,0.8260869565217391,0.17391304347826086,0.0,0.8636363636363636,0.13636363636363635,0.0,0.860853147423371,0.139146852576629,,0.04530806039070374,0.03478671314415725,,27028.998,3.0,,,,,,,,,,,,,,,3738.0,,,4222.0,,,,19068.998,,,,,,27028.998,0.13829591463212954,,,0.15620260876855294,,,,0.7055014765993175,,,,,,1.0,0.04609863821070984,,,0.039050652192138234,,,,0.044093842287457344,,,,,,3.0,,,4.0,,,,16.0,,,,,,3.0,,,4.0,,,,15.0,,,,,
海南市議会議員選挙（2018年04月22日投票）,海南市議会議員選挙,和歌山県,海南市,20180422.0,2018.0,4.0,22.0,20180415.0,55.28,20.0,22.0,1.1,,,,,任期満了,60.27,,,,海南市議会議員選挙（2018年04月22日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.7727272727272727,0.22727272727272727,0.0,0.85,0.15,0.0,0.8588181608991448,0.14118183910085527,,0.05051871534700852,0.028236367820171054,,24131.999,4.0,60.5,10.329789226046456,40.0,54.25,59.5,67.75,78.0,61.35,9.748204962966259,45.0,54.75,59.5,69.75,78.0,3100.0,,,4020.0,1593.0,,,15418.999,,,,,,24131.999,0.12846014124233968,,,0.16658379606264695,0.06601193709646681,,,0.6389441255985465,,,,,,1.0,0.06423007062116984,,,0.04164594901566174,0.03300596854823341,,,0.04563886611418189,,,,,,2.0,,,4.0,2.0,,,14.0,,,,,,2.0,,,4.0,2.0,,,12.0,,,,,
湯浅町議会議員選挙（2007年04月22日投票）,湯浅町議会議員選挙,和歌山県,湯浅町,20070422.0,2007.0,4.0,22.0,20070417.0,76.26,14.0,15.0,1.0714285714285714,11757.0,,,,任期満了,,,,,湯浅町議会議員選挙（2007年04月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.7333333333333333,0.2,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7375910746812386,0.2122040072859745,0.050204918032786885,0.06705373406193078,0.07073466909532483,0.050204918032786885,8784.0,3.0,53.666666666666664,11.29995083568459,33.0,49.0,56.0,60.0,78.0,52.857142857142854,11.268522167380011,33.0,49.0,55.5,59.25,78.0,737.03,,,1059.0,,,,6987.97,,,,,,8784.0,0.08390596539162112,,,0.12056010928961748,,,,0.7955339253187614,,,,,,1.0,0.08390596539162112,,,0.06028005464480874,,,,0.06629449377656345,,,,,,1.0,,,2.0,,,,12.0,,,,,,1.0,,,2.0,,,,11.0,,,,,
湯浅町議会議員選挙（2011年04月24日投票）,湯浅町議会議員選挙,和歌山県,湯浅町,20110424.0,2011.0,4.0,24.0,20110419.0,76.83,10.0,15.0,1.5,11373.0,,,-384.0,任期満了,76.26,,,,湯浅町議会議員選挙（2011年04月24日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.2,0.2,0.5333333333333333,0.4666666666666667,0.0,0.6,0.4,0.0,0.6029958197863446,0.39700418021365536,,0.07537447747329308,0.056714882887665054,,8612.0,3.0,,,,,,,,,,,,,,,729.0,,,741.0,,,,7142.0,,,,,,8612.0,0.0846493265211333,,,0.0860427310729215,,,,0.8293079424059452,,,,,,1.0,0.0846493265211333,,,0.0860427310729215,,,,0.06379291864661117,,,,,,1.0,,,1.0,,,,13.0,,,,,,1.0,,,1.0,,,,8.0,,,,,
