,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_公民党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_公民党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_公民党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_公民党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
由利本荘市議会議員補欠選挙（2021年04月04日投票）,由利本荘市議会議員補欠選挙,秋田県,由利本荘市,20210404.0,2021.0,4.0,4.0,20210328.0,63.52,2.0,4.0,2.0,64605.0,30629.0,33976.0,,その他/現職議員の逝去と辞職による欠員,,,,,由利本荘市議会議員補欠選挙（2021年04月04日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,37673.0,1.0,42.75,10.59186008215743,31.0,34.0,41.0,49.75,58.0,33.0,2.0,31.0,32.0,33.0,34.0,35.0,,,,,,,,37673.0,,,,37673.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,
由利本荘市議会議員選挙（2005年10月23日投票）,由利本荘市議会議員選挙,秋田県,由利本荘市,20051023.0,2005.0,10.0,23.0,20051016.0,77.75,30.0,60.0,2.0,74139.0,,,,任期満了,,,,,由利本荘市議会議員選挙（2005年10月23日投票）,1.0,60.0,30.0,2.0,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.85,0.15,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8525501723203671,0.14744982767963277,,0.016716670045497393,0.016383314186625864,,56766.36,4.0,58.25,6.278601224264313,30.0,56.0,58.0,62.0,71.0,57.7,4.782955850378159,47.0,55.25,57.0,59.0,68.0,1756.0,,,,,2089.91,,52034.60999999999,885.84,,,56766.359999999986,0.0309338136177835,,,,,0.0368159945432471,,0.9166451750649506,0.015605016774018984,,,1.0,0.0309338136177835,,,,,0.012271998181082365,,0.016666275910271828,0.015605016774018984,,,1.0,,,,,3.0,,55.0,1.0,,,1.0,,,,,0.0,,29.0,0.0,,
由利本荘市議会議員選挙（2009年10月25日投票）,由利本荘市議会議員選挙,秋田県,由利本荘市,20091025.0,2009.0,10.0,25.0,20091018.0,73.66,30.0,39.0,1.3,72275.0,,,-1864.0,任期満了,77.75,,,,由利本荘市議会議員選挙（2009年10月25日投票）,1.0,39.0,30.0,1.3,0.0,0.0,0.0,0.05128205128205128,0.06666666666666667,0.6923076923076923,0.20512820512820512,0.10256410256410256,0.7333333333333333,0.2,0.06666666666666667,0.6658740428445789,0.24259508164550453,0.0915308755099167,0.024662001586836253,0.030324385205688066,0.022882718877479176,52689.98,4.0,59.15384615384615,6.326737975626048,34.0,57.5,60.0,62.0,76.0,59.3,4.344728606790839,44.0,57.25,60.0,62.0,67.0,2065.68,,,,,1647.05,,47632.72,1344.53,,,52689.98,0.03920441799370582,,,,,0.03125926409537449,,0.9040185629222103,0.025517754988709427,,,1.0,0.03920441799370582,,,,,0.03125926409537449,,0.025111626747839174,0.025517754988709427,,,1.0,,,,,1.0,,36.0,1.0,,,1.0,,,,,1.0,,27.0,1.0,,
由利本荘市議会議員選挙（2013年10月20日投票）,由利本荘市議会議員選挙,秋田県,由利本荘市,20131020.0,2013.0,10.0,20.0,20131013.0,無投票,26.0,26.0,1.0,,,,,任期満了,73.66,,,,由利本荘市議会議員選挙（2013年10月20日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.07692307692307693,,,,,,,0.0,4.0,62.65384615384615,5.007243274207934,48.0,61.0,64.0,65.75,75.0,62.65384615384615,5.007243274207934,48.0,61.0,64.0,65.75,75.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,23.0,1.0,,,1.0,,,,,1.0,,23.0,1.0,,
由利本荘市議会議員選挙（2017年10月22日投票）,由利本荘市議会議員選挙,秋田県,由利本荘市,20171022.0,2017.0,10.0,22.0,20171015.0,67.7,26.0,28.0,1.0769230769230769,67939.0,,,,任期満了,,,,,由利本荘市議会議員選挙（2017年10月22日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.7142857142857143,0.2857142857142857,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6714068417001702,0.3285931582998298,,0.03357034208500851,0.04107414478747873,,44875.98,0.0,64.57142857142857,6.1553030065172925,52.0,60.0,65.5,69.0,79.0,63.88461538461539,5.6454673655197,52.0,60.0,65.0,68.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男鹿市議会議員補欠選挙（2009年04月12日投票）,男鹿市議会議員補欠選挙,秋田県,男鹿市,20090412.0,2009.0,4.0,12.0,20090405.0,81.45,1.0,2.0,2.0,29098.0,,,,その他,,,,,男鹿市議会議員補欠選挙（2009年04月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4382718821574527,0.5617281178425473,,0.4382718821574527,0.5617281178425473,22267.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,22267.0,,,,22267.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
男鹿市議会議員補欠選挙（2013年04月07日投票）,男鹿市議会議員補欠選挙,秋田県,男鹿市,20130407.0,2013.0,4.0,7.0,20130331.0,40.16,1.0,2.0,2.0,27383.0,,,-1715.0,その他,81.45,,,,男鹿市議会議員補欠選挙（2013年04月07日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,10778.0,1.0,63.0,2.0,61.0,62.0,63.0,64.0,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,10778.0,,,,10778.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
男鹿市議会議員補欠選挙（2017年04月09日投票）,男鹿市議会議員補欠選挙,秋田県,男鹿市,20170409.0,2017.0,4.0,9.0,20170402.0,40.16,1.0,2.0,2.0,25865.0,,,-1518.0,退職/佐藤誠議員の市長選挙出馬による,40.16,,,,男鹿市議会議員補欠選挙（2017年04月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16437.0,0.0,50.0,13.0,37.0,43.5,50.0,56.5,63.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男鹿市議会議員選挙（2006年04月16日投票）,男鹿市議会議員選挙,秋田県,男鹿市,20060416.0,2006.0,4.0,16.0,20060409.0,82.94,24.0,34.0,1.4166666666666667,30452.0,,,,任期満了,,,,,男鹿市議会議員選挙（2006年04月16日投票）,1.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.029411764705882353,0.041666666666666664,0.8529411764705882,0.14705882352941177,0.0,0.875,0.125,0.0,0.8576112599464193,0.1423887400535807,,0.029572802067117907,0.02847774801071614,,25009.0,4.0,61.23529411764706,6.778247316098808,44.0,57.25,61.5,65.75,75.0,60.916666666666664,6.350306204340772,51.0,56.0,60.5,65.25,75.0,916.0,,,,,1713.0,,21855.0,525.0,,,25009.0,0.03662681434683514,,,,,0.06849534167699628,,0.873885401255548,0.020992442720620577,,,1.0,0.03662681434683514,,,,,0.03424767083849814,,0.029129513375184934,0.020992442720620577,,,1.0,,,,,2.0,,30.0,1.0,,,1.0,,,,,2.0,,21.0,0.0,,
男鹿市議会議員選挙（2010年04月11日投票）,男鹿市議会議員選挙,秋田県,男鹿市,20100411.0,2010.0,4.0,11.0,20100404.0,81.52,20.0,29.0,1.45,28706.0,,,-1746.0,任期満了,82.94,,,,男鹿市議会議員選挙（2010年04月11日投票）,1.0,29.0,20.0,1.45,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.20689655172413793,0.10344827586206896,0.65,0.2,0.15,0.6899552033080634,0.2014128187456926,0.10863197794624396,0.034497760165403166,0.0335688031242821,0.03621065931541465,23216.0,3.0,,,,,,,,,,,,,,,913.0,,,,,1972.0,,20331.0,,,,23216.0,0.0393263266712612,,,,,0.08494141971054445,,0.8757322536181944,,,,1.0,0.0393263266712612,,,,,0.04247070985527222,,0.03368200975454594,,,,1.0,,,,,2.0,,26.0,,,,1.0,,,,,2.0,,17.0,,,
男鹿市議会議員選挙（2014年04月13日投票）,男鹿市議会議員選挙,秋田県,男鹿市,20140413.0,2014.0,4.0,13.0,20140406.0,74.44,20.0,22.0,1.1,,,,,任期満了,81.52,,,,男鹿市議会議員選挙（2014年04月13日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.75,0.1,0.15,0.7300908915670348,0.13132779682435972,0.13858131160860557,0.04563068072293967,0.04377593227478657,0.046193770536201856,19785.994000000002,3.0,62.59090909090909,8.043399840349572,35.0,60.25,64.5,68.0,72.0,62.5,8.357631243360764,35.0,60.75,64.5,68.0,72.0,1015.0,,,,,1986.693,,16784.301,,,,19785.994,0.05129891376698083,,,,,0.10040905703296989,,0.8482920292000493,,,,1.0,0.05129891376698083,,,,,0.05020452851648494,,0.04464694890526575,,,,1.0,,,,,2.0,,19.0,,,,1.0,,,,,2.0,,17.0,,,
男鹿市議会議員選挙（2018年04月15日投票）,男鹿市議会議員選挙,秋田県,男鹿市,20180415.0,2018.0,4.0,15.0,20180408.0,68.92,18.0,20.0,1.1111111111111112,,,,,任期満了,74.44,,,,男鹿市議会議員選挙（2018年04月15日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.75,0.15,0.1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7300556586270872,0.1387987012987013,0.1311456400742115,0.04867037724180581,0.04626623376623377,0.06557282003710575,17248.0,3.0,63.0,10.94988584415381,38.0,58.5,67.0,70.25,76.0,63.833333333333336,10.678378986427564,38.0,59.5,68.0,70.75,76.0,875.0,,,,,1669.0,,14704.0,,,,17248.0,0.05073051948051948,,,,,0.09676484230055658,,0.852504638218924,,,,1.0,0.05073051948051948,,,,,0.04838242115027829,,0.050147331659936706,,,,1.0,,,,,2.0,,17.0,,,,1.0,,,,,2.0,,15.0,,,
秋田市議会議員増員選挙（2005年02月06日投票）,秋田市議会議員増員選挙,秋田県,秋田市,20050206.0,2005.0,2.0,6.0,20050130.0,,0.0,13.0,,15505.0,,,,その他,,,,,秋田市議会議員増員選挙（2005年02月06日投票）,2.0,13.0,4.0,3.25,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07692307692307693,,12015.0,2.0,55.38461538461539,6.057905979137594,44.0,52.0,57.0,57.0,67.0,56.25,5.356071321407137,48.0,54.75,57.0,58.5,63.0,,,,,,2067.0,,9948.0,,,,12015.0,,,,,,0.17203495630461924,,0.8279650436953808,,,,1.0,,,,,,0.08601747815230962,,0.07526954942685281,,,,,,,,,2.0,,11.0,,,,,,,,,0.0,,4.0,,,
秋田市議会議員補欠選挙（2021年04月04日投票）,秋田市議会議員補欠選挙,秋田県,秋田市,20210404.0,2021.0,4.0,4.0,20210328.0,52.54,1.0,2.0,2.0,259148.0,120193.0,138955.0,,辞職,,,,,秋田市議会議員補欠選挙（2021年04月04日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,118830.0,1.0,47.5,19.5,28.0,37.75,47.5,57.25,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,118830.0,,,,118830.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
秋田市議会議員選挙（2007年04月22日投票）,秋田市議会議員選挙,秋田県,秋田市,20070422.0,2007.0,4.0,22.0,20070415.0,56.76,42.0,56.0,1.3333333333333333,265704.0,,,,任期満了,,,,,秋田市議会議員選挙（2007年04月22日投票）,1.0,56.0,42.0,1.3333333333333333,0.0,0.0,0.0,0.10714285714285714,0.09523809523809523,0.5892857142857143,0.375,0.03571428571428571,0.7380952380952381,0.23809523809523808,0.023809523809523808,0.6249185523414288,0.3424320480183308,0.03264939964024032,0.018936925828528146,0.016306288000872898,0.01632469982012016,149282.99000000002,6.0,56.535714285714285,8.853902056870352,26.0,52.75,58.0,62.25,74.0,57.857142857142854,8.573412468821518,34.0,53.25,58.5,63.75,74.0,12539.44,,,,,10415.710000000001,2362.42,102857.23999999999,9133.4,,11974.78,149282.99,0.0839977816628673,,,,,0.06977157946796217,0.015825111755867163,0.6890084396085582,0.06118178635087628,,0.0802153011538689,1.0,0.020999445415716824,,,,,0.017442894866990542,0.015825111755867163,0.017225210990213954,0.020393928783625427,,0.020053825288467227,4.0,,,,,4.0,1.0,40.0,3.0,,4.0,4.0,,,,,2.0,1.0,28.0,3.0,,4.0
秋田市議会議員選挙（2011年04月24日投票）,秋田市議会議員選挙,秋田県,秋田市,20110424.0,2011.0,4.0,24.0,20110417.0,50.4,39.0,50.0,1.2820512820512822,263881.0,,,-1823.0,任期満了,56.76,,,,秋田市議会議員選挙（2011年04月24日投票）,1.0,50.0,39.0,1.2820512820512822,0.0,0.0,0.0,0.1,0.1282051282051282,0.62,0.34,0.04,0.6923076923076923,0.2564102564102564,0.05128205128205128,0.6663619535160089,0.2947185593162237,0.03891948716776744,0.021495546887613192,0.017336385842130805,0.01945974358388372,131271.0,7.0,,,,,,,,,,,,,,,12025.0,,1295.0,,,10037.0,6396.0,84861.0,7761.0,,8896.0,131271.0,0.09160439091650098,,0.00986508825254626,,,0.07646014732880835,0.048723632790182145,0.6464565669492881,0.05912196905637955,,0.06776820470629462,1.0,0.022901097729125245,,0.00986508825254626,,,0.019115036832202087,0.024361816395091072,0.019589592937857215,0.019707323018793185,,0.022589401568764874,4.0,,1.0,,,4.0,2.0,33.0,3.0,,3.0,4.0,,0.0,,,4.0,2.0,24.0,2.0,,3.0
秋田市議会議員選挙（2015年04月26日投票）,秋田市議会議員選挙,秋田県,秋田市,20150426.0,2015.0,4.0,26.0,20150419.0,47.61,39.0,47.0,1.205128205128205,,,,,任期満了,50.4,,,,秋田市議会議員選挙（2015年04月26日投票）,1.0,47.0,39.0,1.205128205128205,0.0,0.0,0.0,0.10638297872340426,0.10256410256410256,0.6595744680851063,0.3191489361702128,0.02127659574468085,0.7435897435897436,0.23076923076923078,0.02564102564102564,0.6859616794894074,0.28759195225444706,0.026446368256145544,0.02212779611256153,0.01917279681696314,0.026446368256145544,122738.97,6.0,58.08510638297872,10.260085411352923,31.0,54.5,58.0,65.0,77.0,58.56410256410256,10.411519438349123,31.0,54.5,59.0,65.5,77.0,12332.23,,,,,9932.6,6039.4,75137.55999999998,5281.23,,14015.95,122738.96999999997,0.10047526062830739,,,,,0.08092458328434728,0.049205236120198836,0.6121736234221291,0.043028143384289445,,0.11419315316072803,1.0,0.025118815157076847,,,,,0.02023114582108682,0.024602618060099418,0.020405787447404303,0.021514071692144723,,0.022838630632145605,4.0,,,,,4.0,2.0,30.0,2.0,,5.0,4.0,,,,,2.0,2.0,24.0,2.0,,5.0
秋田市議会議員選挙（2019年04月21日投票）,秋田市議会議員選挙,秋田県,秋田市,20190421.0,2019.0,4.0,21.0,20190414.0,44.92,36.0,46.0,1.2777777777777777,261209.0,,,,任期満了,47.61,,,,秋田市議会議員選挙（2019年04月21日投票）,1.0,46.0,36.0,1.2777777777777777,0.0,0.0,0.0,,,,,,,,,,,,,,,115582.0,8.0,,,,,,,,,,,,,,,11255.0,,,4484.0,367.0,10171.0,,71049.0,5185.0,3022.0,10049.0,115582.0,0.09737675416587357,,,0.038794968074613696,0.0031752348981675346,0.08799813119689917,,0.6147064421795781,0.04485992628609991,0.026145939679188802,0.08694260351957918,1.0,0.024344188541468394,,,0.019397484037306848,0.0031752348981675346,0.021999532799224793,,0.021196773868261316,0.022429963143049955,0.026145939679188802,0.028980867839859727,4.0,,,2.0,1.0,4.0,,29.0,2.0,1.0,3.0,4.0,,,1.0,0.0,4.0,,22.0,1.0,1.0,3.0
美郷町議会議員補欠選挙（2008年11月09日投票）,美郷町議会議員補欠選挙,秋田県,美郷町,20081109.0,2008.0,11.0,9.0,20081104.0,36.94,1.0,2.0,2.0,18941.0,,,,その他,,,,,美郷町議会議員補欠選挙（2008年11月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6123014137880776,0.38769858621192244,,0.6123014137880776,0.38769858621192244,6861.0,1.0,56.0,1.0,55.0,55.5,56.0,56.5,57.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,6861.0,,,,6861.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
美郷町議会議員補欠選挙（2020年11月15日投票）,美郷町議会議員補欠選挙,秋田県,美郷町,20201115.0,2020.0,11.0,15.0,20201110.0,29.13,1.0,2.0,2.0,,,,,辞職/小原正彦氏の辞職に伴う,36.94,,,,美郷町議会議員補欠選挙（2020年11月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4764.999,1.0,47.0,16.0,31.0,39.0,47.0,55.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,4764.999,,,,4764.999,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
美郷町議会議員選挙（2005年09月18日投票）,美郷町議会議員選挙,秋田県,美郷町,20050918.0,2005.0,9.0,18.0,20050913.0,86.83,22.0,31.0,1.4090909090909092,19393.0,,,,任期満了,,,,,美郷町議会議員選挙（2005年09月18日投票）,1.0,31.0,22.0,1.4090909090909092,0.0,0.0,0.0,0.03225806451612903,0.045454545454545456,0.9354838709677419,0.06451612903225806,0.0,0.9545454545454546,0.045454545454545456,0.0,0.9456219056171021,0.05437809438289782,,0.03260765191783111,0.02718904719144891,,16737.989999999998,2.0,56.03225806451613,5.044856025745382,48.0,52.5,55.0,59.0,67.0,56.68181818181818,5.5953419233921196,48.0,52.75,56.5,60.0,67.0,,,,,,1508.26,,15229.73,,,,16737.989999999998,,,,,,0.09010998333730634,,0.9098900166626938,,,,1.0,,,,,,0.030036661112435446,,0.03249607202366763,,,,,,,,,3.0,,28.0,,,,,,,,,2.0,,20.0,,,
美郷町議会議員選挙（2009年09月13日投票）,美郷町議会議員選挙,秋田県,美郷町,20090913.0,2009.0,9.0,13.0,20090908.0,81.23,18.0,20.0,1.1111111111111112,18798.0,,,-595.0,任期満了,86.83,,,,美郷町議会議員選挙（2009年09月13日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.95,0.0,0.05,0.9444444444444444,0.0,0.05555555555555555,0.9340767909066878,,0.06592320909331217,0.049161936363509885,,0.06592320909331217,15132.0,2.0,59.05,4.432550056118938,52.0,55.75,59.0,62.25,66.0,59.166666666666664,4.206476488041321,52.0,56.0,59.0,62.0,66.0,,,,,,1701.55,,13430.45,,,,15132.0,,,,,,0.1124471319058948,,0.8875528680941053,,,,1.0,,,,,,0.0562235659529474,,0.04930849267189474,,,,,,,,,2.0,,18.0,,,,,,,,,2.0,,16.0,,,
美郷町議会議員選挙（2013年09月15日投票）,美郷町議会議員選挙,秋田県,美郷町,20130915.0,2013.0,9.0,15.0,20130910.0,77.82,18.0,20.0,1.1111111111111112,,,,,任期満了,81.23,,,,美郷町議会議員選挙（2013年09月15日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.8,0.1,0.1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7533039647577092,0.12147035458944176,0.125225680652849,0.047081497797356826,0.06073517729472088,0.0626128403264245,13847.0,2.0,62.05,4.716725559114077,53.0,58.75,63.0,65.25,70.0,62.22222222222222,4.871180048173994,53.0,59.25,63.0,65.75,70.0,,,,,,1161.4,,12685.599999999999,,,,13846.999999999998,,,,,,0.08387376327002241,,0.9161262367299776,,,,1.0,,,,,,0.041936881635011206,,0.05089590204055431,,,,,,,,,2.0,,18.0,,,,,,,,,2.0,,16.0,,,
美郷町議会議員選挙（2017年09月17日投票）,美郷町議会議員選挙,秋田県,美郷町,20170917.0,2017.0,9.0,17.0,20170912.0,67.03,16.0,17.0,1.0625,,,,,任期満了,77.82,,,,美郷町議会議員選挙（2017年09月17日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7058823529411765,0.29411764705882354,0.0,0.75,0.25,0.0,0.7685846923462768,0.23141530765372312,,0.06404872436218974,0.04628306153074462,,11568.997000000001,2.0,,,,,,,,,,,,,,,,,,,,789.0,,10779.997,,,,11568.997,,,,,,0.06819951634528042,,0.9318004836547196,,,,1.0,,,,,,0.06819951634528042,,0.05823753022841997,,,,,,,,,1.0,,16.0,,,,,,,,,1.0,,15.0,,,
羽後町議会議員選挙（2008年03月23日投票）,羽後町議会議員選挙,秋田県,羽後町,20080323.0,2008.0,3.0,23.0,20080318.0,80.79,16.0,17.0,1.0625,15129.0,,,,任期満了,,,,,羽後町議会議員選挙（2008年03月23日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8136476916358689,0.1863523083641311,,0.05811769225970492,0.06211743612137704,,12113.99,2.0,60.411764705882355,4.602541798122013,54.0,58.0,60.0,61.0,72.0,60.4375,4.743004717476043,54.0,57.75,59.5,61.25,72.0,,,,,,1364.1399999999999,,10749.85,,,,12113.99,,,,,,0.11260864504593449,,0.8873913549540655,,,,1.0,,,,,,0.05630432252296724,,0.05915942366360437,,,,,,,,,2.0,,15.0,,,,,,,,,2.0,,14.0,,,
羽後町議会議員選挙（2012年03月18日投票）,羽後町議会議員選挙,秋田県,羽後町,20120318.0,2012.0,3.0,18.0,20120313.0,無投票,16.0,16.0,1.0,14482.0,,,-647.0,任期満了,80.79,,,,羽後町議会議員選挙（2012年03月18日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,2.0,62.625,5.956876278721928,46.0,61.0,63.0,64.25,76.0,62.625,5.956876278721928,46.0,61.0,63.0,64.25,76.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,14.0,,,,,,,,,2.0,,14.0,,,
羽後町議会議員選挙（2016年03月27日投票）,羽後町議会議員選挙,秋田県,羽後町,20160327.0,2016.0,3.0,27.0,20160322.0,79.79,16.0,20.0,1.25,13539.0,,,-943.0,任期満了,,,,,羽後町議会議員選挙（2016年03月27日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6875,0.3125,0.0,0.5857034967359006,0.41429650326409934,,0.04880862472799172,0.05178706290801242,,10711.99,0.0,59.35,11.037549546887663,32.0,57.0,64.5,66.25,69.0,60.125,9.873417594733851,36.0,59.25,64.5,66.25,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羽後町議会議員選挙（2020年03月22日投票）,羽後町議会議員選挙,秋田県,羽後町,20200322.0,2020.0,3.0,22.0,20200317.0,72.22,16.0,17.0,1.0625,,,,,任期満了,79.79,,,,羽後町議会議員選挙（2020年03月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.875,0.0625,0.0625,0.8755348817905646,0.053910252244567636,0.07055486596486783,0.05836899211937097,0.053910252244567636,0.07055486596486783,9155.994999999999,2.0,64.41176470588235,9.628748764412025,40.0,66.0,69.0,70.0,72.0,64.0,9.778803607803972,40.0,63.25,68.5,70.0,72.0,,,,,,826.107,,8329.888,,,,9155.995,,,,,,0.09022580287560227,,0.9097741971243978,,,,1.0,,,,,,0.04511290143780113,,0.060651613141626516,,,,,,,,,2.0,,15.0,,,,,,,,,2.0,,14.0,,,
能代市議会議員選挙（2006年04月23日投票）,能代市議会議員選挙,秋田県,能代市,20060423.0,2006.0,4.0,23.0,20060416.0,80.32,28.0,35.0,1.25,53055.0,,,,その他,,,,,能代市議会議員選挙（2006年04月23日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02857142857142857,,41940.990000000005,6.0,57.17142857142857,6.5878056796986195,40.0,54.5,56.0,62.0,70.0,57.642857142857146,6.846345666090184,40.0,54.75,56.0,63.25,70.0,2142.87,,,,,2759.69,584.39,24923.760000000002,2889.13,,8641.15,41940.99,0.05109249924715654,,,,,0.06579935285266275,0.013933624361275211,0.5942577893368756,0.06888559378307475,,0.2060311404189553,1.0,0.05109249924715654,,,,,0.032899676426331376,0.013933624361275211,0.025837295188559806,0.034442796891537376,,0.03433852340315922,1.0,,,,,2.0,1.0,23.0,2.0,,6.0,1.0,,,,,2.0,0.0,17.0,2.0,,6.0
