,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
一色町議会議員補欠選挙（2002年01月20日投票）,一色町議会議員補欠選挙,愛知県,一色町,20020120.0,2002.0,1.0,20.0,20020115.0,無投票,1.0,1.0,1.0,19290.0,,,,その他,,,,,一色町議会議員補欠選挙（2002年01月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
一色町議会議員補欠選挙（2006年01月29日投票）,一色町議会議員補欠選挙,愛知県,一色町,20060129.0,2006.0,1.0,29.0,20060124.0,80.57,1.0,2.0,2.0,19278.0,,,-12.0,その他,,,,,一色町議会議員補欠選挙（2006年01月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4812972821518633,0.5187027178481367,,0.4812972821518633,0.5187027178481367,14276.0,1.0,46.0,1.0,45.0,45.5,46.0,46.5,47.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,14276.0,,,,,,,,,,,14276.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
一色町議会議員補欠選挙（2010年01月31日投票）,一色町議会議員補欠選挙,愛知県,一色町,20100131.0,2010.0,1.0,31.0,20100126.0,48.85,2.0,3.0,1.5,19308.0,,,30.0,その他,80.57,,,,一色町議会議員補欠選挙（2010年01月31日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.734884732492388,0.265115267507612,,0.367442366246194,0.265115267507612,9196.0,1.0,60.666666666666664,6.847546194724712,51.0,58.0,65.0,65.5,66.0,58.5,7.5,51.0,54.75,58.5,62.25,66.0,,,,,,,,,,,,,,,,,,,,,,,9196.0,,,,,,,,,,,9196.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
一色町議会議員選挙（2007年04月22日投票）,一色町議会議員選挙,愛知県,一色町,20070422.0,2007.0,4.0,22.0,20070417.0,74.42,14.0,16.0,1.1428571428571428,19231.0,,,,任期満了,,,,,一色町議会議員選挙（2007年04月22日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.5625,0.375,0.0625,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.5233094850180634,0.3822653538287172,0.09442516115321953,0.05814549833534038,0.0637108923047862,0.09442516115321953,14117.0,3.0,54.75,9.877373132569206,32.0,50.5,57.0,62.25,68.0,55.357142857142854,8.86088630569476,32.0,51.25,57.0,61.25,68.0,,,,1098.0,,,,,,,,,,1513.0,,,,,,,,,11506.0,,,,,,,,,,,14117.0,,,,0.07777856485088899,,,,,,,,,,0.1071757455550046,,,,,,,,,0.8150456895941064,,,,,,,,,,,1.0,,,,0.07777856485088899,,,,,,,,,,0.0535878727775023,,,,,,,,,0.06269582227646972,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,13.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,
刈谷市議会議員選挙（1999年07月04日投票）,刈谷市議会議員選挙,愛知県,刈谷市,19990704.0,1999.0,7.0,4.0,19990627.0,69.38,30.0,38.0,1.2666666666666666,97640.0,,,,任期満了,,,,,刈谷市議会議員選挙（1999年07月04日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.07894736842105263,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02631578947368421,,,66807.0,3.0,52.63157894736842,7.5826014582955805,36.0,48.0,51.5,57.5,70.0,53.03333333333333,7.25480683562438,39.0,48.0,51.5,57.5,70.0,,,,5264.0,,,,,,,,,,4677.0,,,,,,,,,56866.0,,,,,,,,,,,66807.0,,,,0.07879413833879684,,,,,,,,,,0.07000763393057614,,,,,,,,,0.851198227730627,,,,,,,,,,,1.0,,,,0.026264712779598947,,,,,,,,,,0.023335877976858713,,,,,,,,,0.026599944616582095,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,32.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,24.0,,,,,,,,,,
刈谷市議会議員選挙（2003年07月06日投票）,刈谷市議会議員選挙,愛知県,刈谷市,20030706.0,2003.0,7.0,6.0,20030629.0,64.72,30.0,34.0,1.1333333333333333,102321.0,,,4681.0,任期満了,69.38,,,,刈谷市議会議員選挙（2003年07月06日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.11764705882352941,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.029411764705882353,,,65042.0,3.0,54.73529411764706,7.013888841306276,41.0,51.25,53.0,60.0,72.0,55.36666666666667,6.745286420078016,42.0,52.0,54.0,60.0,72.0,,,,5768.0,,,,,,,,,,4807.0,,,,,,,,,54467.0,,,,,,,,,,,65042.0,,,,0.08868115986593278,,,,,,,,,,0.07390609144860244,,,,,,,,,0.8374127486854648,,,,,,,,,,,1.0,,,,0.029560386621977592,,,,,,,,,,0.024635363816200812,,,,,,,,,0.02990759816733803,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,28.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,24.0,,,,,,,,,,
刈谷市議会議員選挙（2007年07月01日投票）,刈谷市議会議員選挙,愛知県,刈谷市,20070701.0,2007.0,7.0,1.0,20070624.0,65.71,30.0,35.0,1.1666666666666667,106536.0,,,4215.0,任期満了,64.72,,,,刈谷市議会議員選挙（2007年07月01日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.08571428571428572,0.1,0.7142857142857143,0.2571428571428571,0.02857142857142857,0.8333333333333334,0.13333333333333333,0.03333333333333333,0.7622196703583812,0.2080225700044397,0.029757759637178985,0.03048878681433525,0.02311361888938219,0.029757759637178985,68855.99,3.0,56.08571428571429,8.884565842182814,28.0,52.5,56.0,62.5,69.0,57.43333333333333,6.883232444781222,42.0,53.5,56.0,62.75,69.0,,,,6257.65,,,,,,,,,,5297.25,,,,,,,,,57301.090000000004,,,,,,,,,,,68855.99,,,,0.09088025602420355,,,,,,,,,,0.07693230465497627,,,,,,,,,0.8321874393208202,,,,,,,,,,,1.0,,,,0.030293418674734517,,,,,,,,,,0.02564410155165876,,,,,,,,,0.02869611859726966,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,29.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,25.0,,,,,,,,,,
刈谷市議会議員選挙（2011年07月03日投票）,刈谷市議会議員選挙,愛知県,刈谷市,20110703.0,2011.0,7.0,3.0,20110626.0,60.64,28.0,34.0,1.2142857142857142,110644.0,,,4108.0,任期満了,65.71,,,,刈谷市議会議員選挙（2011年07月03日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.5294117647058824,0.47058823529411764,0.0,0.6071428571428571,0.39285714285714285,0.0,0.5905850513896491,0.40941494861035094,,0.03281028063275829,0.025588434288146934,,65772.0,6.0,55.14705882352941,7.757851252464391,38.0,49.25,56.0,60.0,69.0,56.25,6.900439944566682,40.0,50.75,56.5,60.25,69.0,,,,5948.97,,,,,,,,,1482.0,5073.41,280.0,,,,,,,,50760.619999999995,,,,,,,,,,2227.0,65772.0,,,,0.09044836708629812,,,,,,,,,0.022532384601350118,0.07713631940643435,0.004257130693912303,,,,,,,,0.7717664051572097,,,,,,,,,,0.03385939305479535,1.0,,,,0.030149455695432707,,,,,,,,,0.022532384601350118,0.02571210646881145,0.004257130693912303,,,,,,,,0.032156933548217075,,,,,,,,,,0.016929696527397675,,,,3.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,24.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,,0.0,3.0,0.0,,,,,,,,21.0,,,,,,,,,,1.0
刈谷市議会議員選挙（2015年07月05日投票）,刈谷市議会議員選挙,愛知県,刈谷市,20150705.0,2015.0,7.0,5.0,20150628.0,56.88,28.0,31.0,1.1071428571428572,,,,,任期満了,60.64,,,,刈谷市議会議員選挙（2015年07月05日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.0967741935483871,0.10714285714285714,0.7419354838709677,0.22580645161290322,0.03225806451612903,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7623669876378528,0.20957690581593744,0.028056106546209724,0.03314639076686317,0.029939557973705348,0.028056106546209724,63526.990000000005,3.0,58.096774193548384,7.432946876683036,42.0,52.5,59.0,63.5,71.0,58.142857142857146,7.434063903575821,42.0,52.75,59.5,63.25,71.0,,,,5877.6,,,,,,,,,,5752.48,,,,,,,,,51896.91,,,,,,,,,,,63526.99,,,,0.09252130472418102,,,,,,,,,,0.09055174816247392,,,,,,,,,0.8169269471133451,,,,,,,,,,,1.0,,,,0.03084043490806034,,,,,,,,,,0.030183916054157975,,,,,,,,,0.032677077884533806,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,25.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,22.0,,,,,,,,,,
刈谷市議会議員選挙（2019年06月30日投票）,刈谷市議会議員選挙,愛知県,刈谷市,20190630.0,2019.0,6.0,30.0,20190623.0,50.85,28.0,30.0,1.0714285714285714,,,,,任期満了,56.88,,,,刈谷市議会議員選挙（2019年06月30日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,,,,,,,,,,,,,59593.997,3.0,57.2,9.162968951164247,35.0,52.25,57.0,64.0,75.0,57.285714285714285,9.23447400798127,35.0,52.75,57.0,64.0,75.0,,,,5717.0,,,,,,,,,,4166.0,,,,,,,,,49710.996999999996,,,,,,,,,,,59593.996999999996,,,,0.0959324812531034,,,,,,,,,,0.0699063699318574,,,,,,,,,0.8341611488150392,,,,,,,,,,,1.0,,,,0.031977493751034466,,,,,,,,,,0.023302123310619136,,,,,,,,,0.03475671453395997,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,24.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,,,,,,,,
北名古屋市議会議員選挙（2010年04月18日投票）,北名古屋市議会議員選挙,愛知県,北名古屋市,20100418.0,2010.0,4.0,18.0,20100411.0,55.97,24.0,29.0,1.2083333333333333,63131.0,,,62898.0,任期満了,60.62,,,,北名古屋市議会議員選挙（2010年04月18日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.20689655172413793,0.20833333333333334,0.5862068965517241,0.41379310344827586,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6452153952763181,0.35478460472368195,,0.037953846780959886,0.029565383726973496,,34634.0,4.0,,,,,,,,,,,,,,,,,,4638.0,,,,,,,,,,2386.3900000000003,,,,3362.0,,,,,24247.61,,,,,,,,,,,34634.0,,,,0.133914650343593,,,,,,,,,,0.06890310099901832,,,,0.09707224115031472,,,,,0.700110007507074,,,,,,,,,,,1.0,,,,0.04463821678119767,,,,,,,,,,0.03445155049950916,,,,0.04853612057515736,,,,,0.031823182159412454,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,2.0,,,,,22.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,2.0,,,,,17.0,,,,,,,,,,
北名古屋市議会議員選挙（2014年04月20日投票）,北名古屋市議会議員選挙,愛知県,北名古屋市,20140420.0,2014.0,4.0,20.0,20140413.0,47.81,21.0,28.0,1.3333333333333333,,,,,任期満了,55.97,,,,北名古屋市議会議員選挙（2014年04月20日投票）,1.0,28.0,21.0,1.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.7619047619047619,0.23809523809523808,0.0,0.7027578559567416,0.2719059837022582,0.02533616034100021,0.03698725557667061,0.03398824796278228,0.02533616034100021,30193.999,5.0,,,,,,,,,,,,,,,,,,4312.0,,,,,,,,,,2591.929,,1037.0,,2298.0,,,,,19955.07,,,,,,,,,,,30193.999,,,,0.14280983449724563,,,,,,,,,,0.08584252122416776,,0.03434457290668917,,0.07610783851453397,,,,,0.6608952328573635,,,,,,,,,,,1.0,,,,0.047603278165748546,,,,,,,,,,0.04292126061208388,,0.03434457290668917,,0.038053919257266984,,,,,0.033044761642868174,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,1.0,,2.0,,,,,20.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,1.0,,2.0,,,,,13.0,,,,,,,,,,
北名古屋市議会議員選挙（2018年04月15日投票）,北名古屋市議会議員選挙,愛知県,北名古屋市,20180415.0,2018.0,4.0,15.0,20180408.0,46.12,21.0,25.0,1.1904761904761905,,,,,任期満了,47.81,,,,北名古屋市議会議員選挙（2018年04月15日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.32,0.3333333333333333,0.6,0.32,0.08,0.7142857142857143,0.2857142857142857,0.0,0.7360128320234811,0.21445886446733703,0.04952830350918185,0.04906752213489874,0.02680735805841713,0.024764151754590926,30527.999,4.0,57.0,11.210709165793215,33.0,46.0,59.0,67.0,71.0,56.76190476190476,12.118088651365706,33.0,45.0,61.0,68.0,71.0,,,,4677.0,,,,,,,,,,2732.814,,,,,,,,,20487.184999999998,,,,2631.0,,,,,,,30527.998999999996,,,,0.1532036213706637,,,,,,,,,,0.08951828123422044,,,,,,,,,0.6710949184714007,,,,0.08618317892371526,,,,,,,1.0,,,,0.051067873790221235,,,,,,,,,,0.04475914061711022,,,,,,,,,0.035320785182705296,,,,0.08618317892371526,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,19.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,15.0,,,,1.0,,,,,,
半田市議会議員補欠選挙（2021年06月06日投票）,半田市議会議員補欠選挙,愛知県,半田市,20210606.0,2021.0,6.0,6.0,20210530.0,45.19,2.0,4.0,2.0,95379.0,47783.0,47596.0,,死亡/現職議員の逝去に伴う,,,,,半田市議会議員補欠選挙（2021年06月06日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.84642752704942,0.15357247295058,,0.28214250901647336,0.15357247295058,41036.0,3.0,48.0,16.140012391568973,28.0,40.0,45.5,53.5,73.0,45.5,1.5,44.0,44.75,45.5,46.25,47.0,,,,,,,,,,,,,,6302.0,,,,,,,,,20943.0,,,,,,,,,13791.0,,41036.0,,,,,,,,,,,,,,0.15357247295058,,,,,,,,,0.5103567599181207,,,,,,,,,0.33607076713129935,,1.0,,,,,,,,,,,,,,0.15357247295058,,,,,,,,,0.25517837995906034,,,,,,,,,0.33607076713129935,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,
半田市議会議員選挙（1999年04月25日投票）,半田市議会議員選挙,愛知県,半田市,19990425.0,1999.0,4.0,25.0,19990418.0,66.43,28.0,31.0,1.1071428571428572,83202.0,,,,任期満了,,,,,半田市議会議員選挙（1999年04月25日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.16129032258064516,0.17857142857142858,0.6774193548387096,0.2903225806451613,0.03225806451612903,0.75,0.25,0.0,0.7451366230896704,0.2421784201804456,0.012684956729883998,0.035482696337603356,0.026908713353382845,0.012684956729883998,54310.00000000001,3.0,54.41935483870968,7.8155106061843345,37.0,48.0,55.0,60.0,69.0,53.535714285714285,7.613344219466347,37.0,46.75,54.0,58.25,69.0,,,,5885.0,,,,,,,,,,4796.0,,,,,,,,,43629.00000000001,,,,,,,,,,,54310.00000000001,,,,0.10835941815503589,,,,,,,,,,0.0883078622721414,,,,,,,,,0.8033327195728227,,,,,,,,,,,1.0,,,,0.03611980605167863,,,,,,,,,,0.029435954090713798,,,,,,,,,0.03213330878291291,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,25.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,22.0,,,,,,,,,,
半田市議会議員選挙（2003年04月27日投票）,半田市議会議員選挙,愛知県,半田市,20030427.0,2003.0,4.0,27.0,20030420.0,55.93,25.0,35.0,1.4,86020.0,,,2818.0,任期満了,66.43,,,,半田市議会議員選挙（2003年04月27日投票）,1.0,35.0,25.0,1.4,0.0,0.0,0.0,0.14285714285714285,0.12,0.6285714285714286,0.37142857142857144,0.0,0.8,0.2,0.0,0.7114951954414517,0.2885048045585483,,0.03234069070188417,0.022192677273734487,,47559.0,3.0,54.2,7.941932114686308,30.0,49.5,54.0,60.0,67.0,53.8,8.404760555780278,30.0,50.0,54.0,60.0,67.0,,,,5431.0,,,,,,,,,,3561.0,,,,,,,,,38567.0,,,,,,,,,,,47559.0,,,,0.11419499989486742,,,,,,,,,,0.07487541790197438,,,,,,,,,0.8109295822031581,,,,,,,,,,,1.0,,,,0.038064999964955805,,,,,,,,,,0.024958472633991462,,,,,,,,,0.027963089041488212,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,29.0,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,19.0,,,,,,,,,,
半田市議会議員選挙（2007年04月22日投票）,半田市議会議員選挙,愛知県,半田市,20070422.0,2007.0,4.0,22.0,20070415.0,56.99,25.0,34.0,1.36,90069.0,,,4049.0,任期満了,55.93,,,,半田市議会議員選挙（2007年04月22日投票）,1.0,34.0,25.0,1.36,0.0,0.0,0.0,0.058823529411764705,0.04,0.47058823529411764,0.5294117647058824,0.0,0.52,0.48,0.0,0.44850662045755624,0.5514933795424437,,0.028031663778597265,0.030638521085691317,,50673.98999999999,4.0,52.205882352941174,9.523282342469662,32.0,46.25,54.0,57.75,74.0,49.96,9.305826132052973,32.0,43.0,53.0,57.0,63.0,,,,5268.030000000001,,,,,,,,,,4318.05,,,,2821.0,,,,,38266.91,,,,,,,,,,,50673.990000000005,,,,0.10395925010049535,,,,,,,,,,0.0852123545037602,,,,0.05566958512641297,,,,,0.7551588102693314,,,,,,,,,,,1.0,,,,0.051979625050247676,,,,,,,,,,0.02840411816792007,,,,0.027834792563206485,,,,,0.027968844824790052,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,2.0,,,,,27.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,1.0,,,,,19.0,,,,,,,,,,
半田市議会議員選挙（2011年04月24日投票）,半田市議会議員選挙,愛知県,半田市,20110424.0,2011.0,4.0,24.0,20110417.0,50.87,22.0,28.0,1.2727272727272727,91787.0,,,1718.0,任期満了,56.99,,,,半田市議会議員選挙（2011年04月24日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.10714285714285714,0.045454545454545456,0.7142857142857143,0.25,0.03571428571428571,0.7727272727272727,0.22727272727272727,0.0,0.7659932637983485,0.21145132551064755,0.022555410691003912,0.03829966318991743,0.030207332215806793,0.022555410691003912,46020.0,4.0,50.25,9.046013328691105,35.0,44.25,49.0,58.0,67.0,49.22727272727273,8.43117493258215,35.0,42.75,48.0,57.75,62.0,,,,6008.87,,,,,,,,,,3205.0,,,,2211.0,,,,,34595.130000000005,,,,,,,,,,,46020.0,,,,0.130570838765754,,,,,,,,,,0.06964363320295523,,,,0.04804432855280313,,,,,0.7517411994784877,,,,,,,,,,,1.0,,,,0.043523612921918,,,,,,,,,,0.034821816601477616,,,,0.04804432855280313,,,,,0.03417005452174944,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,22.0,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,16.0,,,,,,,,,,
半田市議会議員選挙（2015年04月26日投票）,半田市議会議員選挙,愛知県,半田市,20150426.0,2015.0,4.0,26.0,20150419.0,46.99,22.0,25.0,1.1363636363636365,,,,,任期満了,50.87,,,,半田市議会議員選挙（2015年04月26日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.13636363636363635,0.8,0.16,0.04,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.8490727479199981,0.11284989223388722,0.03807735984611463,0.0424536373959999,0.028212473058471806,0.03807735984611463,43149.0,4.0,53.0,8.73155198117723,39.0,46.0,52.0,61.0,68.0,52.27272727272727,7.851935593341523,39.0,46.75,51.5,58.0,67.0,,,,6193.41,,,,,,,,,,3283.3599999999997,,,,,,,,,31694.23,,,,,1978.0,,,,,,43149.0,,,,0.14353542376416603,,,,,,,,,,0.07609353635078449,,,,,,,,,0.7345298848177246,,,,,0.04584115506732485,,,,,,1.0,,,,0.04784514125472201,,,,,,,,,,0.038046768175392244,,,,,,,,,0.03865946762198551,,,,,0.04584115506732485,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,19.0,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,16.0,,,,,1.0,,,,,
