,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから自国民を守る党,得票数_あたらしい党,得票数_たちあがれ日本,得票数_たんぽぽ党,得票数_公明党,得票数_国民民主党,得票数_市民の党「自由と責任」,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_権力者から住民を守る党,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから自国民を守る党,得票率_あたらしい党,得票率_たちあがれ日本,得票率_たんぽぽ党,得票率_公明党,得票率_国民民主党,得票率_市民の党「自由と責任」,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_権力者から住民を守る党,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_あたらしい党,一人あたり得票率_たちあがれ日本,一人あたり得票率_たんぽぽ党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_市民の党「自由と責任」,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_権力者から住民を守る党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから自国民を守る党,立候補者数_あたらしい党,立候補者数_たちあがれ日本,立候補者数_たんぽぽ党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_市民の党「自由と責任」,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_権力者から住民を守る党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから自国民を守る党,当選者数_あたらしい党,当選者数_たちあがれ日本,当選者数_たんぽぽ党,当選者数_公明党,当選者数_国民民主党,当選者数_市民の党「自由と責任」,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_権力者から住民を守る党,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
津山市議会議員選挙（2015年04月26日投票）,津山市議会議員選挙,岡山県,津山市,20150426.0,2015.0,4.0,26.0,20150419.0,58.7,28.0,32.0,1.1428571428571428,82885.0,,,-1823.0,任期満了,,,,,津山市議会議員選挙（2015年04月26日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.10714285714285714,0.71875,0.25,0.03125,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7484667526094732,0.22643656173327234,0.025096685657254543,0.032542032722151004,0.028304570216659043,0.025096685657254543,48094.0,5.0,58.90625,8.665157871470086,36.0,55.5,60.5,64.0,75.0,60.25,6.2371296053782395,43.0,57.0,61.5,64.0,70.0,,,,,5286.0,,,,2141.0,,,1367.82,2385.0,,,36914.18,,,,48094.0,,,,,0.1099097600532291,,,,0.044516987566016554,,,0.028440553915249304,0.04959038549507215,,,0.767542312970433,,,,1.0,,,,,0.0366365866844097,,,,0.022258493783008277,,,0.028440553915249304,0.04959038549507215,,,0.030701692518817318,,,,,,,,3.0,,,,2.0,,,1.0,1.0,,,25.0,,,,,,,,3.0,,,,2.0,,,1.0,1.0,,,21.0,,,
津山市議会議員選挙（2019年04月21日投票）,津山市議会議員選挙,岡山県,津山市,20190421.0,2019.0,4.0,21.0,20190414.0,53.71,28.0,32.0,1.1428571428571428,82745.0,,,-140.0,任期満了,58.7,,,,津山市議会議員選挙（2019年04月21日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.71875,0.28125,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7650575654758769,0.2349424345241232,,0.033263372411994646,0.0261047149471248,,43950.996,6.0,61.34375,7.622374035528564,40.0,58.0,63.0,67.0,72.0,61.392857142857146,6.826101615512776,40.0,58.75,63.0,67.0,72.0,,1273.0,,,5034.0,,,,1939.0,,81.0,,,,,33580.996,,2043.0,,43950.996,,0.028964076263482175,,,0.11453665350382504,,,,0.044117316476741504,,0.0018429616475585673,,,,,0.7640554038866377,,0.046483588221754975,,1.0,,0.028964076263482175,,,0.03817888450127501,,,,0.022058658238370752,,0.0018429616475585673,,,,,0.03183564182860991,,0.046483588221754975,,,1.0,,,3.0,,,,2.0,,1.0,,,,,24.0,,1.0,,,1.0,,,3.0,,,,2.0,,0.0,,,,,21.0,,1.0,
浅口市議会議員選挙（2006年04月23日投票）,浅口市議会議員選挙,岡山県,浅口市,20060423.0,2006.0,4.0,23.0,20060416.0,79.55,24.0,32.0,1.3333333333333333,31449.0,,,,その他,,,,,浅口市議会議員選挙（2006年04月23日投票）,1.0,32.0,24.0,1.3333333333333333,0.0,0.0,0.0,0.0625,0.041666666666666664,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03125,,24669.0,3.0,62.75,9.575359001102779,43.0,56.5,61.5,69.25,90.0,62.208333333333336,7.522073997390761,50.0,58.0,61.5,68.25,75.0,,,,,1337.0,,,,1456.0,,,,,,,21876.0,,,,24669.0,,,,,0.05419757590498196,,,,0.05902144391746727,,,,,,,0.8867809801775508,,,,1.0,,,,,0.05419757590498196,,,,0.029510721958733634,,,,,,,0.03057865448888106,,,,,,,,1.0,,,,2.0,,,,,,,29.0,,,,,,,,1.0,,,,2.0,,,,,,,21.0,,,
浅口市議会議員選挙（2010年04月11日投票）,浅口市議会議員選挙,岡山県,浅口市,20100411.0,2010.0,4.0,11.0,20100404.0,77.11,20.0,22.0,1.1,30793.0,,,-656.0,任期満了,79.55,,,,浅口市議会議員選挙（2010年04月11日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.045454545454545456,,,23410.0,3.0,,,,,,,,,,,,,,,,,,,1308.0,,,,1797.0,,,,,,,20305.0,,,,23410.0,,,,,0.05587355830841521,,,,0.07676206749252457,,,,,,,0.8673643741990602,,,,1.0,,,,,0.05587355830841521,,,,0.03838103374626228,,,,,,,0.045650756536792646,,,,,,,,1.0,,,,2.0,,,,,,,19.0,,,,,,,,1.0,,,,2.0,,,,,,,17.0,,,
浅口市議会議員選挙（2014年04月13日投票）,浅口市議会議員選挙,岡山県,浅口市,20140413.0,2014.0,4.0,13.0,20140406.0,63.96,18.0,21.0,1.1666666666666667,,,,,任期満了,77.11,,,,浅口市議会議員選挙（2014年04月13日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.0,0.8095238095238095,0.09523809523809523,0.09523809523809523,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8503639045180456,0.08974902994271206,0.059887065539242355,0.050021406148120326,0.04487451497135603,0.029943532769621178,18885.998000000003,4.0,62.80952380952381,10.238205979467523,32.0,58.0,66.0,69.0,76.0,63.55555555555556,10.817795124609484,32.0,59.0,67.5,69.75,76.0,,,,,1394.0,,,,1101.0,362.0,,,,,,16028.998,,,,18885.998,,,,,0.07381129660185287,,,,0.0582971575026112,0.01916763943319278,,,,,,0.8487239064623432,,,,1.0,,,,,0.07381129660185287,,,,0.0582971575026112,0.01916763943319278,,,,,,0.047151328136796844,,,,,,,,1.0,,,,1.0,1.0,,,,,,18.0,,,,,,,,1.0,,,,1.0,0.0,,,,,,16.0,,,
浅口市議会議員選挙（2018年04月15日投票）,浅口市議会議員選挙,岡山県,浅口市,20180415.0,2018.0,4.0,15.0,20180408.0,63.38,16.0,17.0,1.0625,,,,,任期満了,63.96,,,,浅口市議会議員選挙（2018年04月15日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,,,,,,,,,,,,,18391.999,3.0,63.294117647058826,12.072159053850033,39.0,56.0,66.0,73.0,80.0,63.375,12.439227266996934,39.0,54.25,66.5,73.25,80.0,,,,,1683.0,,,,1178.0,,,,,,,15530.999,,,,18391.999,,,,,0.09150718200887245,,,,0.06404959025932962,,,,,,,0.8444432277317979,,,,1.0,,,,,0.09150718200887245,,,,0.06404959025932962,,,,,,,0.056296215182119864,,,,,,,,1.0,,,,1.0,,,,,,,15.0,,,,,,,,1.0,,,,1.0,,,,,,,14.0,,,
瀬戸内市議会議員選挙（2005年05月22日投票）,瀬戸内市議会議員選挙,岡山県,瀬戸内市,20050522.0,2005.0,5.0,22.0,20050515.0,76.45,24.0,34.0,1.4166666666666667,32372.0,,,,その他,,,,,瀬戸内市議会議員選挙（2005年05月22日投票）,1.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.08823529411764706,0.125,0.8235294117647058,0.17647058823529413,0.0,0.8333333333333334,0.16666666666666666,0.0,0.813840372518585,0.18615962748141493,,0.029065727589949464,0.03102660458023582,,24482.0,3.0,56.529411764705884,9.92689541574584,29.0,52.25,57.5,61.75,75.0,55.0,10.747092630102339,29.0,49.75,57.0,61.0,73.0,,,,,1849.0,,,,1871.4099999999999,,,,,,,20761.59,,,,24482.0,,,,,0.07552487541867495,,,,0.0764402418103096,,,,,,,0.8480348827710155,,,,1.0,,,,,0.037762437709337474,,,,0.0382201209051548,,,,,,,0.028267829425700514,,,,,,,,2.0,,,,2.0,,,,,,,30.0,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,
瀬戸内市議会議員選挙（2009年05月17日投票）,瀬戸内市議会議員選挙,岡山県,瀬戸内市,20090517.0,2009.0,5.0,17.0,20090510.0,70.63,22.0,25.0,1.1363636363636365,31936.0,,,-436.0,任期満了,76.45,,,,瀬戸内市議会議員選挙（2009年05月17日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.76,0.16,0.08,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7675816289917474,0.17478471474703983,0.05763365626121277,0.04039903310482881,0.04369617868675996,0.028816828130606386,22296.0,3.0,57.0,11.408768557561329,33.0,50.0,60.0,64.0,77.0,55.81818181818182,11.44407891220435,33.0,49.25,59.5,63.25,77.0,,,,,2193.0,,,,2323.0,,,,,,,17780.0,,,,22296.0,,,,,0.09835844994617869,,,,0.10418909221385002,,,,,,,0.7974524578399713,,,,1.0,,,,,0.049179224973089346,,,,0.05209454610692501,,,,,,,0.03797392656380816,,,,,,,,2.0,,,,2.0,,,,,,,21.0,,,,,,,,2.0,,,,2.0,,,,,,,18.0,,,
瀬戸内市議会議員選挙（2013年06月02日投票）,瀬戸内市議会議員選挙,岡山県,瀬戸内市,20130602.0,2013.0,6.0,2.0,20130526.0,62.99,20.0,23.0,1.15,,,,,任期満了,70.63,,,,瀬戸内市議会議員選挙（2013年06月02日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.043478260869565216,,,19682.0,3.0,55.21739130434783,9.811069709612756,33.0,51.0,58.0,62.5,70.0,54.3,10.183810681665287,33.0,48.75,55.5,62.25,70.0,,,,,2280.0,,,,1871.0,,,,,,,15531.0,,,,19682.0,,,,,0.11584188598719643,,,,0.09506147749212479,,,,,,,0.7890966365206787,,,,1.0,,,,,0.057920942993598214,,,,0.047530738746062395,,,,,,,0.041531401922140984,,,,,,,,2.0,,,,2.0,,,,,,,19.0,,,,,,,,2.0,,,,2.0,,,,,,,16.0,,,
瀬戸内市議会議員選挙（2017年06月04日投票）,瀬戸内市議会議員選挙,岡山県,瀬戸内市,20170604.0,2017.0,6.0,4.0,20170528.0,54.88,18.0,19.0,1.0555555555555556,31644.0,,,,任期満了,62.99,,,,瀬戸内市議会議員選挙（2017年06月04日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.21052631578947367,0.2222222222222222,0.9473684210526315,0.05263157894736842,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9417299824663939,0.058270017533606076,,0.05231833235924411,0.058270017533606076,,17110.0,0.0,57.8421052631579,10.235455189501252,37.0,51.5,58.0,65.5,74.0,57.5,10.409664313084795,37.0,50.25,57.5,66.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瀬戸内市議会議員選挙（2021年06月06日投票）,瀬戸内市議会議員選挙,岡山県,瀬戸内市,20210606.0,2021.0,6.0,6.0,20210530.0,57.92,18.0,20.0,1.1111111111111112,30914.0,14668.0,16246.0,-730.0,任期満了,54.88,,,,瀬戸内市議会議員選挙（2021年06月06日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.65,0.35,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6642613636363637,0.3357386363636364,,0.051097027972027975,0.04796266233766234,,17600.0,3.0,57.7,12.724386036269097,34.0,47.75,59.5,68.25,78.0,58.22222222222222,11.70733652010831,35.0,48.75,59.5,67.5,78.0,,,,,2136.0,,,,2024.0,,,,,,,13440.0,,,,17600.0,,,,,0.12136363636363637,,,,0.115,,,,,,,0.7636363636363637,,,,1.0,,,,,0.060681818181818184,,,,0.0575,,,,,,,0.04772727272727273,,,,,,,,2.0,,,,2.0,,,,,,,16.0,,,,,,,,2.0,,,,2.0,,,,,,,14.0,,,
玉野市議会議員補欠選挙（2009年10月18日投票）,玉野市議会議員補欠選挙,岡山県,玉野市,20091018.0,2009.0,10.0,18.0,20091011.0,20.75,1.0,2.0,2.0,55478.0,,,,その他,,,,,玉野市議会議員補欠選挙（2009年10月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10996.0,1.0,59.5,1.5,58.0,58.75,59.5,60.25,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,10996.0,,,,10996.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
玉野市議会議員選挙（2003年04月27日投票）,玉野市議会議員選挙,岡山県,玉野市,20030427.0,2003.0,4.0,27.0,20030420.0,72.9,25.0,28.0,1.12,56945.0,,,,任期満了,,,,,玉野市議会議員選挙（2003年04月27日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.14285714285714285,0.12,0.75,0.17857142857142858,0.07142857142857142,0.8,0.12,0.08,0.7674482792073924,0.15595061967936746,0.07660110111324005,0.036545156152732974,0.031190123935873493,0.038300550556620024,41231.0,3.0,56.0,9.81616742202082,31.0,53.25,56.0,61.25,73.0,56.04,9.132272444468574,31.0,54.0,56.0,61.0,73.0,,,,,6913.64,,,,4309.34,,,,,,,30008.02,,,,41231.0,,,,,0.16768062865319786,,,,0.10451698964371468,,,,,,,0.7278023817030875,,,,1.0,,,,,0.041920157163299464,,,,0.03483899654790489,,,,,,,0.0346572562715756,,,,,,,,4.0,,,,3.0,,,,,,,21.0,,,,,,,,4.0,,,,2.0,,,,,,,19.0,,,
玉野市議会議員選挙（2007年04月22日投票）,玉野市議会議員選挙,岡山県,玉野市,20070422.0,2007.0,4.0,22.0,20070415.0,71.49,22.0,26.0,1.181818181818182,55784.0,,,-1161.0,任期満了,72.9,,,,玉野市議会議員選挙（2007年04月22日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.19230769230769232,0.18181818181818182,0.7692307692307693,0.23076923076923078,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7736431780324061,0.22635682196759374,,0.03868215890162031,0.03772613699459896,,39622.0,3.0,57.61538461538461,8.624994640252172,35.0,52.0,59.0,63.0,72.0,57.36363636363637,8.736264307447822,35.0,52.0,59.0,63.0,72.0,,,,,6139.99,,,,3484.0,,,,,,,29998.010000000002,,,,39622.0,,,,,0.15496416132451668,,,,0.08793094745343497,,,,,,,0.7571048912220484,,,,1.0,,,,,0.05165472044150556,,,,0.04396547372671748,,,,,,,0.03605261386771659,,,,,,,,3.0,,,,2.0,,,,,,,21.0,,,,,,,,3.0,,,,2.0,,,,,,,17.0,,,
玉野市議会議員選挙（2011年04月24日投票）,玉野市議会議員選挙,岡山県,玉野市,20110424.0,2011.0,4.0,24.0,20110417.0,63.78,21.0,24.0,1.1428571428571428,54321.0,,,-1463.0,任期満了,71.49,,,,玉野市議会議員選挙（2011年04月24日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.827817270714369,0.17218272928563105,,0.045989848373020496,0.028697121547605176,,34324.0,3.0,,,,,,,,,,,,,,,,,,,6309.83,,,,3333.0,,,,,,,24681.17,,,,34324.0,,,,,0.18383142990327467,,,,0.0971040671250437,,,,,,,0.7190645029716816,,,,1.0,,,,,0.061277143301091554,,,,0.04855203356252185,,,,,,,0.03784550015640429,,,,,,,,3.0,,,,2.0,,,,,,,19.0,,,,,,,,3.0,,,,2.0,,,,,,,16.0,,,
玉野市議会議員選挙（2015年04月26日投票）,玉野市議会議員選挙,岡山県,玉野市,20150426.0,2015.0,4.0,26.0,20150419.0,60.58,20.0,23.0,1.15,,,,,任期満了,63.78,,,,玉野市議会議員選挙（2015年04月26日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.13043478260869565,0.15,0.7391304347826086,0.2608695652173913,0.0,0.85,0.15,0.0,0.7857793177989001,0.2142206822010999,,0.04622231281170001,0.035703447033516654,,31457.0,3.0,59.65217391304348,9.893382485946479,42.0,54.0,60.0,67.5,74.0,59.45,10.409010519737215,42.0,50.25,60.0,67.25,74.0,,,,,5945.030000000001,,,,3028.0,,,,,,,22483.97,,,,31457.0,,,,,0.18898909622659504,,,,0.09625838446132816,,,,,,,0.7147525193120768,,,,1.0,,,,,0.06299636540886501,,,,0.04812919223066408,,,,,,,0.03970847329511538,,,,,,,,3.0,,,,2.0,,,,,,,18.0,,,,,,,,3.0,,,,2.0,,,,,,,15.0,,,
玉野市議会議員選挙（2019年04月21日投票）,玉野市議会議員選挙,岡山県,玉野市,20190421.0,2019.0,4.0,21.0,20190414.0,54.22,19.0,20.0,1.0526315789473684,50911.0,,,,任期満了,60.58,,,,玉野市議会議員選挙（2019年04月21日投票）,1.0,20.0,19.0,1.0526315789473684,0.0,0.0,0.0,0.25,0.2631578947368421,0.7,0.25,0.05,0.7368421052631579,0.2631578947368421,0.0,0.7150007306736811,0.2595718252228555,0.025427444103463395,0.051071480762405794,0.0519143650445711,0.025427444103463395,27372.0,3.0,62.7,10.431203190428226,46.0,54.0,64.0,71.25,78.0,61.89473684210526,10.078088461410283,46.0,52.0,64.0,70.5,75.0,,,,,4894.0,,,,2943.0,,,,,,,19535.0,,,,27372.0,,,,,0.17879584977349117,,,,0.10751863217886892,,,,,,,0.7136855180476399,,,,1.0,,,,,0.05959861659116372,,,,0.05375931608943446,,,,,,,0.04757903453650933,,,,,,,,3.0,,,,2.0,,,,,,,15.0,,,,,,,,3.0,,,,2.0,,,,,,,14.0,,,
真庭市議会議員選挙（2005年04月24日投票）,真庭市議会議員選挙,岡山県,真庭市,20050424.0,2005.0,4.0,24.0,20050417.0,85.03,0.0,65.0,,43976.0,,,,その他,,,,,真庭市議会議員選挙（2005年04月24日投票）,9.0,65.0,40.0,1.625,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.015384615384615385,,36924.0,2.0,58.87692307692308,8.14580154682378,39.0,54.0,58.0,65.0,76.0,57.425,7.75850339949658,39.0,52.0,56.5,63.0,72.0,,,,,,,,,2054.0,,,,,,,34870.0,,,,36924.0,,,,,,,,,0.05562777597226736,,,,,,,0.9443722240277327,,,,1.0,,,,,,,,,0.01390694399306684,,,,,,,0.015481511869307093,,,,,,,,,,,,4.0,,,,,,,61.0,,,,,,,,,,,,1.0,,,,,,,39.0,,,
真庭市議会議員選挙（2009年04月12日投票）,真庭市議会議員選挙,岡山県,真庭市,20090412.0,2009.0,4.0,12.0,20090405.0,80.37,26.0,36.0,1.3846153846153846,42632.0,,,-1344.0,任期満了,85.03,,,,真庭市議会議員選挙（2009年04月12日投票）,1.0,36.0,26.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6864747608535688,0.31352523914643116,,0.026402875417444956,0.03135252391464312,,33975.0,4.0,59.666666666666664,6.7659277100614785,43.0,56.0,59.0,61.75,75.0,58.61538461538461,6.961857196273259,43.0,55.25,59.0,60.75,74.0,,,,,2842.9,,,,1018.0,,,,1332.0,,,28782.1,,,,33975.0,,,,,0.08367623252391465,,,,0.02996320824135394,,,,0.03920529801324504,,,0.8471552612214863,,,,1.0,,,,,0.041838116261957325,,,,0.02996320824135394,,,,0.03920529801324504,,,0.026473601913171448,,,,,,,,2.0,,,,1.0,,,,1.0,,,32.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,22.0,,,
真庭市議会議員選挙（2013年04月14日投票）,真庭市議会議員選挙,岡山県,真庭市,20130414.0,2013.0,4.0,14.0,20130407.0,72.41,24.0,26.0,1.0833333333333333,,,,,任期満了,80.37,,,,真庭市議会議員選挙（2013年04月14日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,0.07692307692307693,0.038461538461538464,0.9166666666666666,0.08333333333333333,0.0,0.9060599849695976,0.07511785201885632,0.018822163011546083,0.03939391238998251,0.03755892600942816,0.018822163011546083,29274.0,4.0,61.46153846153846,6.6287878531724695,47.0,58.25,62.5,64.0,74.0,61.708333333333336,6.717385197298789,47.0,58.75,62.5,64.0,74.0,,,,,2954.29,,,,1333.0,,,,1286.0,,,23700.71,,,,29274.0,,,,,0.10091856254697,,,,0.045535287285645966,,,,0.04392976702876272,,,0.8096163831386213,,,,1.0,,,,,0.050459281273485,,,,0.045535287285645966,,,,0.04392976702876272,,,0.03680074468811915,,,,,,,,2.0,,,,1.0,,,,1.0,,,22.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,20.0,,,
真庭市議会議員選挙（2017年04月16日投票）,真庭市議会議員選挙,岡山県,真庭市,20170416.0,2017.0,4.0,16.0,20170409.0,65.05,24.0,26.0,1.0833333333333333,39651.0,,,,任期満了,72.41,,,,真庭市議会議員選挙（2017年04月16日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.7916666666666666,0.20833333333333334,0.0,0.7339892111777538,0.23919496116622094,0.026815827656025228,0.03863101111461862,0.047838992233244185,0.013407913828012614,25513.999,4.0,63.69230769230769,6.792355605720022,49.0,59.5,64.0,67.0,77.0,63.041666666666664,6.541401268501693,49.0,58.75,64.0,67.0,77.0,,,,,2842.0,,,,1232.0,,,,,1305.0,,20134.999,,,,25513.999,,,,,0.11138982955984282,,,,0.04828721675500575,,,,,0.051148391124417616,,0.7891745625607338,,,,1.0,,,,,0.05569491477992141,,,,0.04828721675500575,,,,,0.051148391124417616,,0.0358715710254879,,,,,,,,2.0,,,,1.0,,,,,1.0,,22.0,,,,,,,,2.0,,,,1.0,,,,,1.0,,20.0,,,
真庭市議会議員選挙（2021年04月11日投票）,真庭市議会議員選挙,岡山県,真庭市,20210411.0,2021.0,4.0,11.0,20210404.0,63.16,24.0,28.0,1.1666666666666667,37314.0,17672.0,19642.0,-2337.0,任期満了,65.05,,,,真庭市議会議員選挙（2021年04月11日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.10714285714285714,0.125,0.5357142857142857,0.39285714285714285,0.07142857142857142,0.5833333333333334,0.375,0.041666666666666664,0.5974038932082966,0.37633995267729836,0.02625615411440503,0.039826926213886435,0.03421272297066349,0.013128077057202515,23321.999,3.0,62.82142857142857,9.157563507164724,42.0,55.75,63.5,68.25,81.0,62.583333333333336,8.793542453919745,42.0,57.5,63.5,68.0,81.0,,,,,2740.0,,,,950.0,,,,,,,19631.999,,,,23321.999,,,,,0.11748564091783041,,,,0.0407340725809996,,,,,,,0.84178028650117,,,,1.0,,,,,0.058742820458915206,,,,0.0407340725809996,,,,,,,0.0336712114600468,,,,,,,,2.0,,,,1.0,,,,,,,25.0,,,,,,,,2.0,,,,1.0,,,,,,,21.0,,,
矢掛町議会議員選挙（2002年04月28日投票）,矢掛町議会議員選挙,岡山県,矢掛町,20020428.0,2002.0,4.0,28.0,20020423.0,79.54,16.0,17.0,1.0625,13587.0,,,,任期満了,,,,,矢掛町議会議員選挙（2002年04月28日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.875,0.125,0.0,0.8497990466398729,0.15020095336012712,,0.05665326977599153,0.07510047668006356,,10699.0,2.0,61.11764705882353,10.532204690383605,34.0,57.0,62.0,72.0,73.0,60.375,10.415583276994141,34.0,55.25,61.0,69.75,73.0,,,,,,,,,647.0,,,,,,,10052.0,,,,10699.0,,,,,,,,,0.060472941396392185,,,,,,,0.9395270586036079,,,,1.0,,,,,,,,,0.060472941396392185,,,,,,,0.05872044116272549,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,15.0,,,
矢掛町議会議員選挙（2006年04月30日投票）,矢掛町議会議員選挙,岡山県,矢掛町,20060430.0,2006.0,4.0,30.0,20060425.0,77.05,12.0,14.0,1.1666666666666667,13392.0,,,-195.0,その他,79.54,,,,矢掛町議会議員選挙（2006年04月30日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8258871834978981,0.17411281650210186,,0.07508065304526347,0.05803760550070062,,10229.0,2.0,60.714285714285715,8.622467093327188,38.0,55.0,62.0,67.5,73.0,62.833333333333336,6.216018732990506,53.0,59.25,63.0,68.0,73.0,,,,,,,,,968.0,,,,,,,9261.0,,,,10229.0,,,,,,,,,0.0946329064424675,,,,,,,0.9053670935575325,,,,1.0,,,,,,,,,0.0946329064424675,,,,,,,0.06964362258134865,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,1.0,,,,,,,11.0,,,
