,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_HAGE党,得票数_NHKから国民を守る党,得票数_いちはら市民ネット ワーク,得票数_いちはら市民ネットワーク,得票数_さくら・市民ネットワーク,得票数_たちあがれ日本,得票数_みどりの未来・のだ,得票数_みんなの党,得票数_コロナワクチン拒絶党,得票数_デモクラティア,得票数_ホリエモン新党,得票数_不登校を考える党,得票数_九十九里ネット・ニューウェーヴ,得票数_佐倉市民オンブズマン,得票数_公明党,得票数_公民党,得票数_動物愛護推進党,得票数_千葉の風21,得票数_千葉を元気にする会,得票数_国民主権党,得票数_国民会議,得票数_国民民主党,得票数_地球環境を育てる会,得票数_子供の未来を守る党,得票数_市民オンブズマン,得票数_市民オンブズマン館山行政監視局,得票数_市民ネットワ ーク・かしわ,得票数_市民ネットワーク,得票数_市民ネットワークちば,得票数_市民ネットワーク・かしわ,得票数_市民ネットワーク・のだ,得票数_市民ネットワーク・ふなばし,得票数_市民ネットワーク千葉県,得票数_市民ネットワーク四街道,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_環境と行政を考える会,得票数_社,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_習志野みんなの改革,得票数_自由党,得票数_自由民主党,得票数_茂原市民に５万円支給する党,得票数_虐待から子供を守る党,得票数_諸,得票数_議席を減らします党,得票数_闘う改革の会千葉,得票数_青年自由,得票数_sum_v,得票率_HAGE党,得票率_NHKから国民を守る党,得票率_いちはら市民ネット ワーク,得票率_いちはら市民ネットワーク,得票率_さくら・市民ネットワーク,得票率_たちあがれ日本,得票率_みどりの未来・のだ,得票率_みんなの党,得票率_コロナワクチン拒絶党,得票率_デモクラティア,得票率_ホリエモン新党,得票率_不登校を考える党,得票率_九十九里ネット・ニューウェーヴ,得票率_佐倉市民オンブズマン,得票率_公明党,得票率_公民党,得票率_動物愛護推進党,得票率_千葉の風21,得票率_千葉を元気にする会,得票率_国民主権党,得票率_国民会議,得票率_国民民主党,得票率_地球環境を育てる会,得票率_子供の未来を守る党,得票率_市民オンブズマン,得票率_市民オンブズマン館山行政監視局,得票率_市民ネットワ ーク・かしわ,得票率_市民ネットワーク,得票率_市民ネットワークちば,得票率_市民ネットワーク・かしわ,得票率_市民ネットワーク・のだ,得票率_市民ネットワーク・ふなばし,得票率_市民ネットワーク千葉県,得票率_市民ネットワーク四街道,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_環境と行政を考える会,得票率_社,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_習志野みんなの改革,得票率_自由党,得票率_自由民主党,得票率_茂原市民に５万円支給する党,得票率_虐待から子供を守る党,得票率_諸,得票率_議席を減らします党,得票率_闘う改革の会千葉,得票率_青年自由,得票率_sum_v,一人あたり得票率_HAGE党,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_いちはら市民ネット ワーク,一人あたり得票率_いちはら市民ネットワーク,一人あたり得票率_さくら・市民ネットワーク,一人あたり得票率_たちあがれ日本,一人あたり得票率_みどりの未来・のだ,一人あたり得票率_みんなの党,一人あたり得票率_コロナワクチン拒絶党,一人あたり得票率_デモクラティア,一人あたり得票率_ホリエモン新党,一人あたり得票率_不登校を考える党,一人あたり得票率_九十九里ネット・ニューウェーヴ,一人あたり得票率_佐倉市民オンブズマン,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_動物愛護推進党,一人あたり得票率_千葉の風21,一人あたり得票率_千葉を元気にする会,一人あたり得票率_国民主権党,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地球環境を育てる会,一人あたり得票率_子供の未来を守る党,一人あたり得票率_市民オンブズマン,一人あたり得票率_市民オンブズマン館山行政監視局,一人あたり得票率_市民ネットワ ーク・かしわ,一人あたり得票率_市民ネットワーク,一人あたり得票率_市民ネットワークちば,一人あたり得票率_市民ネットワーク・かしわ,一人あたり得票率_市民ネットワーク・のだ,一人あたり得票率_市民ネットワーク・ふなばし,一人あたり得票率_市民ネットワーク千葉県,一人あたり得票率_市民ネットワーク四街道,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_環境と行政を考える会,一人あたり得票率_社,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_習志野みんなの改革,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_茂原市民に５万円支給する党,一人あたり得票率_虐待から子供を守る党,一人あたり得票率_諸,一人あたり得票率_議席を減らします党,一人あたり得票率_闘う改革の会千葉,一人あたり得票率_青年自由,立候補者数_HAGE党,立候補者数_NHKから国民を守る党,立候補者数_いちはら市民ネット ワーク,立候補者数_いちはら市民ネットワーク,立候補者数_さくら・市民ネットワーク,立候補者数_たちあがれ日本,立候補者数_みどりの未来・のだ,立候補者数_みんなの党,立候補者数_コロナワクチン拒絶党,立候補者数_デモクラティア,立候補者数_ホリエモン新党,立候補者数_不登校を考える党,立候補者数_九十九里ネット・ニューウェーヴ,立候補者数_佐倉市民オンブズマン,立候補者数_公明党,立候補者数_公民党,立候補者数_動物愛護推進党,立候補者数_千葉の風21,立候補者数_千葉を元気にする会,立候補者数_国民主権党,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地球環境を育てる会,立候補者数_子供の未来を守る党,立候補者数_市民オンブズマン,立候補者数_市民オンブズマン館山行政監視局,立候補者数_市民ネットワ ーク・かしわ,立候補者数_市民ネットワーク,立候補者数_市民ネットワークちば,立候補者数_市民ネットワーク・かしわ,立候補者数_市民ネットワーク・のだ,立候補者数_市民ネットワーク・ふなばし,立候補者数_市民ネットワーク千葉県,立候補者数_市民ネットワーク四街道,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_環境と行政を考える会,立候補者数_社,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_習志野みんなの改革,立候補者数_自由党,立候補者数_自由民主党,立候補者数_茂原市民に５万円支給する党,立候補者数_虐待から子供を守る党,立候補者数_諸,立候補者数_議席を減らします党,立候補者数_闘う改革の会千葉,立候補者数_青年自由,当選者数_HAGE党,当選者数_NHKから国民を守る党,当選者数_いちはら市民ネット ワーク,当選者数_いちはら市民ネットワーク,当選者数_さくら・市民ネットワーク,当選者数_たちあがれ日本,当選者数_みどりの未来・のだ,当選者数_みんなの党,当選者数_コロナワクチン拒絶党,当選者数_デモクラティア,当選者数_ホリエモン新党,当選者数_不登校を考える党,当選者数_九十九里ネット・ニューウェーヴ,当選者数_佐倉市民オンブズマン,当選者数_公明党,当選者数_公民党,当選者数_動物愛護推進党,当選者数_千葉の風21,当選者数_千葉を元気にする会,当選者数_国民主権党,当選者数_国民会議,当選者数_国民民主党,当選者数_地球環境を育てる会,当選者数_子供の未来を守る党,当選者数_市民オンブズマン,当選者数_市民オンブズマン館山行政監視局,当選者数_市民ネットワ ーク・かしわ,当選者数_市民ネットワーク,当選者数_市民ネットワークちば,当選者数_市民ネットワーク・かしわ,当選者数_市民ネットワーク・のだ,当選者数_市民ネットワーク・ふなばし,当選者数_市民ネットワーク千葉県,当選者数_市民ネットワーク四街道,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_環境と行政を考える会,当選者数_社,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_習志野みんなの改革,当選者数_自由党,当選者数_自由民主党,当選者数_茂原市民に５万円支給する党,当選者数_虐待から子供を守る党,当選者数_諸,当選者数_議席を減らします党,当選者数_闘う改革の会千葉,当選者数_青年自由
九十九里町議会議員選挙（1999年09月05日投票）,九十九里町議会議員選挙,千葉県,九十九里町,19990905.0,1999.0,9.0,5.0,19990831.0,82.24,20.0,22.0,1.1,16441.0,,,,任期満了,,,,,九十九里町議会議員選挙（1999年09月05日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.1,0.6818181818181818,0.3181818181818182,0.0,0.7,0.3,0.0,,,,,,,12704.619999999999,4.0,57.77272727272727,6.193338196524467,47.0,53.25,58.5,62.0,72.0,57.35,6.271164166245371,47.0,52.75,57.5,62.0,72.0,,,,,,,,,,,,,128.0,,1191.04,,,,,,,,,,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,,,,,,,1943.04,,,,,,,,,,,,,0.06587615283267458,,0.6129776021080369,,,,,,,,,,,,,,,,,,,,,,,,0.32114624505928857,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.06587615283267458,,0.6129776021080369,,,,,,,,,,,,,,,,,,,,,,,,0.32114624505928857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,18.0,,,,,,,,,,,,,,,
九十九里町議会議員選挙（2003年08月31日投票）,九十九里町議会議員選挙,千葉県,九十九里町,20030831.0,2003.0,8.0,31.0,20030826.0,75.56,20.0,23.0,1.15,16376.0,,,-65.0,任期満了,82.24,,,,九十九里町議会議員選挙（2003年08月31日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.13043478260869565,0.15,0.782608695652174,0.21739130434782608,0.0,0.8,0.2,0.0,0.7837830611347947,0.21621693886520535,,0.043543503396377484,0.04324338777304107,,11967.98,3.0,60.21739130434783,7.318567938672693,45.0,53.5,61.0,66.0,76.0,59.35,6.342515273927213,45.0,53.75,60.0,65.25,68.0,,,,,,,,,,,,,,,1602.1399999999999,,,,,,,,,,,,,,,,,,,,,,,,558.0,,,,,9807.840000000002,,,,,,,,,,,,,,,,11967.980000000001,,,,,,,,,,,,,,,0.13386887344397297,,,,,,,,,,,,,,,,,,,,,,,,0.0466244094659249,,,,,0.8195067170901021,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.06693443672198648,,,,,,,,,,,,,,,,,,,,,,,,0.0466244094659249,,,,,0.04097533585450511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,17.0,,,,,,,,,,,,,,,
九十九里町議会議員選挙（2007年09月02日投票）,九十九里町議会議員選挙,千葉県,九十九里町,20070902.0,2007.0,9.0,2.0,20070828.0,71.9,16.0,17.0,1.0625,16005.0,,,-371.0,任期満了,75.56,,,,九十九里町議会議員選挙（2007年09月02日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8823529411764706,0.11764705882352941,0.0,0.875,0.125,0.0,0.8809302533798908,0.11906974662010925,,0.058728683558659386,0.05953487331005462,,11169.0,3.0,62.8235294117647,6.363825099434599,49.0,58.0,63.0,68.0,73.0,62.625,6.508408023472406,49.0,57.75,62.5,68.25,73.0,,,,,,,,,,,,,,,1637.12,,,,,,,,,,,,,,,,,,,,,,,,897.0,,,,,8634.880000000001,,,,,,,,,,,,,,,,11169.0,,,,,,,,,,,,,,,0.14657713313635956,,,,,,,,,,,,,,,,,,,,,,,,0.0803115766854687,,,,,0.7731112901781718,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.07328856656817978,,,,,,,,,,,,,,,,,,,,,,,,0.0803115766854687,,,,,0.05522223501272656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,13.0,,,,,,,,,,,,,,,
九十九里町議会議員選挙（2011年09月04日投票）,九十九里町議会議員選挙,千葉県,九十九里町,20110904.0,2011.0,9.0,4.0,20110830.0,,16.0,17.0,1.0625,15480.0,,,-525.0,任期満了,71.9,,,,九十九里町議会議員選挙（2011年09月04日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.6470588235294118,0.35294117647058826,0.0,0.6875,0.3125,0.0,0.5744361897007938,0.4255638102992062,,0.05222147179098125,0.07092730171653437,,9826.0,4.0,60.76470588235294,9.477710146410743,41.0,54.0,62.0,67.0,77.0,60.375,9.636356936104017,41.0,53.75,61.5,66.5,77.0,,,,,,,,,,,,,,,1676.0,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,274.0,,7276.0,,,,,,,,,,,,,,,,9826.0,,,,,,,,,,,,,,,0.17056788113169144,,,,,,,,,,,,,,,,,,,,,,,,0.061062487278648485,,,0.02788520252391614,,0.740484429065744,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08528394056584572,,,,,,,,,,,,,,,,,,,,,,,,0.061062487278648485,,,0.02788520252391614,,0.05696034069736492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,12.0,,,,,,,,,,,,,,,
九十九里町議会議員選挙（2015年08月30日投票）,九十九里町議会議員選挙,千葉県,九十九里町,20150830.0,2015.0,8.0,30.0,20150825.0,63.11,16.0,17.0,1.0625,14551.0,,,-929.0,任期満了,,,,,九十九里町議会議員選挙（2015年08月30日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8125,0.125,0.0625,0.8439067900546326,0.11751588805886944,0.038577321886497935,0.06491590692727943,0.039171962686289814,0.038577321886497935,8969.0,3.0,59.94117647058823,10.52990468777206,30.0,57.0,63.0,66.0,73.0,61.8125,7.633959899685091,45.0,57.75,63.5,66.5,73.0,,,,,,,,,,,,,,,1512.0,,,,,,,,,,,,,,,,,,,,,,,,640.0,,,,,6817.0,,,,,,,,,,,,,,,,8969.0,,,,,,,,,,,,,,,0.16858066674099675,,,,,,,,,,,,,,,,,,,,,,,,0.07135689597502509,,,,,0.7600624372839782,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08429033337049838,,,,,,,,,,,,,,,,,,,,,,,,0.07135689597502509,,,,,0.054290174091712724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,13.0,,,,,,,,,,,,,,,
九十九里町議会議員選挙（2019年08月25日投票）,九十九里町議会議員選挙,千葉県,九十九里町,20190825.0,2019.0,8.0,25.0,20190820.0,60.39,14.0,17.0,1.2142857142857142,,,,,任期満了,63.11,,,,九十九里町議会議員選挙（2019年08月25日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.2857142857142857,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.7857142857142857,0.21428571428571427,0.0,0.7253342003849896,0.25304019813784523,0.02162560147716515,0.06044451669874914,0.06326004953446131,0.02162560147716515,8140.999,3.0,62.0,9.197186270491516,38.0,58.0,62.0,68.0,74.0,61.0,9.365590516047865,38.0,58.0,62.0,67.75,74.0,,,,,,,,,,,,,,,1261.0,,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,6339.999,,,,,,,,,,,,,,,,8140.999,,,,,,,,,,,,,,,0.15489499507370041,,,,,,,,,,,,,,,,,,,,,,,,0.06633092572545458,,,,,0.778774079200845,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.07744749753685021,,,,,,,,,,,,,,,,,,,,,,,,0.06633092572545458,,,,,0.0556267199429175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（1999年04月25日投票）,佐倉市議会議員選挙,千葉県,佐倉市,19990425.0,1999.0,4.0,25.0,19990418.0,43.66,30.0,44.0,1.4666666666666666,131755.0,,,,任期満了,,,,,佐倉市議会議員選挙（1999年04月25日投票）,1.0,44.0,30.0,1.4666666666666666,0.0,0.0,0.0,0.13636363636363635,0.13333333333333333,0.5681818181818182,0.38636363636363635,0.045454545454545456,0.7333333333333333,0.2,0.06666666666666667,0.6516296712559708,0.29928350660297837,0.049086822141050854,0.02606518685023883,0.017604912153116374,0.024543411070525427,71180.0,6.0,55.09090909090909,9.273172894818154,30.0,49.0,56.0,60.25,75.0,55.96666666666667,8.502875330668378,34.0,50.25,58.0,60.75,72.0,,,,,6919.0,,,,,,,,,2949.0,9324.0,,,,,,,,,,,,,,,,,,,,,,3611.0,,4377.0,,,,,44000.0,,,,,,,,,,,,,,,,71180.0,,,,,0.09720427086260186,,,,,,,,,0.041430177016015736,0.13099185164372015,,,,,,,,,,,,,,,,,,,,,,0.050730542287159314,,0.06149199213262152,,,,,0.6181511660578815,,,,,,,,,,,,,,,,1.0,,,,,0.024301067715650465,,,,,,,,,0.041430177016015736,0.03274796291093004,,,,,,,,,,,,,,,,,,,,,,0.025365271143579657,,0.02049733071087384,,,,,0.02060503886859605,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,19.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（2003年04月27日投票）,佐倉市議会議員選挙,千葉県,佐倉市,20030427.0,2003.0,4.0,27.0,20030420.0,51.92,30.0,35.0,1.1666666666666667,138656.0,,,6901.0,任期満了,43.66,,,,佐倉市議会議員選挙（2003年04月27日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.6,0.37142857142857144,0.02857142857142857,0.6666666666666666,0.3,0.03333333333333333,0.6542735103378791,0.32273765769345386,0.022988831968667075,0.03115588144466091,0.02482597366872722,0.022988831968667075,70469.0,6.0,56.51428571428571,9.222244624730324,31.0,51.0,58.0,62.5,74.0,56.4,8.365006475390999,38.0,50.5,55.0,62.0,74.0,,,,,,,,,,,,,,4053.0,12440.0,,,,,,,,,,,,,9263.0,,,,,,,,,3379.0,,3597.0,,,,,37737.0,,,,,,,,,,,,,,,,70469.0,,,,,,,,,,,,,,0.057514651832720774,0.17653152450013482,,,,,,,,,,,,,0.1314478706949155,,,,,,,,,0.04795016248279385,,0.05104372135265152,,,,,0.5355120691367835,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.057514651832720774,0.035306304900026966,,,,,,,,,,,,,0.03286196767372888,,,,,,,,,0.023975081241396926,,0.02552186067632576,,,,,0.025500574720799214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,2.0,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,2.0,,,,,16.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（2007年04月22日投票）,佐倉市議会議員選挙,千葉県,佐倉市,20070422.0,2007.0,4.0,22.0,20070415.0,51.24,30.0,32.0,1.0666666666666669,141768.0,,,3112.0,任期満了,51.92,,,,佐倉市議会議員選挙（2007年04月22日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.25,0.26666666666666666,0.71875,0.25,0.03125,0.7,0.26666666666666666,0.03333333333333333,0.7294250123161377,0.24492927018087127,0.02564571750299106,0.03171413097026685,0.03061615877260891,0.02564571750299106,71045.0,6.0,57.8125,9.847072851868214,35.0,53.0,57.5,65.25,78.0,57.56666666666667,10.055457335309132,35.0,53.0,57.5,64.25,78.0,,,,,,,,,,,,,,6202.0,11424.0,,,,,,,,,,,,,,,,,,9813.0,,,,4087.0,,4582.0,,,,,34937.0,,,,,,,,,,,,,,,,71045.0,,,,,,,,,,,,,,0.0872967837286227,0.16079949327890775,,,,,,,,,,,,,,,,,,0.13812372440002815,,,,0.0575269195580266,,0.06449433457667675,,,,,0.49175874445773804,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.04364839186431135,0.032159898655781546,,,,,,,,,,,,,,,,,,0.03453093110000704,,,,0.0287634597790133,,0.032247167288338374,,,,,0.028926984968102237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,2.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,2.0,,,,,15.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（2011年04月24日投票）,佐倉市議会議員選挙,千葉県,佐倉市,20110424.0,2011.0,4.0,24.0,20110417.0,49.03,28.0,39.0,1.3928571428571428,144107.0,,,2339.0,任期満了,51.24,,,,佐倉市議会議員選挙（2011年04月24日投票）,1.0,39.0,28.0,1.3928571428571428,0.0,0.0,0.0,0.3076923076923077,0.2857142857142857,0.5128205128205128,0.46153846153846156,0.02564102564102564,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.5161717461144395,0.45090590720963214,0.03292234667592834,0.025808587305721976,0.025050328178312896,0.03292234667592834,69102.0,8.0,,,,,,,,,,,,,,,,,,,7288.0,,,5083.0,,,,,,4998.0,10708.56,,,,,,,,,,,,,,,,,,,,,,1946.0,,3862.0,,,2760.0,,32456.440000000002,,,,,,,,,,,,,,,,69102.0,,,,,0.10546728025238054,,,0.07355792885878845,,,,,,0.07232786315880872,0.15496743943735347,,,,,,,,,,,,,,,,,,,,,,0.028161268848947933,,0.055888396862608894,,,0.03994095684640097,,0.469688865734711,,,,,,,,,,,,,,,,1.0,,,,,0.026366820063095136,,,0.036778964429394226,,,,,,0.02410928771960291,0.030993487887470694,,,,,,,,,,,,,,,,,,,,,,0.028161268848947933,,0.01862946562086963,,,0.03994095684640097,,0.023484443286735553,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,1.0,,20.0,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,13.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（2015年04月26日投票）,佐倉市議会議員選挙,千葉県,佐倉市,20150426.0,2015.0,4.0,26.0,20150419.0,49.15,28.0,35.0,1.25,,,,,任期満了,49.03,,,,佐倉市議会議員選挙（2015年04月26日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.2857142857142857,0.35714285714285715,0.6285714285714286,0.2857142857142857,0.08571428571428572,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6935965229989134,0.21756711336472295,0.08883636363636364,0.03152711468176879,0.021756711336472296,0.029612121212121215,69025.0,7.0,58.68571428571428,10.52282262125364,33.0,49.0,61.0,65.5,77.0,57.285714285714285,10.432973630538429,33.0,47.0,61.0,65.0,75.0,,,,,7859.0,,,,,,,,,4555.0,9857.57,,,,,,,,,,,,,,,,,,,,,,2805.0,,4920.8,,,2614.5,,36413.13,,,,,,,,,,,,,,,,69025.0,,,,,0.11385729808040565,,,,,,,,,0.06599058312205723,0.14281159000362187,,,,,,,,,,,,,,,,,,,,,,0.04063745019920319,,0.0712901122781601,,,0.03787758058674393,,0.527535385729808,,,,,,,,,,,,,,,,1.0,,,,,0.03795243269346855,,,,,,,,,0.032995291561028615,0.03570289750090547,,,,,,,,,,,,,,,,,,,,,,0.020318725099601594,,0.03564505613908005,,,0.03787758058674393,,0.025120732653800378,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,,21.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,16.0,,,,,,,,,,,,,,,
佐倉市議会議員選挙（2019年04月21日投票）,佐倉市議会議員選挙,千葉県,佐倉市,20190421.0,2019.0,4.0,21.0,20190414.0,48.07,28.0,42.0,1.5,146220.0,,,,任期満了,49.15,,,,佐倉市議会議員選挙（2019年04月21日投票）,1.0,42.0,28.0,1.5,0.0,0.0,0.0,0.2857142857142857,0.35714285714285715,,,,,,,,,,,,,68728.997,9.0,56.095238095238095,11.52803936538982,31.0,47.5,56.0,65.0,79.0,55.142857142857146,10.301575072754254,37.0,47.0,54.5,65.0,71.0,,,,,4957.0,,,,,,,,,4179.0,8699.0,,,,,,,1407.0,,,,,,,,,,,,,,217.0,1420.0,,4636.402,,,,,39288.595,,,,,,,,,3925.0,,,,,,,68728.997,,,,,0.07212385188743552,,,,,,,,,0.06080403006608695,0.1265695758662097,,,,,,,0.020471708615215203,,,,,,,,,,,,,,0.0031573281943864245,0.020660857308888125,,0.06745918320327009,,,,,0.5716451092687996,,,,,,,,,0.05710835558970837,,,,,,,1.0,,,,,0.03606192594371776,,,,,,,,,0.030402015033043475,0.031642393966552426,,,,,,,0.020471708615215203,,,,,,,,,,,,,,0.0031573281943864245,0.020660857308888125,,0.02248639440109003,,,,,0.021172041084029616,,,,,,,,,0.05710835558970837,,,,,,,,,,,2.0,,,,,,,,,2.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,27.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,0.0,1.0,,2.0,,,,,16.0,,,,,,,,,1.0,,,,,,
