,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_ふくしま県民党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_草民党,得票数_sum_v,得票率_　,得票率_ふくしま県民党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_草民党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_ふくしま県民党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_草民党,立候補者数_　,立候補者数_ふくしま県民党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_草民党,当選者数_　,当選者数_ふくしま県民党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_草民党
石川町議会議員補欠選挙（2006年09月10日投票）,石川町議会議員補欠選挙,福島県,石川町,20060910.0,2006.0,9.0,10.0,20060905.0,79.65,1.0,3.0,3.0,14906.0,,,,その他,,,,,石川町議会議員補欠選挙（2006年09月10日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,9244.0,1.0,70.0,12.832251036613439,56.0,61.5,67.0,77.0,87.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,,,9244.0,,,,,,,9244.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,
石川町議会議員補欠選挙（2014年08月31日投票）,石川町議会議員補欠選挙,福島県,石川町,20140831.0,2014.0,8.0,31.0,20140826.0,無投票,2.0,2.0,1.0,,,,,その他,79.65,,,,石川町議会議員補欠選挙（2014年08月31日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,5.0,56.0,58.5,61.0,63.5,66.0,61.0,5.0,56.0,58.5,61.0,63.5,66.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
石川町議会議員選挙（2007年09月09日投票）,石川町議会議員選挙,福島県,石川町,20070909.0,2007.0,9.0,9.0,20070904.0,80.51,14.0,16.0,1.1428571428571428,14825.0,,,,任期満了,,,,,石川町議会議員選挙（2007年09月09日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7221098090428879,0.2778901909571122,,0.06017581742024066,0.06947254773927805,,11776.99,2.0,60.6875,9.511300844258896,48.0,53.0,59.5,66.25,88.0,58.142857142857146,6.220440302022069,48.0,53.0,58.5,62.75,68.0,,,,,,,,,,9489.99,2287.0,,,,,,11776.99,,,,,,,,,,0.8058077658213176,0.19419223417868234,,,,,,1.0,,,,,,,,,,0.05755769755866554,0.09709611708934117,,,,,,,,,,,,,,,14.0,2.0,,,,,,,,,,,,,,,12.0,2.0,,,,,
石川町議会議員選挙（2011年09月04日投票）,石川町議会議員選挙,福島県,石川町,20110904.0,2011.0,9.0,4.0,20110830.0,77.14,14.0,15.0,1.0714285714285714,14143.0,,,-682.0,任期満了,80.51,,,,石川町議会議員選挙（2011年09月04日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.2,0.0,0.8571428571428571,0.14285714285714285,0.0,0.821361947675798,0.17863805232420202,,0.06844682897298317,0.05954601744140067,,10747.990000000002,2.0,,,,,,,,,,,,,,,,,,,,,,,,8860.99,1887.0,,,,,,10747.99,,,,,,,,,,0.8244322892001202,0.1755677107998798,,,,,,1.0,,,,,,,,,,0.06341786840000925,0.0877838553999399,,,,,,,,,,,,,,,13.0,2.0,,,,,,,,,,,,,,,12.0,2.0,,,,,
石川町議会議員選挙（2015年09月06日投票）,石川町議会議員選挙,福島県,石川町,20150906.0,2015.0,9.0,6.0,20150901.0,78.77,14.0,18.0,1.2857142857142858,13513.0,,,-630.0,任期満了,77.14,,,,石川町議会議員選挙（2015年09月06日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.570315960290187,0.35465253913707523,0.07503150057273768,0.051846905480926096,0.05910875652284587,0.07503150057273768,10476.0,2.0,64.33333333333333,6.110100926607787,56.0,61.0,62.0,67.75,76.0,64.85714285714286,5.329930887479322,56.0,61.0,63.5,67.75,74.0,,,,,,,,,,9043.0,1433.0,,,,,,10476.0,,,,,,,,,,0.8632111492936235,0.13678885070637647,,,,,,1.0,,,,,,,,,,0.05395069683085147,0.06839442535318824,,,,,,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,12.0,2.0,,,,,
石川町議会議員選挙（2019年09月08日投票）,石川町議会議員選挙,福島県,石川町,20190908.0,2019.0,9.0,8.0,20190903.0,69.57,14.0,16.0,1.1428571428571428,,,,,任期満了,78.77,,,,石川町議会議員選挙（2019年09月08日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.625,0.3125,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7039681643395069,0.2324934289388031,0.06353840672168988,0.0703968164339507,0.04649868578776062,0.06353840672168988,8907.998,2.0,66.5,10.747092630102339,33.0,65.0,66.0,72.0,80.0,66.21428571428571,11.421649689631224,33.0,65.0,66.0,74.0,80.0,,,,,,,,,,8177.9980000000005,730.0,,,,,,8907.998,,,,,,,,,,0.9180511715426969,0.08194882845730321,,,,,,1.0,,,,,,,,,,0.06120341143617979,0.08194882845730321,,,,,,,,,,,,,,,15.0,1.0,,,,,,,,,,,,,,,13.0,1.0,,,,,
磐梯町議会議員選挙（2007年04月22日投票）,磐梯町議会議員選挙,福島県,磐梯町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,3222.0,,,,任期満了,,,,,磐梯町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,61.0,6.971370023173351,51.0,55.5,60.0,64.75,74.0,61.0,6.971370023173351,51.0,55.5,60.0,64.75,74.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,8.0,,,,,,,,,,,,,2.0,,,8.0,,,,,,
磐梯町議会議員選挙（2011年06月26日投票）,磐梯町議会議員選挙,福島県,磐梯町,20110626.0,2011.0,6.0,26.0,20110621.0,83.55,10.0,11.0,1.1,3124.0,,,-98.0,任期満了,,,,,磐梯町議会議員選挙（2011年06月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.6040530007794233,0.3959469992205768,,0.0862932858256319,0.0989867498051442,,2566.0,2.0,61.18181818181818,4.386304757023571,55.0,59.0,60.0,64.5,68.0,61.8,4.1182520563948,55.0,59.0,60.5,65.25,68.0,,,,,,,472.0,,,2094.0,,,,,,,2566.0,,,,,,,0.18394388152766952,,,0.8160561184723305,,,,,,,1.0,,,,,,,0.09197194076383476,,,0.09067290205248117,,,,,,,,,,,,,2.0,,,9.0,,,,,,,,,,,,,2.0,,,8.0,,,,,,
磐梯町議会議員選挙（2015年06月21日投票）,磐梯町議会議員選挙,福島県,磐梯町,20150621.0,2015.0,6.0,21.0,20150616.0,,10.0,13.0,1.3,,,,,任期満了,83.55,,,,磐梯町議会議員選挙（2015年06月21日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.6,0.3,0.1,0.4991941982272361,0.4383561643835616,0.062449637389202256,0.07131345688960515,0.08767123287671233,0.062449637389202256,2482.0,2.0,61.07692307692308,8.343228838742307,37.0,59.0,63.0,64.0,72.0,60.6,9.43610088966836,37.0,59.0,63.0,65.5,72.0,,,,,,,306.0,,,2176.0,,,,,,,2482.0,,,,,,,0.1232876712328767,,,0.8767123287671232,,,,,,,1.0,,,,,,,0.06164383561643835,,,0.07970112079701121,,,,,,,,,,,,,2.0,,,11.0,,,,,,,,,,,,,1.0,,,9.0,,,,,,
磐梯町議会議員選挙（2019年06月23日投票）,磐梯町議会議員選挙,福島県,磐梯町,20190623.0,2019.0,6.0,23.0,20190618.0,80.96,10.0,11.0,1.1,2842.0,,,,任期満了,,,,,磐梯町議会議員選挙（2019年06月23日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.5751446758498474,0.42485532415015265,,0.08216352512140677,0.10621383103753816,,2281.998,2.0,59.45454545454545,11.92677382548598,37.0,53.5,63.0,67.0,76.0,59.1,12.453513560437473,37.0,49.75,63.0,67.0,76.0,,,,,,,187.519,,,2094.479,,,,,,,2281.9979999999996,,,,,,,0.08217316579593849,,,0.9178268342040616,,,,,,,1.0,,,,,,,0.08217316579593849,,,0.09178268342040616,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,1.0,,,9.0,,,,,,
福島市議会議員増員選挙（2008年08月10日投票）,福島市議会議員増員選挙,福島県,福島市,20080810.0,2008.0,8.0,10.0,20080803.0,67.82,1.0,4.0,4.0,5304.0,,,,その他,,,,,福島市議会議員増員選挙（2008年08月10日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,3552.0,2.0,57.5,5.220153254455275,52.0,54.25,56.0,59.25,66.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,1049.75,,,2502.25,,,,,,,3552.0,,,,,,,0.2955377252252252,,,0.7044622747747747,,,,,,,1.0,,,,,,,0.2955377252252252,,,0.23482075825825824,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,0.0,,,1.0,,,,,,
福島市議会議員補欠選挙（2005年11月13日投票）,福島市議会議員補欠選挙,福島県,福島市,20051113.0,2005.0,11.0,13.0,20051106.0,53.84,2.0,4.0,2.0,229022.0,,,,その他,,,,,福島市議会議員補欠選挙（2005年11月13日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,118299.0,4.0,39.0,7.582875444051551,32.0,32.75,36.5,42.75,51.0,32.5,0.5,32.0,32.25,32.5,32.75,33.0,,,,,,,10304.0,46357.0,,21015.0,,,,,40623.0,,118299.0,,,,,,,0.08710132799093821,0.39186299123407636,,0.17764309081226384,,,,,0.3433925899627216,,1.0,,,,,,,0.08710132799093821,0.39186299123407636,,0.17764309081226384,,,,,0.3433925899627216,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,0.0,1.0,,0.0,,,,,1.0,
福島市議会議員補欠選挙（2009年11月08日投票）,福島市議会議員補欠選挙,福島県,福島市,20091108.0,2009.0,11.0,8.0,20091101.0,38.03,1.0,3.0,3.0,231057.0,,,2035.0,その他,53.84,,,,福島市議会議員補欠選挙（2009年11月08日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,83674.0,3.0,43.333333333333336,8.576453553512405,33.0,38.0,43.0,48.5,54.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,,,,,,,11328.0,31728.0,,40618.0,,,,,,,83674.0,,,,,,,0.13538255611061978,0.37918588808949016,,0.48543155579989006,,,,,,,1.0,,,,,,,0.13538255611061978,0.37918588808949016,,0.48543155579989006,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,
福島市議会議員選挙（2003年04月27日投票）,福島市議会議員選挙,福島県,福島市,20030427.0,2003.0,4.0,27.0,20030420.0,57.11,38.0,45.0,1.1842105263157894,224354.0,,,,任期満了,,,,,福島市議会議員選挙（2003年04月27日投票）,1.0,45.0,38.0,1.1842105263157894,0.0,0.0,0.0,0.08888888888888889,0.10526315789473684,0.6222222222222222,0.3111111111111111,0.06666666666666667,0.6842105263157895,0.23684210526315788,0.07894736842105263,0.6458424793877284,0.2834636095147269,0.0706939110975447,0.023065802835276015,0.02024740067962335,0.023564637032514903,126488.97,6.0,53.84444444444444,10.230576296476398,31.0,47.0,55.0,59.0,78.0,53.39473684210526,10.504483939036927,31.0,47.0,53.5,59.75,78.0,,,,12100.0,,,11364.57,3613.0,,81235.4,9477.0,,,,8699.0,,126488.97,,,,0.09566051490497551,,,0.08984633205567252,0.028563755400965,,0.6422330737612931,0.07492352890532669,,,,0.06877279497176711,,1.0,,,,0.02391512872624388,,,0.02246158301391813,0.028563755400965,,0.02140776912537644,0.0249745096351089,,,,0.022924264990589038,,,,,4.0,,,4.0,1.0,,30.0,3.0,,,,3.0,,,,,4.0,,,4.0,1.0,,23.0,3.0,,,,3.0,
福島市議会議員選挙（2007年04月22日投票）,福島市議会議員選挙,福島県,福島市,20070422.0,2007.0,4.0,22.0,20070415.0,56.81,38.0,41.0,1.0789473684210529,226841.0,,,2487.0,任期満了,57.11,,,,福島市議会議員選挙（2007年04月22日投票）,1.0,41.0,38.0,1.0789473684210527,0.0,0.0,0.0,0.0975609756097561,0.10526315789473684,0.6829268292682927,0.3170731707317073,0.0,0.7105263157894737,0.2894736842105263,0.0,0.7180444370672484,0.2819555629327516,,0.02564444418097316,0.021688889456365507,,126516.0,6.0,52.68292682926829,9.428651261150884,34.0,46.0,54.0,59.0,73.0,53.078947368421055,9.407112591705246,34.0,46.25,54.0,59.0,73.0,,,,12184.14,,,11364.44,12189.0,,69924.92,9225.0,,,,11628.5,,126516.0,,,,0.09630513136678365,,,0.08982610895064656,0.09634354548041354,,0.5526962597616112,0.0729156786493408,,,,0.09191327579120427,,1.0,,,,0.024076282841695912,,,0.02245652723766164,0.04817177274020677,,0.023029010823400465,0.024305226216446933,,,,0.022978318947801068,,,,,4.0,,,4.0,2.0,,24.0,3.0,,,,4.0,,,,,4.0,,,4.0,2.0,,22.0,3.0,,,,3.0,
福島市議会議員選挙（2011年07月31日投票）,福島市議会議員選挙,福島県,福島市,20110731.0,2011.0,7.0,31.0,20110724.0,42.36,38.0,44.0,1.1578947368421053,232788.0,,,5947.0,任期満了,56.81,,,,福島市議会議員選挙（2011年07月31日投票）,1.0,44.0,38.0,1.1578947368421053,0.0,0.0,0.0,0.06818181818181818,0.07894736842105263,0.7045454545454546,0.2727272727272727,0.022727272727272728,0.7631578947368421,0.23684210526315788,0.0,0.7614196801199768,0.2268164618542212,0.011763858025801923,0.024561925165160543,0.0189013718211851,0.011763858025801923,96991.98999999999,6.0,,,,,,,,,,,,,,,,,,11594.630000000001,,,10128.84,3290.0,,64786.88,4314.38,,,,2877.26,,96991.99,,,,0.11954213951069569,,,0.1044296544487849,0.033920326822864444,,0.6679611378217932,0.04448181751915802,,,,0.029664923876703633,,1.0,,,,0.02988553487767392,,,0.026107413612196224,0.016960163411432222,,0.02154713347812236,0.02224090875957901,,,,0.029664923876703633,,,,,4.0,,,4.0,2.0,,31.0,2.0,,,,1.0,,,,,4.0,,,4.0,1.0,,26.0,2.0,,,,1.0,
福島市議会議員選挙（2015年07月12日投票）,福島市議会議員選挙,福島県,福島市,20150712.0,2015.0,7.0,12.0,20150705.0,47.33,35.0,44.0,1.2571428571428571,,,,,任期満了,42.36,,,,福島市議会議員選挙（2015年07月12日投票）,1.0,44.0,35.0,1.2571428571428571,0.0,0.0,0.0,0.09090909090909091,0.05714285714285714,0.6590909090909091,0.3181818181818182,0.022727272727272728,0.7714285714285715,0.2,0.02857142857142857,0.6998800433969654,0.2315852515986098,0.06853470500442475,0.02413379459989536,0.016541803685614986,0.06853470500442475,107813.99,5.0,54.0,8.720404494371493,35.0,48.0,56.5,60.0,73.0,53.82857142857143,8.409130120752984,35.0,48.0,57.0,60.0,67.0,,,,12250.0,,,11284.0,2256.0,,76952.84999999999,5071.139999999999,,,,,,107813.98999999999,,,,0.11362161812210086,,,0.10466174195018663,0.02092492820273139,,0.713755700906719,0.04703601081826208,,,,,,1.0,,,,0.028405404530525216,,,0.026165435487546657,0.02092492820273139,,0.02162896063353694,0.02351800540913104,,,,,,,,,4.0,,,4.0,1.0,,33.0,2.0,,,,,,,,,4.0,,,4.0,1.0,,24.0,2.0,,,,,
福島市議会議員選挙（2019年06月30日投票）,福島市議会議員選挙,福島県,福島市,20190630.0,2019.0,6.0,30.0,20190623.0,41.36,35.0,37.0,1.0571428571428572,,,,,任期満了,47.33,,,,福島市議会議員選挙（2019年06月30日投票）,1.0,37.0,35.0,1.0571428571428572,0.0,0.0,0.0,0.1891891891891892,0.17142857142857143,0.8108108108108109,0.1891891891891892,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8665389791656868,0.13346102083431327,,0.028884632638856225,0.01906586011918761,,94287.485,5.0,56.891891891891895,8.301037980631108,39.0,52.0,58.0,63.0,71.0,56.65714285714286,8.256401350788739,39.0,51.5,58.0,63.0,71.0,,,,11146.46,1819.0,,9179.0,,,67571.836,4571.189,,,,,,94287.485,,,,0.11821781013673234,0.019292061931655086,,0.09735120201795604,,,0.7166575288332274,0.048481397080429076,,,,,,1.0,,,,0.029554452534183085,0.019292061931655086,,0.02433780050448901,,,0.027563751108970285,0.024240698540214538,,,,,,,,,4.0,1.0,,4.0,,,26.0,2.0,,,,,,,,,4.0,1.0,,4.0,,,24.0,2.0,,,,,
葛尾村議会議員補欠選挙（2008年10月26日投票）,葛尾村議会議員補欠選挙,福島県,葛尾村,20081026.0,2008.0,10.0,26.0,20081021.0,無投票,1.0,1.0,1.0,1330.0,,,,その他,,,,,葛尾村議会議員補欠選挙（2008年10月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
葛尾村議会議員選挙（2003年04月27日投票）,葛尾村議会議員選挙,福島県,葛尾村,20030427.0,2003.0,4.0,27.0,20030422.0,95.03,10.0,12.0,1.2,1369.0,,,,任期満了,,,,,葛尾村議会議員選挙（2003年04月27日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.9166666666666666,0.08333333333333333,0.0,1.0,0.0,0.0,0.9976671669297584,0.0023328330702416036,,0.09069701517543259,0.0023328330702416036,,1285.9900000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,1285.9900000000002,,,,,,,1285.9900000000002,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,10.0,,,,,,
葛尾村議会議員選挙（2007年04月22日投票）,葛尾村議会議員選挙,福島県,葛尾村,20070422.0,2007.0,4.0,22.0,20070417.0,89.11,10.0,11.0,1.1,1332.0,,,-37.0,任期満了,95.03,,,,葛尾村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.18181818181818182,0.0,0.9,0.1,0.0,0.8613763722480634,0.13862362775193668,,0.09570848580534037,0.06931181387596834,,1175.99,1.0,59.45454545454545,7.878205106652107,46.0,56.0,60.0,64.5,71.0,60.8,6.954135460285484,47.0,57.5,60.0,66.25,71.0,,,,,,,,,,1175.99,,,,,,,1175.99,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,10.0,,,,,,
葛尾村議会議員選挙（2011年11月20日投票）,葛尾村議会議員選挙,福島県,葛尾村,20111120.0,2011.0,11.0,20.0,20111110.0,87.74,8.0,10.0,1.25,1281.0,,,-51.0,任期満了,89.11,,,,葛尾村議会議員選挙（2011年11月20日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.625,0.375,0.0,0.6480054397098821,0.3519945602901179,,0.0925722056728403,0.11733152009670596,,1103.0000000000002,1.0,60.3,10.334892355511014,35.0,59.25,63.0,65.0,76.0,58.5,9.962429422585638,35.0,57.75,63.0,65.0,66.0,,,,,,,,,,1103.0000000000002,,,,,,,1103.0000000000002,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,8.0,,,,,,
葛尾村議会議員選挙（2015年11月15日投票）,葛尾村議会議員選挙,福島県,葛尾村,20151115.0,2015.0,11.0,15.0,20151105.0,無投票,8.0,8.0,1.0,,,,,任期満了,87.74,,,,葛尾村議会議員選挙（2015年11月15日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,1.0,61.375,9.472822968893697,39.0,61.0,64.5,66.75,70.0,61.375,9.472822968893697,39.0,61.0,64.5,66.75,70.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,8.0,,,,,,
葛尾村議会議員選挙（2019年11月10日投票）,葛尾村議会議員選挙,福島県,葛尾村,20191110.0,2019.0,11.0,10.0,20191031.0,75.92,8.0,9.0,1.125,,,,,任期満了,,,,,葛尾村議会議員選挙（2019年11月10日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7071577161772585,0.2928422838227415,,0.1010225308824655,0.14642114191137076,,921.9979999999999,2.0,65.22222222222223,8.689428798229846,43.0,67.0,68.0,69.0,74.0,65.0,9.192388155425117,43.0,65.75,68.5,69.25,74.0,,,,,,,139.0,,,782.9979999999999,,,,,,,921.9979999999999,,,,,,,0.1507595461161521,,,0.849240453883848,,,,,,,1.0,,,,,,,0.1507595461161521,,,0.106155056735481,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,,,,,,1.0,,,7.0,,,,,,
西会津町議会議員補欠選挙（2009年07月12日投票）,西会津町議会議員補欠選挙,福島県,西会津町,20090712.0,2009.0,7.0,12.0,20090707.0,88.18,1.0,2.0,2.0,6700.0,,,,その他,,,,,西会津町議会議員補欠選挙（2009年07月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,5350.0,1.0,66.0,5.0,61.0,63.5,66.0,68.5,71.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,,,5350.0,,,,,,,5350.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
西会津町議会議員補欠選挙（2013年07月21日投票）,西会津町議会議員補欠選挙,福島県,西会津町,20130721.0,2013.0,7.0,21.0,20130716.0,86.35,1.0,2.0,2.0,,,,,その他,88.18,,,,西会津町議会議員補欠選挙（2013年07月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.8875883392226148,0.11241166077738515,,0.8875883392226148,0.11241166077738515,4528.0,1.0,62.5,2.5,60.0,61.25,62.5,63.75,65.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,4528.0,,,,,,,4528.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
西会津町議会議員選挙（2007年06月24日投票）,西会津町議会議員選挙,福島県,西会津町,20070624.0,2007.0,6.0,24.0,20070619.0,87.28,14.0,17.0,1.2142857142857142,6900.0,,,,任期満了,,,,,西会津町議会議員選挙（2007年06月24日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.0,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8571428571428571,0.14285714285714285,0.0,0.8768869506876887,0.1212680308621268,0.0018450184501845018,0.06263478219197777,0.0606340154310634,0.0018450184501845018,5962.0,2.0,61.470588235294116,6.278981249879012,46.0,59.0,60.0,66.0,73.0,60.714285714285715,6.374374719235173,46.0,57.5,60.0,64.5,73.0,,,,,,,639.65,,,5322.35,,,,,,,5962.0,,,,,,,0.10728782287822877,,,0.8927121771217713,,,,,,,1.0,,,,,,,0.053643911439114386,,,0.05951414514145142,,,,,,,,,,,,,2.0,,,15.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
