,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
十和田市議会議員選挙（2018年12月16日投票）,十和田市議会議員選挙,青森県,十和田市,20181216.0,2018.0,12.0,16.0,20181209.0,43.72,22.0,23.0,1.0454545454545454,,,,,任期満了,61.01,,,,十和田市議会議員選挙（2018年12月16日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.21739130434782608,0.22727272727272727,0.6956521739130435,0.17391304347826086,0.13043478260869565,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.7316160281814179,0.16499339498018495,0.10339057683839718,0.04572600176133862,0.04124834874504624,0.03446352561279906,22710.0,5.0,62.21739130434783,10.914515750333234,31.0,56.0,66.0,69.5,78.0,62.18181818181818,11.158512297533882,31.0,55.5,66.5,69.75,78.0,2518.0,,,1235.0,,10932.0,686.0,,7339.0,22710.0,0.11087626596213122,,,0.0543813298106561,,0.4813738441215324,0.03020695728753853,,0.32316160281814177,1.0,0.05543813298106561,,,0.0543813298106561,,0.043761258556502945,0.03020695728753853,,0.04039520035226772,2.0,,,1.0,,11.0,1.0,,8.0,2.0,,,1.0,,10.0,1.0,,8.0
南部町議会議員選挙（2007年09月23日投票）,南部町議会議員選挙,青森県,南部町,20070923.0,2007.0,9.0,23.0,20070918.0,77.7,20.0,29.0,1.45,17923.0,,,,任期満了,,,,,南部町議会議員選挙（2007年09月23日投票）,1.0,29.0,20.0,1.45,0.0,0.0,0.0,0.10344827586206896,0.1,0.7241379310344828,0.2413793103448276,0.034482758620689655,0.75,0.25,0.0,0.7390086893555395,0.25715351194786384,0.003837798696596669,0.035190889969311405,0.03673621599255198,0.003837798696596669,13810.0,2.0,62.206896551724135,9.282461439112407,44.0,57.0,62.0,68.0,79.0,60.15,9.275101077616352,44.0,53.75,60.0,65.0,79.0,,,,428.0,,13382.0,,,,13810.0,,,,0.030992034757422158,,0.9690079652425778,,,,1.0,,,,0.030992034757422158,,0.03460742733009207,,,,,,,1.0,,28.0,,,,,,,1.0,,19.0,,,
南部町議会議員選挙（2011年09月25日投票）,南部町議会議員選挙,青森県,南部町,20110925.0,2011.0,9.0,25.0,20110920.0,無投票,18.0,18.0,1.0,17365.0,,,-558.0,任期満了,77.7,,,,南部町議会議員選挙（2011年09月25日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,60.55555555555556,7.499794235860535,48.0,57.0,61.5,64.75,76.0,60.55555555555556,7.499794235860535,48.0,57.0,61.5,64.75,76.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,17.0,,,,,,,1.0,,17.0,,,
南部町議会議員選挙（2015年09月20日投票）,南部町議会議員選挙,青森県,南部町,20150920.0,2015.0,9.0,20.0,20150915.0,,16.0,20.0,1.25,,,,,任期満了,,,,,南部町議会議員選挙（2015年09月20日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.0625,0.65,0.35,0.0,0.625,0.375,0.0,0.5915459272097054,0.4084540727902946,,0.045503532862285034,0.058350581827184944,,11540.0,2.0,58.5,10.956733089748969,36.0,54.0,61.0,67.0,78.0,56.9375,11.621471238616907,36.0,53.5,56.0,64.75,78.0,,,,381.0,,11159.0,,,,11540.0,,,,0.0330155979202773,,0.9669844020797227,,,,1.0,,,,0.0330155979202773,,0.05089391589893277,,,,,,,1.0,,19.0,,,,,,,0.0,,16.0,,,
南部町議会議員選挙（2019年09月22日投票）,南部町議会議員選挙,青森県,南部町,20190922.0,2019.0,9.0,22.0,20190917.0,無投票,16.0,16.0,1.0,,,,,任期満了,,,,,南部町議会議員選挙（2019年09月22日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.875,0.0625,0.0625,0.875,0.0625,0.0625,,,,,,,0.0,1.0,58.0625,11.744513346665327,36.0,53.0,60.0,66.5,74.0,58.0625,11.744513346665327,36.0,53.0,60.0,66.5,74.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,16.0,,,
外ヶ浜町議会議員補欠選挙（2010年04月25日投票）,外ヶ浜町議会議員補欠選挙,青森県,外ヶ浜町,20100425.0,2010.0,4.0,25.0,20100420.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,外ヶ浜町議会議員補欠選挙（2010年04月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
外ヶ浜町議会議員選挙（2007年02月25日投票）,外ヶ浜町議会議員選挙,青森県,外ヶ浜町,20070225.0,2007.0,2.0,25.0,20070220.0,85.57,0.0,23.0,,7276.0,,,,任期満了,,,,,外ヶ浜町議会議員選挙（2007年02月25日投票）,3.0,23.0,14.0,1.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,0.08695652173913043,0.08695652173913043,0.9285714285714286,0.0,0.07142857142857142,0.8353429742254469,0.06832509824761467,0.09633192752693832,0.043965419696076154,0.03416254912380733,0.04816596376346916,6190.99,2.0,60.17391304347826,10.407573220509411,33.0,52.5,63.0,70.0,72.0,60.07142857142857,9.192110636800653,44.0,51.75,62.0,69.5,72.0,,,,794.0,,5396.99,,,,6190.99,,,,0.12825089363736655,,0.8717491063626335,,,,1.0,,,,0.06412544681868328,,0.04151186220774445,,,,,,,2.0,,21.0,,,,,,,2.0,,12.0,,,
外ヶ浜町議会議員選挙（2011年02月27日投票）,外ヶ浜町議会議員選挙,青森県,外ヶ浜町,20110227.0,2011.0,2.0,27.0,20110222.0,無投票,14.0,14.0,1.0,,,,,任期満了,85.57,,,,外ヶ浜町議会議員選挙（2011年02月27日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,0.9285714285714286,0.0,0.07142857142857142,,,,,,,0.0,2.0,62.57142857142857,10.097484026898453,47.0,55.0,61.0,73.5,76.0,62.57142857142857,10.097484026898453,47.0,55.0,61.0,73.5,76.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,12.0,,,,,,,2.0,,12.0,,,
外ヶ浜町議会議員選挙（2015年04月26日投票）,外ヶ浜町議会議員選挙,青森県,外ヶ浜町,20150426.0,2015.0,4.0,26.0,20150421.0,79.24,11.0,13.0,1.181818181818182,,,,,任期満了,,,,,外ヶ浜町議会議員選挙（2015年04月26日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.07692307692307693,0.9090909090909091,0.0,0.09090909090909091,0.9293874973689749,,0.07061250263102505,0.07744895811408124,,0.07061250263102505,4751.0,2.0,64.46153846153847,9.676421657548545,52.0,57.0,62.0,74.0,80.0,64.0,9.341987329938275,52.0,58.0,62.0,71.0,80.0,,,,639.0,,4112.0,,,,4751.0,,,,0.13449800042096402,,0.865501999579036,,,,1.0,,,,0.06724900021048201,,0.07868199996173054,,,,,,,2.0,,11.0,,,,,,,2.0,,9.0,,,
外ヶ浜町議会議員選挙（2019年04月21日投票）,外ヶ浜町議会議員選挙,青森県,外ヶ浜町,20190421.0,2019.0,4.0,21.0,20190416.0,77.63,11.0,13.0,1.181818181818182,,,,,任期満了,79.24,,,,外ヶ浜町議会議員選挙（2019年04月21日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7753862779749118,0.13277696553796048,0.09183675648712779,0.07048966163408289,0.13277696553796048,0.09183675648712779,4213.999,2.0,67.0,8.92705481624862,56.0,61.0,63.0,72.0,84.0,66.0,8.442317648177381,56.0,60.5,63.0,69.5,84.0,,,,486.0,,3727.999,,,,4213.999,,,,0.11532988023964885,,0.8846701197603511,,,,1.0,,,,0.057664940119824426,,0.0804245563418501,,,,,,,2.0,,11.0,,,,,,,2.0,,9.0,,,
大間町議会議員補欠選挙（2021年01月17日投票）,大間町議会議員補欠選挙,青森県,大間町,20210117.0,2021.0,1.0,17.0,20210112.0,無投票,1.0,1.0,1.0,,,,,死亡/千代谷誠氏の死去による,,,,,大間町議会議員補欠選挙（2021年01月17日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
大間町議会議員選挙（2003年04月27日投票）,大間町議会議員選挙,青森県,大間町,20030427.0,2003.0,4.0,27.0,20030422.0,86.46,16.0,18.0,1.125,5214.0,,,,任期満了,,,,,大間町議会議員選挙（2003年04月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2777777777777778,0.0,0.6875,0.3125,0.0,0.6783403970555432,0.32165960294445683,,0.05218003054273409,0.06433192058889137,,4483.0,2.0,59.77777777777778,9.107722947254743,43.0,53.0,59.0,65.0,78.0,58.75,8.707037383633999,43.0,52.75,58.0,65.0,78.0,,,,,,4279.0,204.0,,,4483.0,,,,,,0.9544947579745706,0.0455052420254294,,,1.0,,,,,,0.05614675046909239,0.0455052420254294,,,,,,,,17.0,1.0,,,,,,,,15.0,1.0,,
大間町議会議員選挙（2007年04月22日投票）,大間町議会議員選挙,青森県,大間町,20070422.0,2007.0,4.0,22.0,20070417.0,82.77,10.0,12.0,1.2,5054.0,,,-160.0,任期満了,86.46,,,,大間町議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,1.0,0.0,0.0,0.92966874699952,0.07033125300048007,,0.08451534063631999,0.07033125300048007,,4166.0,1.0,61.0,6.3508529610858835,52.0,56.5,59.5,65.25,73.0,60.6,6.343500610861482,52.0,55.5,59.5,63.5,73.0,,,,,,4166.0,,,,4166.0,,,,,,1.0,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,12.0,,,,,,,,,10.0,,,
大間町議会議員選挙（2011年04月24日投票）,大間町議会議員選挙,青森県,大間町,20110424.0,2011.0,4.0,24.0,20110419.0,76.77,10.0,11.0,1.1,5006.0,,,-48.0,任期満了,82.77,,,,大間町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.8,0.2,0.0,0.7697766097240473,0.1647831800262812,0.06544021024967149,0.09622207621550591,0.0823915900131406,0.06544021024967149,3805.0,1.0,,,,,,,,,,,,,,,,,,,,3805.0,,,,3805.0,,,,,,1.0,,,,1.0,,,,,,0.09090909090909091,,,,,,,,,11.0,,,,,,,,,10.0,,,
大間町議会議員選挙（2015年04月26日投票）,大間町議会議員選挙,青森県,大間町,20150426.0,2015.0,4.0,26.0,20150421.0,79.25,10.0,11.0,1.1,,,,,任期満了,76.77,,,,大間町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.7614126292868809,0.2385873707131192,,0.08460140325409787,0.1192936853565596,,3674.0,1.0,63.0,9.115421498258273,37.0,61.5,65.0,69.0,72.0,62.5,9.41541289588513,37.0,60.75,64.5,68.75,72.0,,,,,,3674.0,,,,3674.0,,,,,,1.0,,,,1.0,,,,,,0.09090909090909091,,,,,,,,,11.0,,,,,,,,,10.0,,,
大間町議会議員選挙（2019年04月21日投票）,大間町議会議員選挙,青森県,大間町,20190421.0,2019.0,4.0,21.0,20190416.0,75.98,10.0,11.0,1.1,,,,,任期満了,79.25,,,,大間町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3405.999,1.0,63.0,10.719565798533582,41.0,63.5,68.0,69.0,74.0,62.4,11.065260954898442,41.0,63.25,67.5,68.75,74.0,,,,,,3405.999,,,,3405.999,,,,,,1.0,,,,1.0,,,,,,0.09090909090909091,,,,,,,,,11.0,,,,,,,,,10.0,,,
大鰐町議会議員選挙（2006年12月03日投票）,大鰐町議会議員選挙,青森県,大鰐町,20061203.0,2006.0,12.0,3.0,20061128.0,74.29,12.0,14.0,1.1666666666666667,10491.0,,,,任期満了,,,,,大鰐町議会議員選挙（2006年12月03日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8588877338877339,0.1411122661122661,,0.07157397782397783,0.07055613305613305,,7696.0,2.0,61.714285714285715,6.529368504015109,47.0,57.0,64.0,67.0,70.0,63.166666666666664,5.382585087318382,55.0,57.0,64.5,67.25,70.0,579.0,,,,,7117.0,,,,7696.0,0.07523388773388773,,,,,0.9247661122661123,,,,1.0,0.07523388773388773,,,,,0.07113585478970094,,,,1.0,,,,,13.0,,,,1.0,,,,,11.0,,,
大鰐町議会議員選挙（2010年12月05日投票）,大鰐町議会議員選挙,青森県,大鰐町,20101205.0,2010.0,12.0,5.0,20101130.0,70.01,12.0,13.0,1.0833333333333333,9937.0,,,-554.0,任期満了,74.29,,,,大鰐町議会議員選挙（2010年12月05日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.7332173408728433,0.2667826591271567,,0.08146859343031593,0.06669566478178918,,6897.0,3.0,,,,,,,,,,,,,,,671.0,,,452.0,,5774.0,,,,6897.0,0.09728867623604466,,,0.0655357401768885,,0.8371755835870669,,,,1.0,0.09728867623604466,,,0.0655357401768885,,0.0761068712351879,,,,1.0,,,1.0,,11.0,,,,1.0,,,1.0,,10.0,,,
大鰐町議会議員選挙（2014年12月07日投票）,大鰐町議会議員選挙,青森県,大鰐町,20141207.0,2014.0,12.0,7.0,20141202.0,60.61,12.0,13.0,1.0833333333333333,,,,,任期満了,70.01,,,,大鰐町議会議員選挙（2014年12月07日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.895504833843428,0.10449516615657194,,0.08140953034940256,0.05224758307828597,,5563.999000000001,3.0,67.46153846153847,5.555529257005473,58.0,63.0,65.0,72.0,77.0,67.41666666666667,5.780114377953279,58.0,63.0,65.0,72.25,77.0,640.0,,,219.0,,4704.999000000001,,,,5563.999000000001,0.11502518242724341,,,0.03936017961182235,,0.8456146379609343,,,,1.0,0.11502518242724341,,,0.03936017961182235,,0.07687405799644857,,,,1.0,,,1.0,,11.0,,,,1.0,,,0.0,,11.0,,,
大鰐町議会議員選挙（2018年12月02日投票）,大鰐町議会議員選挙,青森県,大鰐町,20181202.0,2018.0,12.0,2.0,20181127.0,61.03,10.0,11.0,1.1,,,,,任期満了,60.61,,,,大鰐町議会議員選挙（2018年12月02日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.5901638563026795,0.4098361436973206,,0.08430912232895423,0.10245903592433014,,5245.999,3.0,67.54545454545455,4.979295977319691,61.0,63.5,67.0,69.0,77.0,66.7,4.405678154382138,61.0,63.25,67.0,68.75,77.0,590.0,,559.0,,,4096.999,,,,5245.999,0.11246666268903216,,0.10655739736130335,,,0.7809759399496645,,,,1.0,0.11246666268903216,,0.10655739736130335,,,0.08677510443885161,,,,1.0,,1.0,,,9.0,,,,1.0,,1.0,,,8.0,,,
平内町議会議員選挙（2008年03月16日投票）,平内町議会議員選挙,青森県,平内町,20080316.0,2008.0,3.0,16.0,20080311.0,75.29,14.0,16.0,1.1428571428571428,11484.0,,,,任期満了,,,,,平内町議会議員選挙（2008年03月16日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.8125,0.0625,0.125,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8376336679897268,0.06677562456222275,0.09559070744805044,0.06443335907613283,0.06677562456222275,0.04779535372402522,8566.0,3.0,61.6875,7.743697033717163,46.0,56.5,63.0,67.25,74.0,60.714285714285715,7.5254669663233855,46.0,55.5,63.0,66.75,71.0,,,,813.0,,7188.0,,,565.0,8566.0,,,,0.09491010973616625,,0.8391314499182816,,,0.06595844034555218,1.0,,,,0.09491010973616625,,0.05993796070844869,,,0.06595844034555218,,,,1.0,,14.0,,,1.0,,,,1.0,,12.0,,,1.0
平内町議会議員選挙（2012年03月18日投票）,平内町議会議員選挙,青森県,平内町,20120318.0,2012.0,3.0,18.0,20120313.0,72.57,14.0,15.0,1.0714285714285714,10883.0,,,-601.0,任期満了,75.29,,,,平内町議会議員選挙（2012年03月18日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.7142857142857143,0.2857142857142857,0.0,0.636177299513195,0.32731232385344605,0.03651037663335895,0.06361772995131951,0.08182808096336151,0.03651037663335895,7806.0,3.0,64.13333333333334,6.13043409737208,53.0,59.0,63.0,68.5,75.0,63.92857142857143,6.295852214120087,53.0,59.0,63.0,69.25,75.0,,,,655.0,,6691.0,,,460.0,7806.0,,,,0.08390981296438636,,0.8571611580835254,,,0.05892902895208814,1.0,,,,0.08390981296438636,,0.06593547369873273,,,0.05892902895208814,,,,1.0,,13.0,,,1.0,,,,1.0,,12.0,,,1.0
平内町議会議員選挙（2016年03月13日投票）,平内町議会議員選挙,青森県,平内町,20160313.0,2016.0,3.0,13.0,20160308.0,76.47,14.0,17.0,1.2142857142857142,10066.0,,,-817.0,任期満了,72.57,,,,平内町議会議員選挙（2016年03月13日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.6470588235294118,0.35294117647058826,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5900458415193189,0.40995415848068106,,0.05364053104721081,0.0683256930801135,,7635.0,0.0,61.411764705882355,9.487197711401661,43.0,57.0,63.0,67.0,79.0,59.92857142857143,8.68878000407328,43.0,57.75,62.5,65.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平内町議会議員選挙（2020年03月15日投票）,平内町議会議員選挙,青森県,平内町,20200315.0,2020.0,3.0,15.0,20200310.0,71.37,12.0,15.0,1.25,,,,,任期満了,76.47,,,,平内町議会議員選挙（2020年03月15日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.08333333333333333,0.8,0.2,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8593542680229986,0.14064573197700134,,0.07161285566858322,0.04688191065900044,,6783.0,3.0,61.0,9.084785816591019,42.0,54.5,64.0,68.0,71.0,62.083333333333336,8.351230780882274,47.0,56.75,65.5,69.0,71.0,,,,475.0,,6058.0,,,250.0,6783.0,,,,0.0700280112044818,,0.8931151407931593,,,0.03685684800235884,1.0,,,,0.0700280112044818,,0.06870116467639688,,,0.03685684800235884,,,,1.0,,13.0,,,1.0,,,,1.0,,11.0,,,0.0
平川市議会議員補欠選挙（2010年01月24日投票）,平川市議会議員補欠選挙,青森県,平川市,20100124.0,2010.0,1.0,24.0,20100117.0,無投票,2.0,2.0,1.0,28570.0,,,,その他,,,,,平川市議会議員補欠選挙（2010年01月24日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,53.5,2.5,51.0,52.25,53.5,54.75,56.0,53.5,2.5,51.0,52.25,53.5,54.75,56.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,
平川市議会議員補欠選挙（2014年07月27日投票）,平川市議会議員補欠選挙,青森県,平川市,20140727.0,2014.0,7.0,27.0,20140720.0,39.87,8.0,9.0,1.125,,,,,その他,,,,,平川市議会議員補欠選挙（2014年07月27日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,,0.7309451219512195,0.2690548780487805,,0.12182418699186992,0.08968495934959349,10496.0,2.0,61.111111111111114,8.020036636719373,44.0,56.0,63.0,67.0,72.0,60.375,8.214887400323878,44.0,55.75,62.0,64.5,72.0,,,,1019.0,,9477.0,,,,10496.0,,,,0.09708460365853659,,0.9029153963414634,,,,1.0,,,,0.09708460365853659,,0.11286442454268293,,,,,,,1.0,,8.0,,,,,,,1.0,,7.0,,,
平川市議会議員選挙（2007年07月01日投票）,平川市議会議員選挙,青森県,平川市,20070701.0,2007.0,7.0,1.0,20070624.0,,24.0,29.0,1.2083333333333333,28699.0,,,,任期満了,,,,,平川市議会議員選挙（2007年07月01日投票）,3.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.1724137931034483,0.16666666666666666,0.9310344827586207,0.06896551724137931,0.0,0.9583333333333334,0.041666666666666664,0.0,0.9484001696432779,0.051599830356722116,,0.035125932209010294,0.025799915178361058,,21221.0,3.0,60.10344827586207,8.98790308706636,35.0,56.0,62.0,66.0,74.0,59.166666666666664,9.163635862594184,35.0,55.75,60.5,66.0,74.0,,,,1019.0,,19184.0,1018.0,,,21221.0,,,,0.04801847226803638,,0.9040101785966731,0.04797134913529051,,,1.0,,,,0.04801847226803638,,0.033481858466543446,0.04797134913529051,,,,,,1.0,,27.0,1.0,,,,,,1.0,,22.0,1.0,,
平川市議会議員選挙（2011年07月03日投票）,平川市議会議員選挙,青森県,平川市,20110703.0,2011.0,7.0,3.0,20110626.0,73.97,20.0,25.0,1.25,27972.0,,,-727.0,任期満了,,,,,平川市議会議員選挙（2011年07月03日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.16,0.15,0.8,0.16,0.04,0.8,0.15,0.05,0.796732857282598,0.1564120121295119,0.04685513058789005,0.0398366428641299,0.03910300303237797,0.04685513058789005,20446.0,3.0,,,,,,,,,,,,,,,,,,895.24,,18757.760000000002,793.0,,,20446.000000000004,,,,0.04378558153183996,,0.9174293260295412,0.038785092438618794,,,1.0,,,,0.04378558153183996,,0.03988823156650179,0.038785092438618794,,,,,,1.0,,23.0,1.0,,,,,,1.0,,18.0,1.0,,
平川市議会議員選挙（2015年07月05日投票）,平川市議会議員選挙,青森県,平川市,20150705.0,2015.0,7.0,5.0,20150628.0,63.1,20.0,22.0,1.1,,,,,任期満了,73.97,,,,平川市議会議員選挙（2015年07月05日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.5454545454545454,0.4090909090909091,0.045454545454545456,0.55,0.4,0.05,0.4504108614454259,0.4928511294243197,0.05673800913025434,0.03753423845378549,0.054761236602702185,0.05673800913025434,16867.0,2.0,62.68181818181818,9.636042018646657,31.0,58.5,64.0,69.5,79.0,62.75,9.486174149782409,31.0,59.5,64.0,68.5,79.0,,,,886.34,,15980.660000000002,,,,16867.0,,,,0.05254876385842177,,0.9474512361415783,,,,1.0,,,,0.05254876385842177,,0.04511672553055135,,,,,,,1.0,,21.0,,,,,,,1.0,,19.0,,,
平川市議会議員選挙（2019年07月07日投票）,平川市議会議員選挙,青森県,平川市,20190707.0,2019.0,7.0,7.0,20190630.0,63.41,16.0,19.0,1.1875,,,,,任期満了,63.1,,,,平川市議会議員選挙（2019年07月07日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.6842105263157895,0.15789473684210525,0.15789473684210525,0.625,0.1875,0.1875,0.6232731946437111,0.19876853180296508,0.1779582735533238,0.04794409189567009,0.06625617726765502,0.059319424517774604,16728.0,3.0,63.0,9.037931761543446,35.0,60.0,64.0,69.0,75.0,62.75,9.542667341996157,35.0,60.0,64.0,68.5,75.0,1097.0,,,1076.87,,14554.13,,,,16728.0,0.06557867049258728,,,0.06437529890004781,,0.8700460306073649,,,,1.0,0.06557867049258728,,,0.06437529890004781,,0.05117917827102146,,,,1.0,,,1.0,,17.0,,,,1.0,,,1.0,,14.0,,,
弘前市議会議員補欠選挙（2010年04月11日投票）,弘前市議会議員補欠選挙,青森県,弘前市,20100411.0,2010.0,4.0,11.0,20100404.0,58.0,1.0,2.0,2.0,149842.0,,,,その他,,,,,弘前市議会議員補欠選挙（2010年04月11日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,79579.0,1.0,56.5,3.5,53.0,54.75,56.5,58.25,60.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,79579.0,,,,79579.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
