,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_公明党,得票数_公民党,得票数_国民民主党,得票数_地域政党日本新生,得票数_妙高はね馬クラブ,得票数_幸福実現党,得票数_日本共産党,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_緑・にいがた,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_公明党,得票率_公民党,得票率_国民民主党,得票率_地域政党日本新生,得票率_妙高はね馬クラブ,得票率_幸福実現党,得票率_日本共産党,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_緑・にいがた,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党日本新生,一人あたり得票率_妙高はね馬クラブ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_緑・にいがた,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_公明党,立候補者数_公民党,立候補者数_国民民主党,立候補者数_地域政党日本新生,立候補者数_妙高はね馬クラブ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_緑・にいがた,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_公明党,当選者数_公民党,当選者数_国民民主党,当選者数_地域政党日本新生,当選者数_妙高はね馬クラブ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_緑・にいがた,当選者数_自由民主党
新潟市議会議員選挙（2015年04月12日投票）,新潟市議会議員選挙,新潟県,新潟市,20150412.0,2015.0,4.0,12.0,20150403.0,43.66,51.0,67.0,1.3137254901960784,654576.0,,,697.0,任期満了,45.71,,,,新潟市議会議員選挙（2015年04月12日投票）,8.0,67.0,51.0,1.3137254901960784,0.0,0.0,0.0,0.14925373134328357,0.1568627450980392,0.6716417910447762,0.29850746268656714,0.029850746268656716,0.7450980392156863,0.23529411764705882,0.0196078431372549,0.712190438116179,0.2446475866844664,0.04316197519935464,0.015826454180359533,0.01223237933422332,0.02158098759967732,280154.0,9.0,55.26865671641791,11.193791042228801,28.0,47.5,57.0,65.0,73.0,56.98039215686274,10.569082168543712,28.0,50.5,58.0,65.0,73.0,,,18876.0,,,,,,32312.0,2685.0,29270.0,118203.0,4929.0,,1472.0,5207.0,,67200.0,280154.0,,,0.0673772282387544,,,,,,0.11533656488931088,0.009584014506307244,0.10447825124752814,0.4219215145955439,0.01759389478643889,,0.005254253017982966,0.01858620615804165,,0.23986807256009196,1.0,,,0.0168443070596886,,,,,,0.01647665212704441,0.009584014506307244,0.014925464463932591,0.013610371438565931,0.01759389478643889,,0.005254253017982966,0.01858620615804165,,0.01713343375429228,,,4.0,,,,,,7.0,1.0,7.0,31.0,1.0,,1.0,1.0,,14.0,,,4.0,,,,,,6.0,1.0,5.0,21.0,1.0,,0.0,1.0,,12.0
新潟市議会議員選挙（2019年04月07日投票）,新潟市議会議員選挙,新潟県,新潟市,20190407.0,2019.0,4.0,7.0,20190329.0,44.96,51.0,70.0,1.3725490196078431,,,,,任期満了,43.66,,,,新潟市議会議員選挙（2019年04月07日投票）,8.0,70.0,51.0,1.3725490196078431,0.05714285714285714,0.125,0.0,0.15714285714285714,0.17647058823529413,0.6,0.3142857142857143,0.08571428571428572,0.7450980392156863,0.17647058823529413,0.0784313725490196,0.632493799302978,0.24941520950164753,0.11809099119537442,0.016644573665867843,0.011337054977347615,0.019681831865895737,266615.994,9.0,55.48571428571429,11.448946123855192,31.0,47.0,57.0,64.75,75.0,56.372549019607845,10.792082763083508,32.0,48.5,58.0,65.0,75.0,,,18475.598,,2900.999,,,402.0,,,,,4693.0,,,5177.0,,,31648.597,,,0.5837730500344138,,0.09166279945995709,,,0.012701984862077772,,,,,0.1482846143227139,,,0.16357755132083737,,,1.0,,,0.14594326250860346,,0.045831399729978545,,,0.012701984862077772,,,,,0.1482846143227139,,,0.16357755132083737,,,,,4.0,,2.0,,,1.0,8.0,,,31.0,1.0,4.0,,1.0,,18.0,,,4.0,,0.0,,,0.0,6.0,,,17.0,1.0,4.0,,1.0,,18.0
新発田市議会議員選挙（2003年04月27日投票）,新発田市議会議員選挙,新潟県,新発田市,20030427.0,2003.0,4.0,27.0,20030420.0,67.49,30.0,33.0,1.1,64109.0,,,,その他,,,,,新発田市議会議員選挙（2003年04月27日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,0.24242424242424243,0.0,0.8,0.2,0.0,0.7823595374644472,0.21764046253555275,,0.03129438149857789,0.027205057816944093,,42893.99999999999,3.0,,,,,,,,,,,,,,,,,2979.0,,,,,,2649.09,,,37265.909999999996,,,,,,,42894.0,,,0.06945027276542173,,,,,,0.06175898727094699,,,0.8687907399636312,,,,,,,1.0,,,0.03472513638271087,,,,,,0.030879493635473494,,,0.02995830137805625,,,,,,,,,2.0,,,,,,2.0,,,29.0,,,,,,,,,2.0,,,,,,2.0,,,26.0,,,,,,
新発田市議会議員選挙（2007年04月22日投票）,新発田市議会議員選挙,新潟県,新発田市,20070422.0,2007.0,4.0,22.0,20070415.0,66.76,30.0,41.0,1.3666666666666667,84473.0,,,20364.0,任期満了,67.49,,,,新発田市議会議員選挙（2007年04月22日投票）,1.0,41.0,30.0,1.3666666666666667,0.0,0.0,0.0,0.04878048780487805,0.06666666666666667,0.7317073170731707,0.12195121951219512,0.14634146341463414,0.8,0.1,0.1,0.7750518287126678,0.11571999933338122,0.10922817195395096,0.025835060957088925,0.023143999866676243,0.018204695325658493,55804.01,3.0,58.97560975609756,8.21209044678919,36.0,55.0,59.0,63.0,82.0,59.53333333333333,6.955733047078664,45.0,56.25,59.0,63.0,73.0,,,4128.13,,,,,,5443.42,,,46232.46,,,,,,,55804.009999999995,,,0.07397550821168587,,,,,,0.09754531977182286,,,0.8284791720164913,,,,,,,1.0,,,0.036987754105842936,,,,,,0.024386329942955715,,,0.023670833486185466,,,,,,,,,2.0,,,,,,4.0,,,35.0,,,,,,,,,2.0,,,,,,3.0,,,25.0,,,,,,
新発田市議会議員選挙（2011年04月24日投票）,新発田市議会議員選挙,新潟県,新発田市,20110424.0,2011.0,4.0,24.0,20110417.0,57.69,27.0,29.0,1.0740740740740742,83905.0,,,-568.0,任期満了,66.76,,,,新発田市議会議員選挙（2011年04月24日投票）,1.0,29.0,27.0,1.0740740740740742,0.0,0.0,0.0,0.06896551724137931,0.07407407407407407,0.6551724137931034,0.2413793103448276,0.10344827586206896,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6625697623377438,0.242846094354215,0.09458414330804121,0.03487209275461809,0.034692299193459286,0.03152804776934707,47841.0,3.0,,,,,,,,,,,,,,,,,4360.7,,,,,,3977.87,,,39502.43,,,,,,,47841.0,,,0.09114985054660228,,,,,,0.0831477184841454,,,0.8257024309692523,,,,,,,1.0,,,0.04557492527330114,,,,,,0.0277159061613818,,,0.03440426795705218,,,,,,,,,2.0,,,,,,3.0,,,24.0,,,,,,,,,2.0,,,,,,3.0,,,22.0,,,,,,
新発田市議会議員選挙（2015年04月26日投票）,新発田市議会議員選挙,新潟県,新発田市,20150426.0,2015.0,4.0,26.0,20150419.0,54.47,27.0,29.0,1.0740740740740742,,,,,任期満了,57.69,,,,新発田市議会議員選挙（2015年04月26日投票）,1.0,29.0,27.0,1.0740740740740742,0.0,0.0,0.0,0.10344827586206896,0.07407407407407407,0.7241379310344828,0.27586206896551724,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7155451260242116,0.2844548739757884,,0.03407357742972436,0.03555685924697355,,44472.01,5.0,60.275862068965516,7.418042086343816,39.0,55.0,61.0,66.0,72.0,60.407407407407405,7.641307136867693,39.0,55.0,61.0,66.5,72.0,,,4306.33,,,,,581.28,4300.54,,2526.0,32757.86,,,,,,,44472.01,,,0.09683236714508743,,,,,0.013070693229291861,0.09670217289481631,,0.05679977136180712,0.7365949953689972,,,,,,,1.0,,,0.048416183572543715,,,,,0.013070693229291861,0.03223405763160544,,0.05679977136180712,0.03348159069859078,,,,,,,,,2.0,,,,,1.0,3.0,,1.0,22.0,,,,,,,,,2.0,,,,,0.0,3.0,,1.0,21.0,,,,,,
新発田市議会議員選挙（2019年04月21日投票）,新発田市議会議員選挙,新潟県,新発田市,20190421.0,2019.0,4.0,21.0,20190414.0,50.86,25.0,27.0,1.08,,,,,任期満了,54.47,,,,新発田市議会議員選挙（2019年04月21日投票）,1.0,27.0,25.0,1.08,0.0,0.0,0.0,0.14814814814814814,0.16,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.76,0.2,0.04,0.7520822871379095,0.19042857605018593,0.05748913681190458,0.039583278270416286,0.027204082292883704,0.05748913681190458,41172.996,4.0,60.666666666666664,7.050085368540135,43.0,57.5,61.0,65.0,74.0,60.96,7.04545243401728,43.0,58.0,61.0,65.0,74.0,,,4506.481,,,,,857.515,4198.0,,,31611.0,,,,,,,41172.996,,,0.10945234590166816,,,,,0.02082712173775258,0.10196003225026423,,,0.767760500110315,,,,,,,1.0,,,0.05472617295083408,,,,,0.02082712173775258,0.03398667741675474,,,0.03656002381477691,,,,,,,,,2.0,,,,,1.0,3.0,,,21.0,,,,,,,,,2.0,,,,,1.0,3.0,,,19.0,,,,,,
村上市議会議員補欠選挙（2006年04月23日投票）,村上市議会議員補欠選挙,新潟県,村上市,20060423.0,2006.0,4.0,23.0,20060416.0,無投票,2.0,2.0,1.0,24584.0,,,,その他,,,,,村上市議会議員補欠選挙（2006年04月23日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,15.0,42.0,49.5,57.0,64.5,72.0,57.0,15.0,42.0,49.5,57.0,64.5,72.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,
村上市議会議員補欠選挙（2019年06月09日投票）,村上市議会議員補欠選挙,新潟県,村上市,20190609.0,2019.0,6.0,9.0,20190602.0,無投票,3.0,3.0,1.0,,,,,その他/板垣千代子氏、本間清人氏、姫路敏氏の辞職による,,,,,村上市議会議員補欠選挙（2019年06月09日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,66.33333333333333,6.342099196813483,60.0,62.0,64.0,69.5,75.0,66.33333333333333,6.342099196813483,60.0,62.0,64.0,69.5,75.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,
村上市議会議員選挙（1999年04月25日投票）,村上市議会議員選挙,新潟県,村上市,19990425.0,1999.0,4.0,25.0,,80.17,22.0,27.0,1.2272727272727273,25119.0,,,,任期満了,,,,,村上市議会議員選挙（1999年04月25日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.037037037037037035,0.045454545454545456,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.037037037037037035,,,19933.0,3.0,,,,,,,,,,,,,,,,,1142.0,,,,,,1491.0,,,17300.0,,,,,,,19933.0,,,0.05729192795866152,,,,,,0.07480058194953093,,,0.8679074900918076,,,,,,,1.0,,,0.05729192795866152,,,,,,0.037400290974765465,,,0.03616281208715865,,,,,,,,,1.0,,,,,,2.0,,,24.0,,,,,,,,,1.0,,,,,,2.0,,,19.0,,,,,,
村上市議会議員選挙（2003年04月27日投票）,村上市議会議員選挙,新潟県,村上市,20030427.0,2003.0,4.0,27.0,,77.51,22.0,24.0,1.0909090909090908,24870.0,,,-249.0,任期満了,80.17,,,,村上市議会議員選挙（2003年04月27日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.041666666666666664,,,19061.0,3.0,,,,,,,,,,,,,,,,,1158.0,,,,,,1310.0,,,16593.0,,,,,,,19061.0,,,0.06075232149415036,,,,,,0.0687267194795656,,,0.870520959026284,,,,,,,1.0,,,0.06075232149415036,,,,,,0.0343633597397828,,,0.04145337900125162,,,,,,,,,1.0,,,,,,2.0,,,21.0,,,,,,,,,1.0,,,,,,2.0,,,19.0,,,,,,
村上市議会議員選挙（2007年04月22日投票）,村上市議会議員選挙,新潟県,村上市,20070422.0,2007.0,4.0,22.0,20070415.0,69.32,18.0,19.0,1.0555555555555556,24459.0,,,-411.0,任期満了,77.51,,,,村上市議会議員選挙（2007年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8947368421052632,0.10526315789473684,0.0,0.8888888888888888,0.1111111111111111,0.0,0.9031294792164357,0.09687052078356426,,0.05312526348331975,0.04843526039178213,,16744.0,3.0,58.36842105263158,8.939625132348963,43.0,52.5,59.0,63.5,76.0,57.55555555555556,8.473633762194497,43.0,51.25,58.5,62.75,76.0,,,,,,,,,1860.0,,758.0,14126.0,,,,,,,16744.0,,,,,,,,,0.11108456760630674,,0.04526994744386049,0.8436454849498328,,,,,,,1.0,,,,,,,,,0.05554228380315337,,0.04526994744386049,0.05272784280936455,,,,,,,,,,,,,,,2.0,,1.0,16.0,,,,,,,,,,,,,,,2.0,,1.0,15.0,,,,,,
村上市議会議員選挙（2008年04月27日投票）,村上市議会議員選挙,新潟県,村上市,20080427.0,2008.0,4.0,27.0,20080420.0,83.91,30.0,51.0,1.7,57321.0,,,32862.0,その他,69.32,,,,村上市議会議員選挙（2008年04月27日投票）,1.0,51.0,30.0,1.7,0.0,0.0,0.0,0.0784313725490196,0.1,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.0196078431372549,,47163.0,5.0,60.13725490196079,7.292272589752819,44.0,56.5,60.0,65.0,77.0,58.86666666666667,7.675646914466269,44.0,54.25,58.5,63.0,77.0,,,1439.0,,,,,,3355.0,,2486.0,38356.0,,,,,,1527.0,47163.0,,,0.030511205818120137,,,,,,0.07113627207768802,,0.0527108114411721,0.8132646354133537,,,,,,0.03237707524966605,1.0,,,0.030511205818120137,,,,,,0.017784068019422006,,0.017570270480390702,0.019835722814959846,,,,,,0.016188537624833025,,,1.0,,,,,,4.0,,3.0,41.0,,,,,,2.0,,,1.0,,,,,,1.0,,2.0,26.0,,,,,,0.0
村上市議会議員選挙（2012年04月15日投票）,村上市議会議員選挙,新潟県,村上市,20120415.0,2012.0,4.0,15.0,20120408.0,74.3,26.0,31.0,1.1923076923076923,55399.0,,,-1922.0,任期満了,83.91,,,,村上市議会議員選挙（2012年04月15日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.0967741935483871,0.11538461538461539,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03225806451612903,,,40500.99,5.0,60.45161290322581,7.0976539044201274,48.0,54.5,62.0,65.0,76.0,60.65384615384615,7.56989130951494,48.0,54.25,62.0,65.0,76.0,,,1655.41,,,,,,2844.0,,1190.0,33626.58,,,,,,1185.0,40500.990000000005,,,0.0408733218620088,,,,,,0.07022050572097126,,0.029381997822769266,0.830265630543846,,,,,,0.029258544050404692,1.0,,,0.0408733218620088,,,,,,0.03511025286048563,,0.029381997822769266,0.03193329348245561,,,,,,0.029258544050404692,,,1.0,,,,,,2.0,,1.0,26.0,,,,,,1.0,,,1.0,,,,,,2.0,,1.0,21.0,,,,,,1.0
村上市議会議員選挙（2016年04月17日投票）,村上市議会議員選挙,新潟県,村上市,20160417.0,2016.0,4.0,17.0,20160410.0,70.94,26.0,30.0,1.1538461538461535,53097.0,,,-2302.0,任期満了,74.3,,,,村上市議会議員選挙（2016年04月17日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.1,0.11538461538461539,0.6333333333333333,0.26666666666666666,0.1,0.6923076923076923,0.19230769230769232,0.11538461538461539,0.6372566395445636,0.24832970810172125,0.11441365235371516,0.033539823133924396,0.031041213512715157,0.03813788411790505,37239.0,0.0,60.93333333333333,8.181007816209986,37.0,55.25,62.5,67.5,73.0,61.26923076923077,6.875584967044859,45.0,55.25,62.5,66.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
村上市議会議員選挙（2020年04月19日投票）,村上市議会議員選挙,新潟県,村上市,20200419.0,2020.0,4.0,19.0,20200412.0,59.76,22.0,24.0,1.0909090909090908,,,,,任期満了,70.94,,,,村上市議会議員選挙（2020年04月19日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.8333333333333334,0.125,0.041666666666666664,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7996551934260646,0.14925572053547198,0.051089086038463426,0.03998275967130323,0.049751906845157325,0.051089086038463426,30162.998,3.0,64.91666666666667,6.389553105569191,49.0,60.75,65.0,70.0,76.0,64.36363636363636,6.21249075027996,49.0,60.25,65.0,69.5,75.0,,,1874.0,,,,,,1087.0,,,27201.998,,,,,,,30162.998,,,0.06212910268402365,,,,,,0.036037531812984906,,,0.9018333655029914,,,,,,,1.0,,,0.06212910268402365,,,,,,0.036037531812984906,,,0.04099242570468143,,,,,,,,,1.0,,,,,,1.0,,,22.0,,,,,,,,,1.0,,,,,,1.0,,,20.0,,,,,,
柏崎市議会議員増員選挙（2005年05月29日投票）,柏崎市議会議員増員選挙,新潟県,柏崎市,20050529.0,2005.0,5.0,29.0,20050522.0,,0.0,6.0,,7763.0,,,,その他,,,,,柏崎市議会議員増員選挙（2005年05月29日投票）,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.16666666666666666,,6410.0,1.0,63.333333333333336,6.262764742685312,54.0,58.75,63.5,68.25,72.0,61.333333333333336,7.717224601860151,54.0,56.0,58.0,65.0,72.0,,,,,,,,,,,,6410.0,,,,,,,6410.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,
柏崎市議会議員選挙（2003年04月27日投票）,柏崎市議会議員選挙,新潟県,柏崎市,20030427.0,2003.0,4.0,27.0,20030420.0,74.03,30.0,32.0,1.0666666666666669,68405.0,,,,任期満了,,,,,柏崎市議会議員選挙（2003年04月27日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.09375,0.1,0.8125,0.1875,0.0,0.8,0.2,0.0,0.791727889798363,0.20827211020163708,,0.03045107268455242,0.03471201836693951,,50090.0,4.0,54.21875,10.258333121784455,30.0,47.25,55.0,61.25,72.0,54.9,9.971124978322825,30.0,48.5,55.0,61.75,72.0,,,4205.1,,,,,,2967.0,,,41359.35,,,,,,1558.55,50090.0,,,0.08395088840087843,,,,,,0.05923337991615093,,,0.8257007386703933,,,,,,0.03111499301257736,1.0,,,0.041975444200439214,,,,,,0.01974445997205031,,,0.03175772071809205,,,,,,0.03111499301257736,,,2.0,,,,,,3.0,,,26.0,,,,,,1.0,,,2.0,,,,,,3.0,,,24.0,,,,,,1.0
柏崎市議会議員選挙（2007年04月22日投票）,柏崎市議会議員選挙,新潟県,柏崎市,20070422.0,2007.0,4.0,22.0,20070415.0,71.16,30.0,32.0,1.0666666666666669,76150.0,,,7745.0,任期満了,74.03,,,,柏崎市議会議員選挙（2007年04月22日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03125,,,53396.0,3.0,56.96875,8.92848102632805,34.0,52.0,59.0,62.25,73.0,57.43333333333333,8.277211017137489,34.0,52.5,59.0,61.5,73.0,,,4394.42,,,,,,3373.31,,,45628.270000000004,,,,,,,53396.0,,,0.08229867405798187,,,,,,0.06317533148550453,,,0.8545259944565137,,,,,,,1.0,,,0.041149337028990936,,,,,,0.02105844382850151,,,0.0316491109057968,,,,,,,,,2.0,,,,,,3.0,,,27.0,,,,,,,,,2.0,,,,,,3.0,,,25.0,,,,,,
柏崎市議会議員選挙（2011年04月24日投票）,柏崎市議会議員選挙,新潟県,柏崎市,20110424.0,2011.0,4.0,24.0,20110417.0,66.64,26.0,30.0,1.1538461538461535,74712.0,,,-1438.0,任期満了,71.16,,,,柏崎市議会議員選挙（2011年04月24日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.1,0.07692307692307693,0.7,0.3,0.0,0.7307692307692307,0.2692307692307692,0.0,0.6934795536005213,0.3065204463994787,,0.03302283588573911,0.034057827377719854,,49104.0,3.0,,,,,,,,,,,,,,,,,3995.35,,,,,,3404.9,,,41703.75,,,,,,,49104.0,,,0.08136506190941675,,,,,,0.06934058325187357,,,0.8492943548387096,,,,,,,1.0,,,0.040682530954708376,,,,,,0.023113527750624526,,,0.03397177419354838,,,,,,,,,2.0,,,,,,3.0,,,25.0,,,,,,,,,2.0,,,,,,2.0,,,22.0,,,,,,
柏崎市議会議員選挙（2015年04月26日投票）,柏崎市議会議員選挙,新潟県,柏崎市,20150426.0,2015.0,4.0,26.0,20150419.0,64.97,26.0,32.0,1.2307692307692308,,,,,任期満了,66.64,,,,柏崎市議会議員選挙（2015年04月26日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.09375,0.07692307692307693,0.65625,0.3125,0.03125,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.6597503612166037,0.30984719663969396,0.03040244214370235,0.031416683867457315,0.030984719663969394,0.03040244214370235,46640.990000000005,4.0,55.78125,11.28254840173531,31.0,48.5,55.0,63.0,80.0,55.46153846153846,10.547441429562866,31.0,49.25,54.5,61.75,78.0,,,3638.62,,,,,,2602.0,,,38944.8,,,,,,1455.57,46640.990000000005,,,0.07801335263252344,,,,,,0.055787838122647045,,,0.8349908524668965,,,,,,0.031207956777932883,1.0,,,0.03900667631626172,,,,,,0.027893919061323522,,,0.030925587128403573,,,,,,0.031207956777932883,,,2.0,,,,,,2.0,,,27.0,,,,,,1.0,,,2.0,,,,,,2.0,,,21.0,,,,,,1.0
柏崎市議会議員選挙（2019年04月21日投票）,柏崎市議会議員選挙,新潟県,柏崎市,20190421.0,2019.0,4.0,21.0,20190414.0,59.99,26.0,29.0,1.1153846153846154,,,,,任期満了,64.97,,,,柏崎市議会議員選挙（2019年04月21日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.20689655172413793,0.19230769230769232,,,,,,,,,,,,,41909.998,3.0,56.758620689655174,9.810814484849034,35.0,50.0,57.0,62.0,84.0,56.07692307692308,8.682090659792264,35.0,50.25,57.0,61.75,72.0,,,3894.0,,,,,,3161.0,,,34854.998,,,,,,,41909.998,,,0.09291339026072012,,,,,,0.07542353020393845,,,0.8316630795353415,,,,,,,1.0,,,0.04645669513036006,,,,,,0.02514117673464615,,,0.03465262831397256,,,,,,,,,2.0,,,,,,3.0,,,24.0,,,,,,,,,2.0,,,,,,2.0,,,22.0,,,,,,
津南町議会議員補欠選挙（2006年06月25日投票）,津南町議会議員補欠選挙,新潟県,津南町,20060625.0,2006.0,6.0,25.0,20060620.0,84.82,2.0,4.0,2.0,9654.0,,,,その他,,,,,津南町議会議員補欠選挙（2006年06月25日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,7607.0,1.0,66.0,10.977249200050075,51.0,61.5,65.5,70.0,82.0,58.5,7.5,51.0,54.75,58.5,62.25,66.0,,,,,,,,,,,,7607.0,,,,,,,7607.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,
津南町議会議員補欠選挙（2010年04月11日投票）,津南町議会議員補欠選挙,新潟県,津南町,20100411.0,2010.0,4.0,11.0,20100406.0,77.17,4.0,6.0,1.5,9325.0,,,-329.0,その他,84.82,,,,津南町議会議員補欠選挙（2010年04月11日投票）,1.0,6.0,4.0,1.5,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.8333333333333334,0.16666666666666666,0.0,0.75,0.25,,0.8520033860045146,0.14799661399548533,,0.17040067720090293,0.14799661399548533,7088.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1207.0,,,5881.0,,,,,,,7088.0,,,,,,,,,0.17028781038374718,,,0.8297121896162528,,,,,,,1.0,,,,,,,,,0.17028781038374718,,,0.16594243792325056,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,
津南町議会議員補欠選挙（2018年06月24日投票）,津南町議会議員補欠選挙,新潟県,津南町,20180624.0,2018.0,6.0,24.0,20180619.0,77.67,1.0,2.0,2.0,8416.0,,,-909.0,辞職,77.17,,,,津南町議会議員補欠選挙（2018年06月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6038.0,1.0,56.0,10.0,46.0,51.0,56.0,61.0,66.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,6038.0,,,,,,,6038.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
