,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
岩泉町議会議員選挙（2021年04月25日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20210425.0,2021.0,4.0,25.0,20210420.0,75.19,14.0,15.0,1.0714285714285714,7693.0,3743.0,3950.0,,任期満了,74.63,,,,岩泉町議会議員選挙（2021年04月25日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7699284039519986,0.17861509806910797,0.051456497978893415,0.06416070032933321,0.08930754903455398,0.051456497978893415,5732.998,2.0,65.6,7.812809993849844,48.0,62.0,68.0,71.0,76.0,65.5,8.077747210701755,48.0,61.5,68.5,71.0,76.0,,,,,,272.0,,5460.998,,,,,5732.998,,,,,,0.047444635424606814,,0.9525553645753931,,,,,1.0,,,,,,0.047444635424606814,,0.06803966889824237,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,13.0,,,,
平泉町議会議員補欠選挙（2006年08月27日投票）,平泉町議会議員補欠選挙,岩手県,平泉町,20060827.0,2006.0,8.0,27.0,20060822.0,60.97,1.0,2.0,2.0,7302.0,,,,その他,,,,,平泉町議会議員補欠選挙（2006年08月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4370.0,1.0,58.5,2.5,56.0,57.25,58.5,59.75,61.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,4370.0,,,,,4370.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
平泉町議会議員補欠選挙（2014年08月10日投票）,平泉町議会議員補欠選挙,岩手県,平泉町,20140810.0,2014.0,8.0,10.0,20140805.0,無投票,2.0,2.0,1.0,,,,,その他,60.97,,,,平泉町議会議員補欠選挙（2014年08月10日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,59.0,4.0,55.0,57.0,59.0,61.0,63.0,59.0,4.0,55.0,57.0,59.0,61.0,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
平泉町議会議員選挙（2008年04月06日投票）,平泉町議会議員選挙,岩手県,平泉町,20080406.0,2008.0,4.0,6.0,20080401.0,78.67,12.0,14.0,1.1666666666666667,7200.0,,,,任期満了,,,,,平泉町議会議員選挙（2008年04月06日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.75,0.16666666666666666,0.08333333333333333,0.748220640569395,0.16708185053380784,0.08469750889679716,0.0748220640569395,0.08354092526690392,0.04234875444839858,5620.0,2.0,60.07142857142857,4.787846007105397,54.0,55.5,59.0,64.75,67.0,59.916666666666664,4.889756867393533,54.0,54.75,59.0,64.5,67.0,,,,,,449.0,,5171.0,,,,,5620.0,,,,,,0.0798932384341637,,0.9201067615658363,,,,,1.0,,,,,,0.0798932384341637,,0.07077744319737202,,,,,,,,,,1.0,,13.0,,,,,,,,,,1.0,,11.0,,,,
平泉町議会議員選挙（2012年04月01日投票）,平泉町議会議員選挙,岩手県,平泉町,20120401.0,2012.0,4.0,1.0,20120327.0,74.58,12.0,13.0,1.0833333333333333,,,,,任期満了,78.67,,,,平泉町議会議員選挙（2012年04月01日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.9166666666666666,0.08333333333333333,0.0,0.8639842983316978,0.11462217860647694,0.02139352306182532,0.07854402712106344,0.11462217860647694,0.02139352306182532,5095.0,2.0,63.23076923076923,4.7093008815427595,58.0,59.0,62.0,68.0,71.0,63.416666666666664,4.855552377319071,58.0,58.75,62.0,68.5,71.0,,,,,,378.0,,4717.0,,,,,5095.0,,,,,,0.07419038272816486,,0.9258096172718351,,,,,1.0,,,,,,0.07419038272816486,,0.07715080143931959,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,,
平泉町議会議員選挙（2016年04月03日投票）,平泉町議会議員選挙,岩手県,平泉町,20160403.0,2016.0,4.0,3.0,20160329.0,無投票,12.0,12.0,1.0,,,,,任期満了,74.58,,,,平泉町議会議員選挙（2016年04月03日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,0.0,59.25,9.346345096703132,35.0,56.0,62.0,65.0,72.0,59.25,9.346345096703132,35.0,56.0,62.0,65.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平泉町議会議員選挙（2020年04月05日投票）,平泉町議会議員選挙,岩手県,平泉町,20200405.0,2020.0,4.0,5.0,20200331.0,70.26,12.0,13.0,1.0833333333333333,6331.0,,,,任期満了,,,,,平泉町議会議員選挙（2020年04月05日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.7821646884875627,0.21783531151243737,,0.07821646884875627,0.07261177050414579,,4406.999,3.0,62.23076923076923,8.745582147609827,39.0,60.0,64.0,68.0,76.0,61.666666666666664,8.872554436137444,39.0,60.0,63.0,66.5,76.0,393.0,,,,,463.0,,3550.999,,,,,4406.999,0.08917633065040405,,,,,0.10506015544818595,,0.80576351390141,,,,,1.0,0.08917633065040405,,,,,0.052530077724092974,,0.080576351390141,,,,,1.0,,,,,2.0,,10.0,,,,,1.0,,,,,2.0,,9.0,,,,
普代村議会議員選挙（2007年04月22日投票）,普代村議会議員選挙,岩手県,普代村,20070422.0,2007.0,4.0,22.0,20070417.0,83.31,10.0,11.0,1.1,2685.0,,,,任期満了,,,,,普代村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.7,0.3,0.0,0.6647085404428378,0.3352914595571622,,0.0949583629204054,0.08382286488929055,,2213.0,1.0,61.63636363636363,8.584052097536636,49.0,54.0,66.0,68.5,73.0,60.5,8.17618492941543,49.0,53.5,62.0,67.75,71.0,,,,,,,,2213.0,,,,,2213.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
普代村議会議員選挙（2011年06月26日投票）,普代村議会議員選挙,岩手県,普代村,20110626.0,2011.0,6.0,26.0,20110621.0,86.86,10.0,11.0,1.1,2557.0,,,-128.0,任期満了,83.31,,,,普代村議会議員選挙（2011年06月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.9,0.1,0.0,0.925414364640884,0.07458563535911603,,0.10282381829343155,0.03729281767955801,,2172.0,1.0,64.63636363636364,8.059694639746,53.0,58.0,64.0,71.5,77.0,64.7,8.450443775329198,53.0,57.5,66.0,71.75,77.0,,,,,,,,2172.0,,,,,2172.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
普代村議会議員選挙（2015年06月21日投票）,普代村議会議員選挙,岩手県,普代村,20150621.0,2015.0,6.0,21.0,20150616.0,無投票,10.0,10.0,1.0,,,,,任期満了,86.86,,,,普代村議会議員選挙（2015年06月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,1.0,63.1,8.455175929571189,53.0,57.0,62.0,65.75,81.0,63.1,8.455175929571189,53.0,57.0,62.0,65.75,81.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,
普代村議会議員選挙（2019年06月16日投票）,普代村議会議員選挙,岩手県,普代村,20190616.0,2019.0,6.0,16.0,20190611.0,83.59,10.0,11.0,1.1,2328.0,,,,任期満了,,,,,普代村議会議員選挙（2019年06月16日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.695764305663381,0.30423569433661896,,0.08697053820792262,0.10141189811220631,,1935.999,1.0,63.09090909090909,6.801798498185414,53.0,58.0,61.0,67.0,78.0,63.6,6.931089380465383,53.0,58.75,62.5,68.0,78.0,,,,,,,,1935.999,,,,,1935.999,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
洋野町議会議員選挙（2007年04月22日投票）,洋野町議会議員選挙,岩手県,洋野町,20070422.0,2007.0,4.0,22.0,20070417.0,82.49,18.0,26.0,1.4444444444444444,16507.0,,,,任期満了,,,,,洋野町議会議員選挙（2007年04月22日投票）,1.0,26.0,18.0,1.4444444444444444,0.0,0.0,0.0,0.038461538461538464,0.05555555555555555,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7927415182201197,0.1193731983147313,0.08788528346514893,0.04172323780105893,0.02387463966294626,0.043942641732574464,13529.0,2.0,60.88461538461539,8.015978864727833,40.0,57.0,59.0,66.0,75.0,61.0,9.291573243177568,40.0,55.5,58.5,68.25,75.0,,,,,,645.0,,12884.0,,,,,13529.0,,,,,,0.04767536403281839,,0.9523246359671816,,,,,1.0,,,,,,0.04767536403281839,,0.03809298543868726,,,,,,,,,,1.0,,25.0,,,,,,,,,,1.0,,17.0,,,,
洋野町議会議員選挙（2011年06月19日投票）,洋野町議会議員選挙,岩手県,洋野町,20110619.0,2011.0,6.0,19.0,20110614.0,75.25,18.0,19.0,1.0555555555555556,15848.0,,,-659.0,任期満了,82.49,,,,洋野町議会議員選挙（2011年06月19日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6169176749301972,0.2606523394534225,0.12242998561638041,0.04745520576386132,0.06516308486335562,0.061214992808190205,11819.0,2.0,62.421052631578945,7.929397597572454,44.0,59.5,61.0,64.5,80.0,62.44444444444444,8.146043499230656,44.0,59.25,61.0,64.75,80.0,,,,,,735.0,,11084.0,,,,,11819.0,,,,,,0.062188002369066755,,0.9378119976309333,,,,,1.0,,,,,,0.062188002369066755,,0.05210066653505185,,,,,,,,,,1.0,,18.0,,,,,,,,,,1.0,,17.0,,,,
洋野町議会議員選挙（2015年06月14日投票）,洋野町議会議員選挙,岩手県,洋野町,20150614.0,2015.0,6.0,14.0,20150609.0,73.31,16.0,18.0,1.125,,,,,任期満了,75.25,,,,洋野町議会議員選挙（2015年06月14日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.875,0.125,0.0,0.8588823133923047,0.12557929355559233,0.015538393052102958,0.05725882089282031,0.06278964677779617,0.015538393052102958,11004.999,2.0,64.94444444444444,6.231392052629992,48.0,63.25,65.0,67.75,74.0,64.6875,6.564285471397477,48.0,62.25,65.0,68.25,74.0,,,,,,692.0,,10312.999,,,,,11004.999,,,,,,0.0628805145734225,,0.9371194854265775,,,,,1.0,,,,,,0.0628805145734225,,0.05512467561332809,,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,15.0,,,,
洋野町議会議員選挙（2019年06月16日投票）,洋野町議会議員選挙,岩手県,洋野町,20190616.0,2019.0,6.0,16.0,20190611.0,70.99,16.0,17.0,1.0625,6457.0,,,,任期満了,73.31,,,,洋野町議会議員選挙（2019年06月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.875,0.0625,0.0625,0.9123822297116622,0.04250341611458531,0.045114354173752605,0.06082548198077748,0.04250341611458531,0.045114354173752605,10257.999,2.0,68.0,6.183469424008423,52.0,64.0,69.0,71.0,78.0,67.375,5.829611908180509,52.0,63.75,69.0,71.0,78.0,,,,,,703.0,,9554.999,,,,,10257.999,,,,,,0.06853188423980154,,0.9314681157601985,,,,,1.0,,,,,,0.06853188423980154,,0.058216757235012406,,,,,,,,,,1.0,,16.0,,,,,,,,,,1.0,,15.0,,,,
滝沢市議会議員補欠選挙（2018年11月11日投票）,滝沢市議会議員補欠選挙,岩手県,滝沢市,20181111.0,2018.0,11.0,11.0,20181104.0,無投票,1.0,1.0,1.0,,,,,死亡/川原渉氏の死去による,,,,,滝沢市議会議員補欠選挙（2018年11月11日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
滝沢市議会議員選挙（2015年07月26日投票）,滝沢市議会議員選挙,岩手県,滝沢市,20150726.0,2015.0,7.0,26.0,20150719.0,49.72,20.0,23.0,1.15,,,,,任期満了,,,,,滝沢市議会議員選挙（2015年07月26日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.1,0.43478260869565216,0.5652173913043478,0.0,0.5,0.5,0.0,0.46556469584680915,0.534435304153191,,0.04655646958468092,0.04111040801178392,,21417.99,3.0,,,,,,,,,,,,,,,2111.0,,,,,1823.0,,17483.99,,,,,21417.99,0.09856200325053845,,,,,0.08511536329973074,,0.8163226334497308,,,,,1.0,0.04928100162526922,,,,,0.04255768164986537,,0.042964349128933196,,,,,2.0,,,,,2.0,,19.0,,,,,2.0,,,,,2.0,,16.0,,,,
滝沢市議会議員選挙（2019年07月21日投票）,滝沢市議会議員選挙,岩手県,滝沢市,20190721.0,2019.0,7.0,21.0,20190714.0,58.39,20.0,22.0,1.1,,,,,任期満了,49.72,,,,滝沢市議会議員選挙（2019年07月21日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.15,0.7272727272727273,0.2727272727272727,0.0,0.75,0.25,0.0,0.7507849974476329,0.24921500255236706,,0.04692406234047706,0.041535833758727846,,25158.999,4.0,64.86363636363636,5.529223638955723,47.0,62.0,65.0,68.75,75.0,65.15,5.712048669260443,47.0,62.0,65.5,69.25,75.0,2187.0,,,,,1938.0,,18931.999,,2102.0,,,25158.999,0.08692714682328975,,,,,0.07703009169800436,,0.7524941274491883,,0.08354863402951763,,,1.0,0.043463573411644876,,,,,0.03851504584900218,,0.044264360438187544,,0.08354863402951763,,,2.0,,,,,2.0,,17.0,,1.0,,,2.0,,,,,2.0,,15.0,,1.0,,
滝沢村議会議員選挙（2003年04月27日投票）,滝沢村議会議員選挙,岩手県,滝沢村,20030427.0,2003.0,4.0,27.0,20030422.0,57.28,22.0,25.0,1.1363636363636365,38959.0,,,,任期満了,,,,,滝沢村議会議員選挙（2003年04月27日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.64,0.24,0.12,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.637807486631016,0.30163708264054284,0.060555430728441106,0.0398629679144385,0.05027284710675714,0.020185143576147035,22253.0,3.0,,,,,,,,,,,,,,,1429.0,,,,,1684.2,,19139.8,,,,,22253.0,0.06421606075585315,,,,,0.07568417741428123,,0.8600997618298656,,,,,1.0,0.06421606075585315,,,,,0.03784208870714061,,0.039095443719539345,,,,,1.0,,,,,2.0,,22.0,,,,,1.0,,,,,2.0,,19.0,,,,
滝沢村議会議員選挙（2007年04月22日投票）,滝沢村議会議員選挙,岩手県,滝沢村,20070422.0,2007.0,4.0,22.0,20070417.0,56.15,22.0,26.0,1.181818181818182,40644.0,,,1685.0,任期満了,57.28,,,,滝沢村議会議員選挙（2007年04月22日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.09090909090909091,0.6923076923076923,0.19230769230769232,0.11538461538461539,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7198227609050981,0.23409135760297134,0.046085881491930526,0.03999015338361656,0.04681827152059427,0.015361960497310175,22599.980000000003,1.0,58.57692307692308,7.169234896004094,47.0,55.25,57.5,63.0,78.0,56.54545454545455,5.2977462852121695,47.0,52.0,56.5,61.0,64.0,,,,,,,,22599.980000000003,,,,,22599.980000000003,,,,,,,,1.0,,,,,1.0,,,,,,,,0.038461538461538464,,,,,,,,,,,,26.0,,,,,,,,,,,,22.0,,,,
滝沢村議会議員選挙（2011年07月31日投票）,滝沢村議会議員選挙,岩手県,滝沢村,20110731.0,2011.0,7.0,31.0,20110726.0,,20.0,22.0,1.1,42225.0,,,1581.0,任期満了,56.15,,,,滝沢村議会議員選挙（2011年07月31日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8636363636363636,0.13636363636363635,0.0,0.9,0.1,0.0,0.8774544159544159,0.12254558404558405,,0.04618181136602189,0.04084852801519468,,21060.0,3.0,,,,,,,,,,,,,,,1472.0,,,,,1887.19,,17700.809999999998,,,,,21059.999999999996,0.06989553656220324,,,,,0.08961016144349479,,0.8404943019943021,,,,,1.0,0.06989553656220324,,,,,0.044805080721747395,,0.04423654221022642,,,,,1.0,,,,,2.0,,19.0,,,,,1.0,,,,,2.0,,17.0,,,,
田野畑村議会議員選挙（2005年08月07日投票）,田野畑村議会議員選挙,岩手県,田野畑村,20050807.0,2005.0,8.0,7.0,20050802.0,81.71,1.0,2.0,2.0,3581.0,,,,任期満了,,,,,田野畑村議会議員選挙（2005年08月07日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.6175384615384616,0.38246153846153846,,0.6175384615384616,0.38246153846153846,,3250.0,1.0,,,,,,,,,,,,,,,,,,,,,,3250.0,,,,,3250.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
田野畑村議会議員選挙（2007年04月22日投票）,田野畑村議会議員選挙,岩手県,田野畑村,20070422.0,2007.0,4.0,22.0,20070417.0,89.44,10.0,14.0,1.4,3448.0,,,-133.0,任期満了,81.71,,,,田野畑村議会議員選挙（2007年04月22日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.9,0.1,0.0,0.8317453802781116,0.1365965361450689,0.03165808357681947,0.07561321638891924,0.06829826807253445,0.03165808357681947,3069.9899999999993,2.0,58.214285714285715,4.945106837334564,50.0,56.0,57.5,60.5,69.0,56.1,3.2388269481403293,50.0,55.25,56.5,58.0,61.0,,,,,,258.55,,2811.44,,,,,3069.9900000000002,,,,,,0.0842185153697569,,0.915781484630243,,,,,1.0,,,,,,0.0842185153697569,,0.07044472958694177,,,,,,,,,,1.0,,13.0,,,,,,,,,,1.0,,9.0,,,,
田野畑村議会議員選挙（2011年08月28日投票）,田野畑村議会議員選挙,岩手県,田野畑村,20110828.0,2011.0,8.0,28.0,20110823.0,無投票,10.0,10.0,1.0,3287.0,,,-161.0,任期満了,89.44,,,,田野畑村議会議員選挙（2011年08月28日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,,
田野畑村議会議員選挙（2015年08月09日投票）,田野畑村議会議員選挙,岩手県,田野畑村,20150809.0,2015.0,8.0,9.0,20150804.0,88.5,10.0,15.0,1.5,,,,,任期満了,,,,,田野畑村議会議員選挙（2015年08月09日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.06666666666666667,0.1,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.6770833333333334,0.3229166666666667,,0.06770833333333334,0.06458333333333334,,2688.0,2.0,61.06666666666667,7.758579480520616,45.0,58.5,63.0,66.0,74.0,61.0,6.356099432828281,45.0,59.0,63.5,65.75,67.0,,,,,,158.46,,2529.54,,,,,2688.0,,,,,,0.05895089285714286,,0.9410491071428572,,,,,1.0,,,,,,0.05895089285714286,,0.06721779336734694,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,9.0,,,,
田野畑村議会議員選挙（2019年08月04日投票）,田野畑村議会議員選挙,岩手県,田野畑村,20190804.0,2019.0,8.0,4.0,20190730.0,84.46,10.0,11.0,1.1,2883.0,,,,任期満了,88.5,,,,田野畑村議会議員選挙（2019年08月04日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.7,0.1,0.2,0.6659301870283005,0.09892392295026733,0.23514589002143216,0.08324127337853757,0.09892392295026733,0.11757294501071608,2415.998,2.0,65.0909090909091,6.473084770515599,49.0,62.5,67.0,70.0,73.0,64.5,6.5,49.0,62.25,65.0,69.5,73.0,,,,,,243.62099999999998,,2172.377,,,,,2415.998,,,,,,0.10083659009651497,,0.899163409903485,,,,,1.0,,,,,,0.10083659009651497,,0.0899163409903485,,,,,,,,,,1.0,,10.0,,,,,,,,,,1.0,,9.0,,,,
盛岡市議会議員選挙（1999年04月25日投票）,盛岡市議会議員選挙,岩手県,盛岡市,19990425.0,1999.0,4.0,25.0,19990418.0,60.25,44.0,52.0,1.181818181818182,214028.0,,,,任期満了,,,,,盛岡市議会議員選挙（1999年04月25日投票）,1.0,52.0,44.0,1.1818181818181819,0.0,0.0,0.0,0.09615384615384616,0.11363636363636363,0.6346153846153846,0.34615384615384615,0.019230769230769232,0.7045454545454546,0.2727272727272727,0.022727272727272728,0.6668583760927966,0.3160046364766543,0.017136987430549127,0.020207829578569595,0.017555813137591903,0.017136987430549127,127501.99,6.0,54.25,9.339484008148498,28.0,49.75,53.0,61.0,72.0,54.31818181818182,9.748595999780798,28.0,50.0,53.0,61.5,72.0,5502.17,,,,,11177.65,2182.46,93894.05,11479.47,,,3266.19,127501.99,0.04315360097516909,,,,,0.087666474852667,0.017117066172849537,0.7364124277589706,0.09003365359238706,,,0.02561677664795663,1.0,0.021576800487584546,,,,,0.0175332949705334,0.017117066172849537,0.019379274414709755,0.01800673071847741,,,0.02561677664795663,2.0,,,,,5.0,1.0,38.0,5.0,,,1.0,2.0,,,,,4.0,1.0,32.0,4.0,,,1.0
盛岡市議会議員選挙（2003年04月27日投票）,盛岡市議会議員選挙,岩手県,盛岡市,20030427.0,2003.0,4.0,27.0,20030420.0,無投票,44.0,44.0,1.0,217785.0,,,3757.0,任期満了,60.25,,,,盛岡市議会議員選挙（2003年04月27日投票）,1.0,44.0,38.0,1.1578947368421053,1.0,1.0,0.0,0.13636363636363635,0.15789473684210525,0.7045454545454546,0.29545454545454547,0.0,0.7368421052631579,0.2631578947368421,0.0,,,,,,,116950.96,5.0,53.81818181818182,8.194434716963613,34.0,49.0,54.0,57.75,71.0,53.28947368421053,8.097783630289939,34.0,48.25,54.0,57.0,68.0,6067.49,,,,,9568.43,2375.92,89972.59,8966.529999999999,,,,116950.96,0.051880634412919735,,,,,0.08181574567664943,0.020315523703268445,0.7693189521488323,0.07666914405833007,,,,1.0,0.025940317206459867,,,,,0.020453936419162357,0.020315523703268445,0.023312695519661586,0.019167286014582518,,,,2.0,,,,,4.0,1.0,33.0,4.0,,,,2.0,,,,,4.0,1.0,28.0,3.0,,,
盛岡市議会議員選挙（2007年04月22日投票）,盛岡市議会議員選挙,岩手県,盛岡市,20070422.0,2007.0,4.0,22.0,20070415.0,54.44,42.0,58.0,1.380952380952381,232089.0,,,14304.0,任期満了,54.34,,,,盛岡市議会議員選挙（2007年04月22日投票）,1.0,58.0,42.0,1.380952380952381,0.0,0.0,0.0,0.10344827586206896,0.11904761904761904,0.7068965517241379,0.2413793103448276,0.05172413793103448,0.7857142857142857,0.16666666666666666,0.047619047619047616,0.752156315730181,0.19164862957407303,0.056195054695745934,0.01834527599341905,0.013689187826719502,0.018731684898581978,125070.97000000002,5.0,55.51724137931034,9.718878499423873,25.0,51.0,56.5,61.0,72.0,54.285714285714285,9.822921964383477,25.0,51.0,54.5,60.0,72.0,6060.75,,,,,11656.499999999998,7075.42,92099.25,8179.05,,,,125070.97,0.04845848720930205,,,,,0.09319908528733725,0.05657124111214617,0.7363759152103801,0.06539527118083437,,,,1.0,0.024229243604651025,,,,,0.01863981705746745,0.01885708037071539,0.016363909226897337,0.02179842372694479,,,,2.0,,,,,5.0,3.0,45.0,3.0,,,,2.0,,,,,5.0,2.0,30.0,3.0,,,
