,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
美濃加茂市議会議員選挙（2014年09月28日投票）,美濃加茂市議会議員選挙,岐阜県,美濃加茂市,20140928.0,2014.0,9.0,28.0,20140921.0,59.79,16.0,20.0,1.25,,,,,任期満了,65.35,,,,美濃加茂市議会議員選挙（2014年09月28日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.65,0.2,0.15,0.6875,0.1875,0.125,0.7040502005369352,0.17464574573366054,0.12130405372940417,0.0541577077336104,0.043661436433415135,0.04043468457646806,23746.997000000003,3.0,62.3,6.950539547402057,44.0,60.0,63.0,66.25,72.0,61.4375,6.954933051439101,44.0,60.0,63.0,65.25,72.0,,2042.0,,,2035.0,,,,19669.997,,,,,23746.997,,0.08598982010230599,,,0.08569504598834118,,,,0.8283151339093529,,,,,1.0,,0.08598982010230599,,,0.04284752299417059,,,,0.048724419641726635,,,,,,1.0,,,2.0,,,,17.0,,,,,,1.0,,,2.0,,,,13.0,,,,
美濃加茂市議会議員選挙（2018年09月30日投票）,美濃加茂市議会議員選挙,岐阜県,美濃加茂市,20180930.0,2018.0,9.0,30.0,20180923.0,49.56,16.0,20.0,1.25,41993.0,,,,任期満了,59.79,,,,美濃加茂市議会議員選挙（2018年09月30日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.125,0.6,0.3,0.1,0.75,0.1875,0.0625,0.7282207045259582,0.18471525886635684,0.087064036607685,0.060685058710496516,0.03078587647772614,0.0435320183038425,20490.998,5.0,63.9,8.377947242612596,42.0,61.0,66.0,68.25,76.0,62.25,8.40014880820572,42.0,60.5,65.0,67.0,76.0,,1883.0,,261.0,1472.0,,,,13752.998,,,,3122.0,20490.998,,0.09189401121409509,,0.01273730054534191,0.07183642299901645,,,,0.6711726778754261,,,,0.15235958736612049,1.0,,0.09189401121409509,,0.01273730054534191,0.07183642299901645,,,,0.044744845191695075,,,,0.07617979368306024,,1.0,,1.0,1.0,,,,15.0,,,,2.0,,1.0,,0.0,1.0,,,,12.0,,,,2.0
美濃市議会議員選挙（1999年04月25日投票）,美濃市議会議員選挙,岐阜県,美濃市,19990425.0,1999.0,4.0,25.0,19990418.0,81.5,20.0,22.0,1.1,20033.0,,,,任期満了,,,,,美濃市議会議員選挙（1999年04月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.75,0.25,0.0,0.7136631578947369,0.28633684210526317,,0.044603947368421056,0.04772280701754386,,16150.0,3.0,59.36363636363637,8.936876892686914,38.0,51.5,61.0,65.75,72.0,58.95,9.270787453069994,38.0,50.75,59.5,66.25,72.0,,1023.0,,,1353.0,,,,13774.0,,,,,16150.0,,0.063343653250774,,,0.08377708978328173,,,,0.8528792569659442,,,,,1.0,,0.063343653250774,,,0.041888544891640865,,,,0.04488838194557601,,,,,,1.0,,,2.0,,,,19.0,,,,,,1.0,,,2.0,,,,17.0,,,,
美濃市議会議員選挙（2003年04月27日投票）,美濃市議会議員選挙,岐阜県,美濃市,20030427.0,2003.0,4.0,27.0,20030420.0,76.41,18.0,19.0,1.0555555555555556,19766.0,,,-267.0,任期満了,81.5,,,,美濃市議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7776127516778524,0.12201342281879196,0.10037382550335572,0.05184085011185682,0.06100671140939598,0.05018691275167786,14900.0,3.0,59.578947368421055,8.53670582018543,42.0,54.0,60.0,67.5,73.0,60.0,8.576453553512405,42.0,54.0,60.0,68.25,73.0,,1107.0,,,1604.0,,,,12189.0,,,,,14900.0,,0.07429530201342281,,,0.1076510067114094,,,,0.8180536912751678,,,,,1.0,,0.07429530201342281,,,0.0538255033557047,,,,0.05112835570469799,,,,,,1.0,,,2.0,,,,16.0,,,,,,1.0,,,2.0,,,,15.0,,,,
美濃市議会議員選挙（2007年04月22日投票）,美濃市議会議員選挙,岐阜県,美濃市,20070422.0,2007.0,4.0,22.0,20070415.0,73.63,15.0,17.0,1.1333333333333333,19332.0,,,-434.0,任期満了,76.41,,,,美濃市議会議員選挙（2007年04月22日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.11764705882352941,0.13333333333333333,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8,0.13333333333333333,0.06666666666666667,0.7828966448677851,0.12377096957634348,0.09333238555587148,0.05592118891912751,0.06188548478817174,0.09333238555587148,14068.0,3.0,61.294117647058826,7.598488285274465,46.0,57.0,61.0,67.0,75.0,61.733333333333334,7.978860960201163,46.0,57.0,62.0,67.5,75.0,,1164.0,,,1597.0,,,,11307.0,,,,,14068.0,,0.08274097241967586,,,0.11352004549331816,,,,0.803738982087006,,,,,1.0,,0.08274097241967586,,,0.05676002274665908,,,,0.057409927291929,,,,,,1.0,,,2.0,,,,14.0,,,,,,1.0,,,2.0,,,,12.0,,,,
美濃市議会議員選挙（2011年04月24日投票）,美濃市議会議員選挙,岐阜県,美濃市,20110424.0,2011.0,4.0,24.0,20110417.0,67.3,13.0,14.0,1.0769230769230769,18810.0,,,-522.0,任期満了,73.63,,,,美濃市議会議員選挙（2011年04月24日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.7142857142857143,0.2857142857142857,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6548575077831883,0.34514249221681165,,0.06548575077831884,0.08628562305420291,,12527.0,3.0,,,,,,,,,,,,,,,,1017.0,,,1358.0,,,,10152.0,,,,,12527.0,,0.08118464117506187,,,0.10840584337830286,,,,0.8104095154466353,,,,,1.0,,0.08118464117506187,,,0.05420292168915143,,,,0.07367359231333048,,,,,,1.0,,,2.0,,,,11.0,,,,,,1.0,,,1.0,,,,11.0,,,,
美濃市議会議員選挙（2015年04月26日投票）,美濃市議会議員選挙,岐阜県,美濃市,20150426.0,2015.0,4.0,26.0,20150419.0,65.22,13.0,14.0,1.0769230769230769,17986.0,,,-824.0,任期満了,67.3,,,,美濃市議会議員選挙（2015年04月26日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.15384615384615385,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5679817540235821,0.3344582149926844,0.09756003098373353,0.07099771925294776,0.06689164299853688,0.09756003098373353,11619.0,3.0,62.92857142857143,5.161177685571465,54.0,58.75,64.0,65.75,72.0,63.07692307692308,5.327166059440242,54.0,58.0,64.0,66.0,72.0,,875.0,,,,,,,9375.0,,,,1369.0,11619.0,,0.07530768568723642,,,,,,,0.806868060934676,,,,0.11782425337808762,1.0,,0.07530768568723642,,,,,,,0.07335164190315237,,,,0.05891212668904381,,1.0,,,,,,,11.0,,,,2.0,,1.0,,,,,,,10.0,,,,2.0
美濃市議会議員選挙（2019年04月21日投票）,美濃市議会議員選挙,岐阜県,美濃市,20190421.0,2019.0,4.0,21.0,20190414.0,60.96,13.0,14.0,1.0769230769230769,17294.0,,,-692.0,任期満了,65.22,,,,美濃市議会議員選挙（2019年04月21日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.7857142857142857,0.21428571428571427,0.0,0.7692307692307693,0.23076923076923078,0.0,0.765302196375497,0.23469780362450302,,0.069572926943227,0.07823260120816768,,10455.999,4.0,65.64285714285714,5.874972861422339,57.0,60.0,67.5,69.0,76.0,65.23076923076923,5.898550619286405,57.0,60.0,67.0,69.0,76.0,,843.0,,,726.0,,,,8058.999,,,,828.0,10455.999,,0.0806235731277327,,,0.06943382454416838,,,,0.7707536123521053,,,,0.07918898997599369,1.0,,0.0806235731277327,,,0.06943382454416838,,,,0.07006851021382775,,,,0.07918898997599369,,1.0,,,1.0,,,,11.0,,,,1.0,,1.0,,,1.0,,,,10.0,,,,1.0
羽島市議会議員選挙（1999年04月25日投票）,羽島市議会議員選挙,岐阜県,羽島市,19990425.0,1999.0,4.0,25.0,19990418.0,70.69,23.0,31.0,1.3478260869565215,50377.0,,,,任期満了,,,,,羽島市議会議員選挙（1999年04月25日投票）,1.0,31.0,23.0,1.3478260869565217,0.0,0.0,0.0,0.06451612903225806,0.08695652173913043,0.6129032258064516,0.3870967741935484,0.0,0.7391304347826086,0.2608695652173913,0.0,0.6551713861517935,0.34482861384820657,,0.03448270453430492,0.02873571782068388,,35233.009999999995,5.0,57.45161290322581,10.121324373616456,37.0,50.0,57.0,64.0,80.0,58.17391304347826,10.072140543244688,37.0,50.0,61.0,64.0,80.0,,3527.0,,,2472.0,,1398.75,,21355.260000000002,,,,6480.0,35233.01,,0.10010498677234786,,,0.07016147641089988,,0.03969998589391028,,0.6061151176127161,,,,0.18391843331012592,1.0,,0.05005249338617393,,,0.03508073820544994,,0.03969998589391028,,0.028862624648224575,,,,0.03678368666202518,,2.0,,,2.0,,1.0,,21.0,,,,5.0,,2.0,,,2.0,,1.0,,13.0,,,,5.0
羽島市議会議員選挙（2003年04月27日投票）,羽島市議会議員選挙,岐阜県,羽島市,20030427.0,2003.0,4.0,27.0,20030420.0,58.14,21.0,22.0,1.0476190476190477,52356.0,,,1979.0,任期満了,70.69,,,,羽島市議会議員選挙（2003年04月27日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.13636363636363635,0.09523809523809523,0.8636363636363636,0.13636363636363635,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8614690325843297,0.13853096741567028,,0.04534047539917525,0.04617698913855676,,30116.010000000002,5.0,60.72727272727273,9.964399439923467,41.0,53.0,60.5,66.75,84.0,60.714285714285715,10.198706067054628,41.0,53.0,60.0,67.0,84.0,,3728.0,,,2431.0,,1618.16,,18588.85,,,,3750.0,30116.01,,0.12378797855359991,,,0.08072118451282226,,0.05373088931767522,,0.6172414606051732,,,,0.12451848701072951,1.0,,0.061893989276799954,,,0.04036059225641113,,0.05373088931767522,,0.044088675757512366,,,,0.04150616233690984,,2.0,,,2.0,,1.0,,14.0,,,,3.0,,2.0,,,2.0,,1.0,,13.0,,,,3.0
羽島市議会議員選挙（2007年04月22日投票）,羽島市議会議員選挙,岐阜県,羽島市,20070422.0,2007.0,4.0,22.0,20070415.0,61.79,18.0,24.0,1.3333333333333333,53092.0,,,736.0,任期満了,58.14,,,,羽島市議会議員選挙（2007年04月22日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7011345768459997,0.29886542315400033,,0.04382091105287498,0.03735817789425004,,32435.0,4.0,62.125,8.298154915401375,49.0,56.0,62.5,69.25,77.0,62.55555555555556,8.10502054437195,49.0,56.25,64.0,68.75,77.0,,3443.3,,,2312.0,,1760.87,,24918.83,,,,,32435.0,,0.10616001233235703,,,0.0712810235856328,,0.054289193772159704,,0.7682697703098506,,,,,1.0,,0.053080006166178514,,,0.0356405117928164,,0.054289193772159704,,0.040435251068939505,,,,,,2.0,,,2.0,,1.0,,19.0,,,,,,2.0,,,1.0,,1.0,,14.0,,,,
羽島市議会議員選挙（2011年04月24日投票）,羽島市議会議員選挙,岐阜県,羽島市,20110424.0,2011.0,4.0,24.0,20110417.0,56.17,18.0,21.0,1.1666666666666667,53773.0,,,681.0,任期満了,61.79,,,,羽島市議会議員選挙（2011年04月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.6666666666666666,0.3333333333333333,0.0,0.6688567788654955,0.31014483036073487,0.020998390773769613,0.051450521451191965,0.04430640433724784,0.020998390773769613,29828.0,5.0,,,,,,,,,,,,,,,,3502.0,,,1522.44,,1781.66,,17346.899999999998,,,,5675.0,29828.0,,0.11740646372535872,,,0.05104063296231729,,0.05973112511733941,,0.5815643019981225,,,,0.190257476196862,1.0,,0.05870323186267936,,,0.05104063296231729,,0.05973112511733941,,0.044735715538317115,,,,0.0475643690492155,,2.0,,,1.0,,1.0,,13.0,,,,4.0,,2.0,,,1.0,,1.0,,10.0,,,,4.0
羽島市議会議員選挙（2015年04月26日投票）,羽島市議会議員選挙,岐阜県,羽島市,20150426.0,2015.0,4.0,26.0,20150419.0,52.03,18.0,20.0,1.1111111111111112,,,,,任期満了,56.17,,,,羽島市議会議員選挙（2015年04月26日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.3,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7411906403047342,0.25880935969526575,,0.052942188593195307,0.043134893282544294,,27565.0,4.0,,,,,,,,,,,,,,,,3233.0,,,1716.44,,,,19356.56,,,,3259.0,27565.0,,0.11728641393070924,,,0.062268819154725194,,,,0.7022151278795574,,,,0.11822963903500816,1.0,,0.05864320696535462,,,0.062268819154725194,,,,0.046814341858637164,,,,0.05911481951750408,,2.0,,,1.0,,,,15.0,,,,2.0,,2.0,,,1.0,,,,13.0,,,,2.0
羽島市議会議員選挙（2019年04月21日投票）,羽島市議会議員選挙,岐阜県,羽島市,20190421.0,2019.0,4.0,21.0,20190414.0,43.7,18.0,19.0,1.0555555555555556,55019.0,,,,任期満了,52.03,,,,羽島市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,,,,,,,,,,,,,23659.997,4.0,59.31578947368421,12.490217778974271,31.0,57.5,63.0,67.5,76.0,58.888888888888886,12.696845141341601,31.0,57.25,63.0,67.5,76.0,,3132.0,,,1527.0,,,,16091.460000000001,,,,2909.5370000000003,23659.997,,0.1323753337754016,,,0.06453931503034425,,,,0.68011251227124,,,,0.12297283892301425,1.0,,0.0661876668877008,,,0.06453931503034425,,,,0.04857946516223143,,,,0.061486419461507125,,2.0,,,1.0,,,,14.0,,,,2.0,,2.0,,,1.0,,,,13.0,,,,2.0
輪之内町議会議員選挙（1999年04月25日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,19990425.0,1999.0,4.0,25.0,19990420.0,86.56,15.0,17.0,1.1333333333333333,6912.0,,,,任期満了,,,,,輪之内町議会議員選挙（1999年04月25日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.6666666666666666,0.3333333333333333,0.0,0.6417682926829268,0.33553523035230354,0.022696476964769646,0.06417682926829268,0.05592253839205059,0.022696476964769646,5904.0,2.0,57.8235294117647,7.358350951111478,48.0,52.0,58.0,61.0,74.0,57.93333333333333,7.689531122824648,48.0,51.5,58.0,61.0,74.0,,,,,416.96,,,,5487.040000000001,,,,,5904.000000000001,,,,,0.07062330623306232,,,,0.9293766937669377,,,,,1.0,,,,,0.07062330623306232,,,,0.058086043360433603,,,,,,,,,1.0,,,,16.0,,,,,,,,,1.0,,,,14.0,,,,
輪之内町議会議員選挙（2003年04月27日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,20030427.0,2003.0,4.0,27.0,20030422.0,81.08,15.0,16.0,1.0666666666666669,7221.0,,,309.0,任期満了,86.56,,,,輪之内町議会議員選挙（2003年04月27日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.1875,0.13333333333333333,0.75,0.25,0.0,0.8,0.2,0.0,0.7694838933148597,0.23051610668514028,,0.06412365777623831,0.05762902667128507,,5774.0,2.0,61.5,7.416198487095663,52.0,56.5,61.5,65.0,78.0,61.733333333333334,7.602338821412497,52.0,56.0,62.0,65.0,78.0,,,,,501.04,,,,5272.96,,,,,5774.0,,,,,0.08677519916868723,,,,0.9132248008313127,,,,,1.0,,,,,0.08677519916868723,,,,0.06088165338875418,,,,,,,,,1.0,,,,15.0,,,,,,,,,1.0,,,,14.0,,,,
輪之内町議会議員選挙（2007年04月22日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,20070422.0,2007.0,4.0,22.0,20070417.0,77.37,9.0,11.0,1.2222222222222223,7530.0,,,309.0,任期満了,81.08,,,,輪之内町議会議員選挙（2007年04月22日投票）,1.0,11.0,9.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.1111111111111111,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8888888888888888,0.1111111111111111,0.0,0.8759581881533101,0.09895470383275261,0.025087108013937282,0.09732868757259,0.09895470383275261,0.025087108013937282,5740.0,3.0,61.45454545454545,4.887156383896586,56.0,56.5,61.0,65.5,69.0,61.22222222222222,4.416579314300398,56.0,57.0,61.0,65.0,69.0,,,,,649.0,,473.0,,4618.0,,,,,5740.0,,,,,0.11306620209059233,,0.082404181184669,,0.8045296167247387,,,,,1.0,,,,,0.11306620209059233,,0.082404181184669,,0.08939217963608208,,,,,,,,,1.0,,1.0,,9.0,,,,,,,,,1.0,,1.0,,7.0,,,,
輪之内町議会議員選挙（2011年05月22日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,20110522.0,2011.0,5.0,22.0,20110517.0,64.92,9.0,11.0,1.2222222222222223,7577.0,,,47.0,任期満了,77.37,,,,輪之内町議会議員選挙（2011年05月22日投票）,1.0,11.0,9.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.1111111111111111,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6364009860312243,0.1271569433032046,0.23644207066557107,0.09091442657588919,0.1271569433032046,0.07881402355519036,4868.0,2.0,64.45454545454545,4.29298871022458,60.0,60.5,63.0,67.5,73.0,64.0,3.4641016151377544,60.0,61.0,63.0,66.0,70.0,,,,,401.35,,,,4466.65,,,,,4868.0,,,,,0.08244658997534922,,,,0.9175534100246507,,,,,1.0,,,,,0.08244658997534922,,,,0.09175534100246507,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,8.0,,,,
輪之内町議会議員選挙（2015年05月17日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,20150517.0,2015.0,5.0,17.0,20150512.0,55.92,9.0,10.0,1.1111111111111112,,,,,任期満了,64.92,,,,輪之内町議会議員選挙（2015年05月17日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.9,0.0,0.1,0.8888888888888888,0.0,0.1111111111111111,0.9134199134199135,,0.08658008658008658,0.10149110149110149,,0.08658008658008658,4158.0,2.0,68.9,4.253234063627348,64.0,65.5,67.5,72.25,77.0,69.44444444444444,4.139541335599368,64.0,67.0,68.0,73.0,77.0,,,,,457.0,,,,3701.0,,,,,4158.0,,,,,0.10990860990860991,,,,0.89009139009139,,,,,1.0,,,,,0.10990860990860991,,,,0.09889904334348779,,,,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,8.0,,,,
輪之内町議会議員選挙（2019年05月19日投票）,輪之内町議会議員選挙,岐阜県,輪之内町,20190519.0,2019.0,5.0,19.0,20190514.0,56.37,9.0,11.0,1.2222222222222223,7596.0,,,,任期満了,55.92,,,,輪之内町議会議員選挙（2019年05月19日投票）,1.0,11.0,9.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.45454545454545453,0.5454545454545454,0.0,0.4444444444444444,0.5555555555555556,0.0,0.4709207607536522,0.5290792392463478,,0.09418415215073044,0.08817987320772463,,4246.999,2.0,65.9090909090909,10.299642936922579,46.0,58.5,68.0,72.5,81.0,64.66666666666667,10.055402085998905,46.0,55.0,68.0,72.0,77.0,,,,,310.442,,,,3936.557,,,,,4246.999,,,,,0.07309679140494264,,,,0.9269032085950574,,,,,1.0,,,,,0.07309679140494264,,,,0.09269032085950574,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,8.0,,,,
郡上市議会議員補欠選挙（2007年04月22日投票）,郡上市議会議員補欠選挙,岐阜県,郡上市,20070422.0,2007.0,4.0,22.0,20070415.0,91.53,1.0,2.0,2.0,2774.0,,,,その他,,,,,郡上市議会議員補欠選挙（2007年04月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.38455382152861145,0.6154461784713886,,0.38455382152861145,0.6154461784713886,2499.0,1.0,51.0,4.0,47.0,49.0,51.0,53.0,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,2499.0,,,,,2499.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
郡上市議会議員補欠選挙（2011年08月28日投票）,郡上市議会議員補欠選挙,岐阜県,郡上市,20110828.0,2011.0,8.0,28.0,20110821.0,無投票,1.0,1.0,1.0,2742.0,,,-32.0,その他,91.53,,,,郡上市議会議員補欠選挙（2011年08月28日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
郡上市議会議員選挙（2008年03月30日投票）,郡上市議会議員選挙,岐阜県,郡上市,20080330.0,2008.0,3.0,30.0,20080323.0,,0.0,27.0,,38863.0,,,,任期満了,,,,,郡上市議会議員選挙（2008年03月30日投票）,7.0,27.0,21.0,1.2857142857142858,0.14814814814814814,0.2857142857142857,0.2857142857142857,0.037037037037037035,0.047619047619047616,0.7407407407407407,0.1111111111111111,0.14814814814814814,0.7619047619047619,0.09523809523809523,0.14285714285714285,0.6779674076357052,0.1111838810340178,0.210848711330277,0.042372962977231574,0.03706129367800593,0.05271217783256925,25957.0,2.0,58.96296296296296,8.787539500913196,28.0,56.5,59.0,66.0,70.0,58.857142857142854,8.664573268890557,28.0,57.0,59.0,65.0,70.0,,,,,2392.0,,,,,,,,,2392.0,,,,,1.0,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,2.0,,,,25.0,,,,,,,,,1.0,,,,20.0,,,,
郡上市議会議員選挙（2012年04月01日投票）,郡上市議会議員選挙,岐阜県,郡上市,20120401.0,2012.0,4.0,1.0,20120325.0,80.26,18.0,19.0,1.0555555555555556,37481.0,,,-1382.0,任期満了,,,,,郡上市議会議員選挙（2012年04月01日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8421052631578947,0.05263157894736842,0.10526315789473684,0.8888888888888888,0.0,0.1111111111111111,0.8312823616434671,0.02323313832291036,0.14548450003362248,0.051955147602716696,0.02323313832291036,0.07274225001681124,29742.000000000004,2.0,60.89473684210526,9.391456009766513,32.0,59.5,62.0,64.5,74.0,60.77777777777778,9.63532595052391,32.0,59.25,61.5,64.75,74.0,,,,,1286.0,,,,28456.0,,,,,29742.0,,,,,0.043238517920785424,,,,0.9567614820792146,,,,,1.0,,,,,0.043238517920785424,,,,0.05315341567106748,,,,,,,,,1.0,,,,18.0,,,,,,,,,1.0,,,,17.0,,,,
郡上市議会議員選挙（2016年04月03日投票）,郡上市議会議員選挙,岐阜県,郡上市,20160403.0,2016.0,4.0,3.0,20160327.0,77.52,18.0,19.0,1.0555555555555556,35824.0,,,-1657.0,任期満了,80.26,,,,郡上市議会議員選挙（2016年04月03日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.05555555555555555,0.7368421052631579,0.2631578947368421,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7475562359632293,0.2524437640367708,,0.05339687399737352,0.05048875280735417,,27508.998,0.0,61.21052631578947,9.92911162278522,36.0,57.0,65.0,67.5,73.0,61.388888888888886,10.17152282321629,36.0,57.5,65.0,67.75,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郡上市議会議員選挙（2020年03月29日投票）,郡上市議会議員選挙,岐阜県,郡上市,20200329.0,2020.0,3.0,29.0,20200322.0,72.93,18.0,19.0,1.0555555555555556,,,,,任期満了,77.52,,,,郡上市議会議員選挙（2020年03月29日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6815927749212519,0.3184072250787481,,0.04868519820866085,0.06368144501574961,,24945.998,2.0,63.26315789473684,9.441465682733119,40.0,60.0,64.0,71.0,73.0,62.94444444444444,9.600186469382434,40.0,60.0,63.0,71.0,73.0,,,,,1148.0,,,,23797.998,,,,,24945.998,,,,,0.04601940559764336,,,,0.9539805944023566,,,,,1.0,,,,,0.04601940559764336,,,,0.05299892191124203,,,,,,,,,1.0,,,,18.0,,,,,,,,,1.0,,,,17.0,,,,
