,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みどり京都,得票数_みんなの党,得票数_京都党,得票数_公明党,得票数_北近畿の明日をつくる会,得票数_向日市・生活者ネットワーク,得票数_国民新党,得票数_国民民主党,得票数_地域政党ふくちやま,得票数_地域政党京都久御山党,得票数_地域政党京都党,得票数_地域政党京都宇治党,得票数_宇治維新21（片岡維新）,得票数_宇治維新の会,得票数_市民ネットワーク・きょうと,得票数_幸福実現党,得票数_政事公団太平会,得票数_新社会党,得票数_日本共産党,得票数_日本第一党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みどり京都,得票率_みんなの党,得票率_京都党,得票率_公明党,得票率_北近畿の明日をつくる会,得票率_向日市・生活者ネットワーク,得票率_国民新党,得票率_国民民主党,得票率_地域政党ふくちやま,得票率_地域政党京都久御山党,得票率_地域政党京都党,得票率_地域政党京都宇治党,得票率_宇治維新21（片岡維新）,得票率_宇治維新の会,得票率_市民ネットワーク・きょうと,得票率_幸福実現党,得票率_政事公団太平会,得票率_新社会党,得票率_日本共産党,得票率_日本第一党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みどり京都,一人あたり得票率_みんなの党,一人あたり得票率_京都党,一人あたり得票率_公明党,一人あたり得票率_北近畿の明日をつくる会,一人あたり得票率_向日市・生活者ネットワーク,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ふくちやま,一人あたり得票率_地域政党京都久御山党,一人あたり得票率_地域政党京都党,一人あたり得票率_地域政党京都宇治党,一人あたり得票率_宇治維新21（片岡維新）,一人あたり得票率_宇治維新の会,一人あたり得票率_市民ネットワーク・きょうと,一人あたり得票率_幸福実現党,一人あたり得票率_政事公団太平会,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みどり京都,立候補者数_みんなの党,立候補者数_京都党,立候補者数_公明党,立候補者数_北近畿の明日をつくる会,立候補者数_向日市・生活者ネットワーク,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ふくちやま,立候補者数_地域政党京都久御山党,立候補者数_地域政党京都党,立候補者数_地域政党京都宇治党,立候補者数_宇治維新21（片岡維新）,立候補者数_宇治維新の会,立候補者数_市民ネットワーク・きょうと,立候補者数_幸福実現党,立候補者数_政事公団太平会,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みどり京都,当選者数_みんなの党,当選者数_京都党,当選者数_公明党,当選者数_北近畿の明日をつくる会,当選者数_向日市・生活者ネットワーク,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ふくちやま,当選者数_地域政党京都久御山党,当選者数_地域政党京都党,当選者数_地域政党京都宇治党,当選者数_宇治維新21（片岡維新）,当選者数_宇治維新の会,当選者数_市民ネットワーク・きょうと,当選者数_幸福実現党,当選者数_政事公団太平会,当選者数_新社会党,当選者数_日本共産党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
向日市議会議員選挙（2011年07月17日投票）,向日市議会議員選挙,京都府,向日市,20110717.0,2011.0,7.0,17.0,20110710.0,44.08,20.0,23.0,1.15,43538.0,,,-534.0,任期満了,48.44,,,,向日市議会議員選挙（2011年07月17日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.2,0.8695652173913043,0.13043478260869565,0.0,0.85,0.15,0.0,0.8821484992101106,0.11785150078988942,,0.04410742496050553,0.039283833596629805,,18990.0,6.0,54.52173913043478,8.499972200555009,35.0,48.5,53.0,61.5,70.0,54.85,9.067938023608233,35.0,47.75,57.5,62.25,70.0,,,,,2547.0,,,,,,,,,,,,,,,5324.0,,,1221.0,8100.0,654.0,,,,1144.0,18990.0,,,,,0.13412322274881516,,,,,,,,,,,,,,,0.2803580832016851,,,0.06429699842022117,0.4265402843601896,0.0344391785150079,,,,0.060242232754081096,1.0,,,,,0.04470774091627172,,,,,,,,,,,,,,,0.04672634720028085,,,0.032148499210110586,0.04265402843601896,0.0344391785150079,,,,0.060242232754081096,,,,,3.0,,,,,,,,,,,,,,,6.0,,,2.0,10.0,1.0,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,6.0,,,1.0,8.0,1.0,,,,1.0
向日市議会議員選挙（2015年07月19日投票）,向日市議会議員選挙,京都府,向日市,20150719.0,2015.0,7.0,19.0,20150712.0,41.87,20.0,22.0,1.1,,,,,任期満了,44.08,,,,向日市議会議員選挙（2015年07月19日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.2,0.5909090909090909,0.4090909090909091,0.0,0.65,0.35,0.0,0.6295578232996513,0.3704421767003489,,0.048427524869203945,0.041160241855594325,,17964.989999999998,8.0,55.63636363636363,10.101959551337528,34.0,49.25,54.5,64.75,74.0,55.4,10.258654882585729,34.0,49.0,54.5,64.25,74.0,,,,,2193.0,,582.0,,,,,,,,,,,,,5121.0,,,886.0,5226.74,656.0,,619.0,,2681.25,17964.989999999998,,,,,0.12207076096340717,,0.032396344222846776,,,,,,,,,,,,,0.2850544308680384,,,0.049318146016223786,0.29094032337340575,0.036515467027813546,,0.03445590562533016,,0.14924862190293456,1.0,,,,,0.04069025365446906,,0.032396344222846776,,,,,,,,,,,,,0.04750907181133973,,,0.049318146016223786,0.048490053895567625,0.036515467027813546,,0.03445590562533016,,0.04974954063431152,,,,,3.0,,1.0,,,,,,,,,,,,,6.0,,,1.0,6.0,1.0,,1.0,,3.0,,,,,3.0,,0.0,,,,,,,,,,,,,6.0,,,1.0,6.0,1.0,,1.0,,2.0
向日市議会議員選挙（2019年08月04日投票）,向日市議会議員選挙,京都府,向日市,20190804.0,2019.0,8.0,4.0,20190728.0,38.91,20.0,22.0,1.1,,,,,任期満了,41.87,,,,向日市議会議員選挙（2019年08月04日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.3181818181818182,0.35,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8081555973035695,0.19184440269643055,,0.04489753318353164,0.04796110067410764,,18098.0,7.0,57.5,9.824598071815828,38.0,53.0,56.5,66.25,71.0,57.75,9.109747526688102,38.0,53.0,56.5,64.75,71.0,,,,,2296.0,,,,724.0,,,,,,,,,,,4630.0,,1150.0,,6372.0,702.0,,,,2224.0,18098.0,,,,,0.12686484694441374,,,,0.040004420377942315,,,,,,,,,,,0.2558293734114267,,0.06354293292076472,,0.3520831031053155,0.03878881644380595,,,,0.12288650679633109,1.0,,,,,0.04228828231480458,,,,0.040004420377942315,,,,,,,,,,,0.04263822890190445,,0.06354293292076472,,0.044010387888164436,0.03878881644380595,,,,0.061443253398165545,,,,,3.0,,,,1.0,,,,,,,,,,,6.0,,1.0,,8.0,1.0,,,,2.0,,,,,3.0,,,,1.0,,,,,,,,,,,6.0,,1.0,,6.0,1.0,,,,2.0
和束町議会議員選挙（2007年04月22日投票）,和束町議会議員選挙,京都府,和束町,20070422.0,2007.0,4.0,22.0,20070417.0,86.34,12.0,14.0,1.1666666666666667,4342.0,,,,任期満了,,,,,和束町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8773534158149543,0.06078536847767617,0.061861215707369556,0.0731127846512462,0.06078536847767617,0.061861215707369556,3718.0,3.0,59.714285714285715,9.176278201572414,39.0,57.25,59.0,63.25,80.0,58.916666666666664,7.330965526829025,39.0,57.75,59.0,61.75,71.0,,,,,327.0,,,,,,,,,,,,,,,347.0,,,,3044.0,,,,,,3718.0,,,,,0.0879505110274341,,,,,,,,,,,,,,,0.09332974717590102,,,,0.8187197417966648,,,,,,1.0,,,,,0.0879505110274341,,,,,,,,,,,,,,,0.09332974717590102,,,,0.06822664514972207,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,12.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,
和束町議会議員選挙（2011年04月24日投票）,和束町議会議員選挙,京都府,和束町,20110424.0,2011.0,4.0,24.0,20110419.0,84.94,10.0,12.0,1.2,4098.0,,,-244.0,任期満了,86.34,,,,和束町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.808461315560707,0.19153868443929295,,0.0808461315560707,0.09576934221964647,,3451.0,3.0,60.5,7.533259586659682,43.0,60.5,62.5,63.5,70.0,60.4,8.200000000000001,43.0,61.25,62.5,64.5,70.0,,,,,314.0,,,,,,,,,,,,,,,345.0,,,,2792.0,,,,,,3451.0,,,,,0.09098811938568531,,,,,,,,,,,,,,,0.09997102289191538,,,,0.8090408577223993,,,,,,1.0,,,,,0.09098811938568531,,,,,,,,,,,,,,,0.09997102289191538,,,,0.08090408577223993,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,
和束町議会議員選挙（2015年04月26日投票）,和束町議会議員選挙,京都府,和束町,20150426.0,2015.0,4.0,26.0,20150421.0,81.53,10.0,11.0,1.1,,,,,任期満了,84.94,,,,和束町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6,0.2,0.2,0.647263021675833,0.15755418958265932,0.19518278874150757,0.09246614595369043,0.07877709479132966,0.09759139437075379,3091.0,3.0,62.27272727272727,6.66184398565864,47.0,62.0,65.0,66.5,69.0,61.8,6.80881781221968,47.0,61.5,64.0,66.0,69.0,,,,,319.0,,,,,,,,,,,,,,,359.0,,,,2413.0,,,,,,3091.0,,,,,0.10320284697508897,,,,,,,,,,,,,,,0.11614364283403429,,,,0.7806535101908767,,,,,,1.0,,,,,0.10320284697508897,,,,,,,,,,,,,,,0.11614364283403429,,,,0.08673927891009742,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,
和束町議会議員選挙（2019年04月21日投票）,和束町議会議員選挙,京都府,和束町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,81.53,,,,和束町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,3.0,64.8,6.4,51.0,63.5,67.0,69.75,71.0,64.8,6.4,51.0,63.5,67.0,69.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,
城陽市議会議員補欠選挙（2005年09月11日投票）,城陽市議会議員補欠選挙,京都府,城陽市,20050911.0,2005.0,9.0,11.0,20050904.0,68.87,1.0,3.0,3.0,66715.0,,,,その他,,,,,城陽市議会議員補欠選挙（2005年09月11日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,43883.0,3.0,42.333333333333336,10.656244908763853,30.0,35.5,41.0,48.5,56.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,8390.0,,,19636.0,15857.0,,,,,,43883.0,,,,,,,,,,,,,,,,,,,,0.19119021033201924,,,0.44746257092723835,0.36134721874074244,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.19119021033201924,,,0.44746257092723835,0.36134721874074244,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,0.0,,,,,
城陽市議会議員補欠選挙（2009年08月30日投票）,城陽市議会議員補欠選挙,京都府,城陽市,20090830.0,2009.0,8.0,30.0,20090823.0,69.66,2.0,3.0,1.5,66254.0,,,-461.0,その他,68.87,,,,城陽市議会議員補欠選挙（2009年08月30日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,,0.4562741895791852,0.5437258104208148,,0.4562741895791852,0.2718629052104074,44699.0,3.0,44.0,10.708252269472673,32.0,37.0,42.0,50.0,58.0,45.0,13.0,32.0,38.5,45.0,51.5,58.0,,,,,,,,,,,,,,,,,,,,9809.0,,,20395.0,,,,,,14495.0,44699.0,,,,,,,,,,,,,,,,,,,,0.2194456251817714,,,0.4562741895791852,,,,,,0.3242801852390434,1.0,,,,,,,,,,,,,,,,,,,,0.2194456251817714,,,0.4562741895791852,,,,,,0.3242801852390434,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,1.0
城陽市議会議員選挙（2003年04月27日投票）,城陽市議会議員選挙,京都府,城陽市,20030427.0,2003.0,4.0,27.0,20030420.0,55.01,24.0,29.0,1.2083333333333333,66962.0,,,,任期満了,,,,,城陽市議会議員選挙（2003年04月27日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.20689655172413793,0.20833333333333334,0.6896551724137931,0.27586206896551724,0.034482758620689655,0.7083333333333334,0.25,0.041666666666666664,0.6947114064473612,0.26824647152507003,0.037042122027568784,0.034735570322368056,0.033530808940633754,0.037042122027568784,36418.0,5.0,55.58620689655172,9.163334889767011,25.0,53.0,56.0,60.0,72.0,54.416666666666664,9.24624548427931,25.0,51.25,56.0,60.0,72.0,,,,,5550.0,,,,,,,,,,,,,,,7894.0,,,4032.0,15360.0,,,,,3582.0,36418.0,,,,,0.15239716623647648,,,,,,,,,,,,,,,0.21676094239112526,,,0.1107144818496348,0.42176945466527543,,,,,0.09835795485748805,1.0,,,,,0.03809929155911912,,,,,,,,,,,,,,,0.030965848913017895,,,0.0369048272832116,0.03514745455543962,,,,,0.03278598495249602,,,,,4.0,,,,,,,,,,,,,,,7.0,,,3.0,12.0,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,5.0,,,3.0,10.0,,,,,2.0
城陽市議会議員選挙（2007年04月22日投票）,城陽市議会議員選挙,京都府,城陽市,20070422.0,2007.0,4.0,22.0,20070415.0,51.78,22.0,24.0,1.0909090909090908,66162.0,,,-800.0,任期満了,55.01,,,,城陽市議会議員選挙（2007年04月22日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.20833333333333334,0.22727272727272727,0.7083333333333334,0.2916666666666667,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7140977676301496,0.28590223236985035,,0.04200575103706763,0.040843176052835765,,33846.99,5.0,52.708333333333336,12.053627277942336,27.0,44.5,56.5,60.75,71.0,52.95454545454545,10.84802987026288,27.0,45.5,56.5,59.5,68.0,,,,,5954.0,,,,,,,,,,,,,,,6832.0,,,6305.0,11001.99,,,,,3754.0,33846.99,,,,,0.17590929060457075,,,,,,,,,,,,,,,0.2018495588529438,,,0.1862794889589887,0.32505076522314097,,,,,0.11091089636035584,1.0,,,,,0.04397732265114269,,,,,,,,,,,,,,,0.04036991177058876,,,0.04656987223974717,0.04063134565289262,,,,,0.03697029878678528,,,,,4.0,,,,,,,,,,,,,,,5.0,,,4.0,8.0,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,5.0,,,4.0,7.0,,,,,2.0
城陽市議会議員選挙（2011年04月24日投票）,城陽市議会議員選挙,京都府,城陽市,20110424.0,2011.0,4.0,24.0,20110417.0,40.54,20.0,26.0,1.3,65516.0,,,-646.0,任期満了,51.78,,,,城陽市議会議員選挙（2011年04月24日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.23076923076923078,0.3,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.75,0.15,0.1,0.7430441898527005,0.16616743352993854,0.09078837661736096,0.039107588939615814,0.033233486705987705,0.04539418830868048,32383.0,5.0,,,,,,,,,,,,,,,,,,,5706.0,,,,,,,,,,,,,,,5286.0,,,5622.0,13838.0,,,,,1931.0,32383.0,,,,,0.17620356359818423,,,,,,,,,,,,,,,0.16323379550998982,,,0.17360960998054534,0.4273229781057962,,,,,0.059630052805484356,1.0,,,,,0.04405089089954606,,,,,,,,,,,,,,,0.040808448877497454,,,0.034721921996109066,0.03561024817548302,,,,,0.059630052805484356,,,,,4.0,,,,,,,,,,,,,,,4.0,,,5.0,12.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,3.0,,,3.0,9.0,,,,,1.0
城陽市議会議員選挙（2015年04月26日投票）,城陽市議会議員選挙,京都府,城陽市,20150426.0,2015.0,4.0,26.0,20150419.0,50.44,20.0,25.0,1.25,,,,,任期満了,40.54,,,,城陽市議会議員選挙（2015年04月26日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.24,0.3,0.6,0.32,0.08,0.55,0.35,0.1,0.5528637795030088,0.365104605119571,0.08203161537742026,0.036857585300200585,0.045638075639946374,0.04101580768871013,32073.000000000004,6.0,57.04,10.989012694505362,37.0,51.0,60.0,65.0,75.0,57.65,10.536958764273495,37.0,51.75,60.0,65.25,75.0,,,,,5200.0,,,,,,,,,,,,,,,5263.0,,,4167.0,13186.0,,,1258.0,,2999.0,32073.0,,,,,0.1621301406167181,,,,,,,,,,,,,,,0.16409440962803604,,,0.12992236460574313,0.4111246219561625,,,0.039223022479967576,,0.09350544071337262,1.0,,,,,0.040532535154179525,,,,,,,,,,,,,,,0.04102360240700901,,,0.06496118230287157,0.034260385163013544,,,0.039223022479967576,,0.04675272035668631,,,,,4.0,,,,,,,,,,,,,,,4.0,,,2.0,12.0,,,1.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,4.0,,,2.0,7.0,,,1.0,,2.0
城陽市議会議員選挙（2019年04月21日投票）,城陽市議会議員選挙,京都府,城陽市,20190421.0,2019.0,4.0,21.0,20190414.0,46.67,20.0,24.0,1.2,,,,,任期満了/太田ケンジ氏と谷口きみひろ氏は同票のため、抽選により太田氏が当選しました。,50.44,,,,城陽市議会議員選挙（2019年04月21日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.2916666666666667,0.3,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.8,0.15,0.05,0.7462126335722982,0.22497632895982686,0.028811037467875018,0.046638289598268635,0.03213947556568955,0.028811037467875018,29572.0,5.0,,,,,,,,,,,,,,,,,,,4344.0,,,,2400.0,,,,,,,,,,,4252.0,,,,13133.0,,,,,5443.0,29572.0,,,,,0.1468957121601515,,,,0.08115785202218315,,,,,,,,,,,0.1437846611659678,,,,0.44410252941972134,,,,,0.1840592452319762,1.0,,,,,0.04896523738671716,,,,0.04057892601109157,,,,,,,,,,,0.03594616529149195,,,,0.040372957219974664,,,,,0.04601481130799405,,,,,3.0,,,,2.0,,,,,,,,,,,4.0,,,,11.0,,,,,4.0,,,,,3.0,,,,1.0,,,,,,,,,,,3.0,,,,9.0,,,,,4.0
大山崎町議会議員選挙（2006年10月22日投票）,大山崎町議会議員選挙,京都府,大山崎町,20061022.0,2006.0,10.0,22.0,20061017.0,66.18,16.0,19.0,1.1875,12296.0,,,,任期満了,,,,,大山崎町議会議員選挙（2006年10月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.1875,0.631578947368421,0.3157894736842105,0.0,0.75,0.25,0.0,0.6789188178077067,0.2884087791495199,,0.05657656815064222,0.04806812985825332,,8019.0,4.0,53.31578947368421,9.381126806850283,33.0,46.0,55.0,60.0,71.0,52.0,9.506576670915772,33.0,45.0,53.0,56.75,71.0,,,,,541.0,,,,,,,,,,,,,,,2421.0,,,,4674.6900000000005,,,,,382.31,8019.000000000001,,,,,0.06746477116847487,,,,,,,,,,,,,,,0.3019079685746352,,,,0.5829517396184063,,,,,0.0476755206384836,1.0,,,,,0.06746477116847487,,,,,,,,,,,,,,,0.0503179947624392,,,,0.05299561269258239,,,,,0.0476755206384836,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,11.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,8.0,,,,,1.0
大山崎町議会議員選挙（2010年10月17日投票）,大山崎町議会議員選挙,京都府,大山崎町,20101017.0,2010.0,10.0,17.0,20101012.0,66.69,12.0,17.0,1.4166666666666667,12420.0,,,124.0,任期満了,66.18,,,,大山崎町議会議員選挙（2010年10月17日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.17647058823529413,0.16666666666666666,0.6470588235294118,0.35294117647058826,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6651216515114279,0.3348783484885721,,0.06046560468285708,0.05581305808142869,,8138.0,5.0,,,,,,,,54.75,9.967656026702901,37.0,47.25,59.5,62.25,68.0,,,,,538.0,,,,,,,,,,,,,,,2101.0,,,841.0,4023.2400000000002,,,,,634.76,8138.0,,,,,0.06610960924059965,,,,,,,,,,,,,,,0.25817154091914474,,,0.10334234455640207,0.4943769968051118,,,,,0.07799950847874171,1.0,,,,,0.06610960924059965,,,,,,,,,,,,,,,0.05163430818382895,,,0.10334234455640207,0.054930777422790206,,,,,0.07799950847874171,,,,,1.0,,,,,,,,,,,,,,,5.0,,,1.0,9.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,1.0,6.0,,,,,1.0
大山崎町議会議員選挙（2014年10月19日投票）,大山崎町議会議員選挙,京都府,大山崎町,20141019.0,2014.0,10.0,19.0,20141014.0,62.26,12.0,15.0,1.25,12407.0,,,-13.0,任期満了,66.69,,,,大山崎町議会議員選挙（2014年10月19日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.4666666666666667,0.3333333333333333,0.2,0.5833333333333334,0.25,0.16666666666666666,0.5448094612352168,0.25387647831800264,0.20131406044678055,0.0778299230336024,0.05077529566360053,0.06710468681559352,7610.0,5.0,53.8,9.987992791347018,35.0,47.0,55.0,60.5,69.0,55.0,9.635005621863089,36.0,47.5,54.0,63.75,69.0,,,,,538.0,,,,,,,,,,,,,,,1760.0,,,525.0,3487.0,,,,,1300.0,7610.0,,,,,0.07069645203679369,,,,,,,,,,,,,,,0.23127463863337713,,,0.06898817345597898,0.45821287779237846,,,,,0.17082785808147175,1.0,,,,,0.07069645203679369,,,,,,,,,,,,,,,0.05781865965834428,,,0.06898817345597898,0.06545898254176835,,,,,0.08541392904073587,,,,,1.0,,,,,,,,,,,,,,,4.0,,,1.0,7.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,1.0,5.0,,,,,2.0
大山崎町議会議員選挙（2018年10月21日投票）,大山崎町議会議員選挙,京都府,大山崎町,20181021.0,2018.0,10.0,21.0,20181016.0,59.77,12.0,15.0,1.25,,,,,任期満了,62.26,,,,大山崎町議会議員選挙（2018年10月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6724183885514233,0.3275816114485766,,0.07471315428349148,0.05459693524142944,,7649.999,5.0,57.86666666666667,10.288288919392228,37.0,51.0,59.0,66.5,73.0,57.666666666666664,8.566731517264264,40.0,51.5,58.0,62.25,73.0,,,,,544.0,,,,,,,,,,,,,,,2217.557,,434.44199999999995,,3113.0,,,,,1341.0,7649.999,,,,,0.07111112040668241,,,,,,,,,,,,,,,0.289876769918532,,0.056789811345073375,,0.40692815776838664,,,,,0.17529414056132556,1.0,,,,,0.07111112040668241,,,,,,,,,,,,,,,0.072469192479633,,0.056789811345073375,,0.05813259396691238,,,,,0.08764707028066278,,,,,1.0,,,,,,,,,,,,,,,4.0,,1.0,,7.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,4.0,,1.0,,4.0,,,,,2.0
宇治市議会議員補欠選挙（2008年12月07日投票）,宇治市議会議員補欠選挙,京都府,宇治市,20081207.0,2008.0,12.0,7.0,20081130.0,37.0,1.0,3.0,3.0,151966.0,,,,その他,,,,,宇治市議会議員補欠選挙（2008年12月07日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6403888481291269,0.35961115187087306,,0.32019442406456344,0.35961115187087306,54520.0,3.0,45.333333333333336,12.47219128924647,32.0,37.0,42.0,52.0,62.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,13662.0,,,,21252.0,,,,,19606.0,54520.0,,,,,,,,,,,,,,,,,,,,0.25058694057226705,,,,0.3898019075568599,,,,,0.35961115187087306,1.0,,,,,,,,,,,,,,,,,,,,0.25058694057226705,,,,0.3898019075568599,,,,,0.35961115187087306,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,0.0
