,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHK受信料を支払わない方法を教える党,得票数_いなべ市民の会,得票数_三重ヤマネコの会,得票数_三重民主連合,得票数_公明党,得票数_地域政党草の根運動いが,得票数_幸福実現党,得票数_日本共産,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自民、市民クラブ,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHK受信料を支払わない方法を教える党,得票率_いなべ市民の会,得票率_三重ヤマネコの会,得票率_三重民主連合,得票率_公明党,得票率_地域政党草の根運動いが,得票率_幸福実現党,得票率_日本共産,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自民、市民クラブ,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHK受信料を支払わない方法を教える党,一人あたり得票率_いなべ市民の会,一人あたり得票率_三重ヤマネコの会,一人あたり得票率_三重民主連合,一人あたり得票率_公明党,一人あたり得票率_地域政党草の根運動いが,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自民、市民クラブ,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHK受信料を支払わない方法を教える党,立候補者数_いなべ市民の会,立候補者数_三重ヤマネコの会,立候補者数_三重民主連合,立候補者数_公明党,立候補者数_地域政党草の根運動いが,立候補者数_幸福実現党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自民、市民クラブ,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHK受信料を支払わない方法を教える党,当選者数_いなべ市民の会,当選者数_三重ヤマネコの会,当選者数_三重民主連合,当選者数_公明党,当選者数_地域政党草の根運動いが,当選者数_幸福実現党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自民、市民クラブ,当選者数_自由民主党
志摩市議会議員選挙（2017年10月22日投票）,志摩市議会議員選挙,三重県,志摩市,20171022.0,2017.0,10.0,22.0,20171015.0,67.77,20.0,23.0,1.15,44905.0,,,-1536.0,任期満了,67.13,,,,志摩市議会議員選挙（2017年10月22日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.13043478260869565,0.15,0.6521739130434783,0.21739130434782608,0.13043478260869565,0.7,0.25,0.05,0.6506312900702161,0.25038240020782004,0.09898630972196391,0.043375419338014407,0.05007648004156401,0.03299543657398797,29948.99,0.0,60.26086956521739,8.64878675233322,42.0,56.0,62.0,67.5,72.0,58.75,8.263625112503592,42.0,55.75,60.5,63.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明和町議会議員選挙（2006年11月26日投票）,明和町議会議員選挙,三重県,明和町,20061126.0,2006.0,11.0,26.0,20061121.0,76.89,14.0,15.0,1.0714285714285714,18444.0,,,,任期満了,,,,,明和町議会議員選挙（2006年11月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,0.0,0.26666666666666666,0.7333333333333333,0.0,0.21428571428571427,0.7857142857142857,,0.26045737443913736,0.7395426255608626,,0.06511434360978434,0.06723114777826024,13818.0,3.0,62.53333333333333,8.578008056782311,50.0,53.0,65.0,69.0,76.0,62.5,8.878143306538174,50.0,52.5,65.0,70.0,76.0,,,,,,1339.0,,,,667.0,,,11812.0,,,,,,13818.0,,,,,,0.09690259082356346,,,,0.04827037197857867,,,0.8548270371978579,,,,,,1.0,,,,,,0.09690259082356346,,,,0.04827037197857867,,,0.06575592593829677,,,,,,,,,,,1.0,,,,1.0,,,13.0,,,,,,,,,,,1.0,,,,1.0,,,12.0,,,,,
明和町議会議員選挙（2010年11月07日投票）,明和町議会議員選挙,三重県,明和町,20101107.0,2010.0,11.0,7.0,20101102.0,64.99,14.0,15.0,1.0714285714285714,18722.0,,,278.0,任期満了,76.89,,,,明和町議会議員選挙（2010年11月07日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.26666666666666666,0.2857142857142857,0.4,0.6,0.0,0.42857142857142855,0.5714285714285714,0.0,0.4073057081045099,0.59269429189549,,0.06788428468408499,0.06585492132172112,,12018.0,3.0,,,,,,,,,,,,,,,,,,,,1167.0,,,,706.08,,,10144.92,,,,,,12018.0,,,,,,0.09710434348477284,,,,0.058751872191712434,,,0.8441437843235148,,,,,,1.0,,,,,,0.09710434348477284,,,,0.058751872191712434,,,0.06493413725565499,,,,,,,,,,,1.0,,,,1.0,,,13.0,,,,,,,,,,,1.0,,,,1.0,,,12.0,,,,,
明和町議会議員選挙（2014年11月16日投票）,明和町議会議員選挙,三重県,明和町,20141116.0,2014.0,11.0,16.0,20141111.0,63.33,14.0,15.0,1.0714285714285714,,,,,任期満了,64.99,,,,明和町議会議員選挙（2014年11月16日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.26666666666666666,0.21428571428571427,0.7333333333333333,0.26666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7229718041861269,0.27702819581387306,,0.06572470947146608,0.06925704895346826,,11562.0,3.0,58.4,8.593020423576334,40.0,57.0,58.0,63.0,73.0,58.785714285714285,8.768275375535628,40.0,57.25,59.0,63.5,73.0,,,,,,1095.0,,,,555.0,,,9912.0,,,,,,11562.0,,,,,,0.0947067981318111,,,,0.0480020757654385,,,0.8572911261027504,,,,,,1.0,,,,,,0.0947067981318111,,,,0.0480020757654385,,,0.0659454712386731,,,,,,,,,,,1.0,,,,1.0,,,13.0,,,,,,,,,,,1.0,,,,0.0,,,13.0,,,,,
明和町議会議員選挙（2018年11月18日投票）,明和町議会議員選挙,三重県,明和町,20181118.0,2018.0,11.0,18.0,20181113.0,65.45,14.0,16.0,1.1428571428571428,,,,,任期満了,63.33,,,,明和町議会議員選挙（2018年11月18日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.25,0.2857142857142857,0.75,0.1875,0.0625,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7272727272727273,0.2021198532409295,0.07060741948634325,0.06060606060606061,0.06737328441364317,0.07060741948634325,12265.0,3.0,62.5,8.403868156985805,44.0,60.0,63.0,68.0,77.0,61.214285714285715,8.160694748335475,44.0,58.0,62.0,65.75,77.0,,,,,,1147.0,,,,866.0,,,10252.0,,,,,,12265.0,,,,,,0.09351814105177333,,,,0.07060741948634325,,,0.8358744394618834,,,,,,1.0,,,,,,0.09351814105177333,,,,0.07060741948634325,,,0.059705317104420244,,,,,,,,,,,1.0,,,,1.0,,,14.0,,,,,,,,,,,1.0,,,,1.0,,,12.0,,,,,
朝日町議会議員選挙（2007年04月22日投票）,朝日町議会議員選挙,三重県,朝日町,20070422.0,2007.0,4.0,22.0,20070417.0,70.25,11.0,12.0,1.0909090909090908,6026.0,,,,任期満了,,,,,朝日町議会議員選挙（2007年04月22日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6973115698511761,0.3026884301488238,,0.07747906331679735,0.10089614338294127,,4166.0,2.0,62.5,11.324751652906125,30.0,62.0,64.5,69.5,72.0,61.63636363636363,11.443717826211481,30.0,62.0,63.0,69.0,72.0,,,,,,,,,,175.0,,,3991.0,,,,,,4166.0,,,,,,,,,,0.04200672107537206,,,0.9579932789246279,,,,,,1.0,,,,,,,,,,0.04200672107537206,,,0.08709029808405709,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
朝日町議会議員選挙（2011年04月24日投票）,朝日町議会議員選挙,三重県,朝日町,20110424.0,2011.0,4.0,24.0,20110419.0,66.16,11.0,12.0,1.0909090909090908,7089.0,,,1063.0,任期満了,70.25,,,,朝日町議会議員選挙（2011年04月24日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.6666666666666666,0.3333333333333333,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7474886339034423,0.25251136609655767,,0.09343607923793029,0.06312784152413942,,4619.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,4365.0,,,,,,4619.0,,,,,,,,,,0.054990257631521974,,,0.945009742368478,,,,,,1.0,,,,,,,,,,0.054990257631521974,,,0.08590997657895255,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
朝日町議会議員選挙（2015年04月26日投票）,朝日町議会議員選挙,三重県,朝日町,20150426.0,2015.0,4.0,26.0,20150421.0,,11.0,14.0,1.2727272727272727,,,,,任期満了,66.16,,,,朝日町議会議員選挙（2015年04月26日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.0,0.6428571428571429,0.35714285714285715,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7129297616536595,0.28707023834634043,,0.07921441796151772,0.05741404766926809,,4741.0,2.0,58.857142857142854,12.960694110916078,35.0,52.0,58.0,70.0,78.0,59.45454545454545,14.524985597637274,35.0,50.0,63.0,70.5,78.0,,,,,,,,,,292.0,,,4449.0,,,,,,4741.0,,,,,,,,,,0.06159038177599663,,,0.9384096182240034,,,,,,1.0,,,,,,,,,,0.06159038177599663,,,0.07218535524800027,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
朝日町議会議員選挙（2019年04月21日投票）,朝日町議会議員選挙,三重県,朝日町,20190421.0,2019.0,4.0,21.0,20190416.0,,11.0,13.0,1.181818181818182,,,,,任期満了,,,,,朝日町議会議員選挙（2019年04月21日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.09090909090909091,,,,,,,,,,,,,4803.9980000000005,2.0,60.46153846153846,14.762819121101732,35.0,46.0,65.0,74.0,81.0,59.63636363636363,15.887517840760898,35.0,44.0,65.0,74.5,81.0,,,,,,,,,,192.0,,,4611.9980000000005,,,,,,4803.9980000000005,,,,,,,,,,0.03996671106024607,,,0.9600332889397539,,,,,,1.0,,,,,,,,,,0.03996671106024607,,,0.08000277407831283,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,0.0,,,11.0,,,,,
木曽岬町議会議員補欠選挙（2020年10月11日投票）,木曽岬町議会議員補欠選挙,三重県,木曽岬町,20201011.0,2020.0,10.0,11.0,20201006.0,無投票,2.0,2.0,1.0,,,,,死亡/伊藤律雄氏、伊藤厚紀氏の死去による,,,,,木曽岬町議会議員補欠選挙（2020年10月11日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,64.5,0.5,64.0,64.25,64.5,64.75,65.0,64.5,0.5,64.0,64.25,64.5,64.75,65.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,
木曽岬町議会議員選挙（2009年04月26日投票）,木曽岬町議会議員選挙,三重県,木曽岬町,20090426.0,2009.0,4.0,26.0,20090421.0,78.16,8.0,11.0,1.375,5371.0,,,,任期満了,,,,,木曽岬町議会議員選挙（2009年04月26日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.18181818181818182,0.125,0.6363636363636364,0.36363636363636365,0.0,0.75,0.25,0.0,0.617512629299976,0.38248737070002403,,0.08821608989999656,0.09562184267500601,,4157.0,2.0,60.45454545454545,7.51197391276858,43.0,58.5,61.0,66.0,71.0,58.75,7.611668673819165,43.0,56.5,60.0,63.25,68.0,,,,,,,,,,592.0,,,3565.0,,,,,,4157.0,,,,,,,,,,0.1424103921096945,,,0.8575896078903055,,,,,,1.0,,,,,,,,,,0.1424103921096945,,,0.08575896078903054,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,1.0,,,7.0,,,,,
木曽岬町議会議員選挙（2013年04月21日投票）,木曽岬町議会議員選挙,三重県,木曽岬町,20130421.0,2013.0,4.0,21.0,20130416.0,無投票,8.0,8.0,1.0,,,,,任期満了,78.16,,,,木曽岬町議会議員選挙（2013年04月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.375,0.125,0.5,0.375,0.125,,,,,,,0.0,1.0,61.25,6.552671211040578,47.0,58.0,63.0,65.25,70.0,61.25,6.552671211040578,47.0,58.0,63.0,65.25,70.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,,
木曽岬町議会議員選挙（2017年04月23日投票）,木曽岬町議会議員選挙,三重県,木曽岬町,20170423.0,2017.0,4.0,23.0,20170418.0,61.46,8.0,10.0,1.25,5229.0,,,,任期満了,,,,,木曽岬町議会議員選挙（2017年04月23日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.5,0.4,0.1,0.5,0.375,0.125,0.5859861194532058,0.32816455397658484,0.08584932657020934,0.11719722389064116,0.08204113849414621,0.08584932657020934,3179.9900000000002,0.0,57.6,11.385956261992225,31.0,53.25,61.5,65.75,70.0,56.625,12.539313178958407,31.0,49.5,61.0,67.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
木曽岬町議会議員選挙（2021年04月25日投票）,木曽岬町議会議員選挙,三重県,木曽岬町,20210425.0,2021.0,4.0,25.0,20210420.0,無投票,8.0,8.0,1.0,4993.0,2496.0,2497.0,-236.0,任期満了,61.46,,,,木曽岬町議会議員選挙（2021年04月25日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,59.0,12.599603168354152,35.0,52.0,65.5,67.25,71.0,59.0,12.599603168354152,35.0,52.0,65.5,67.25,71.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,,
東員町議会議員補欠選挙（2019年04月21日投票）,東員町議会議員補欠選挙,三重県,東員町,20190421.0,2019.0,4.0,21.0,20190416.0,36.14,2.0,3.0,1.5,20757.0,,,,その他,,,,,東員町議会議員補欠選挙（2019年04月21日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,7346.0,2.0,62.666666666666664,2.8674417556808756,59.0,61.0,63.0,64.5,66.0,62.5,3.5,59.0,60.75,62.5,64.25,66.0,,,,,,,,,,1455.0,,,5891.0,,,,,,7346.0,,,,,,,,,,0.19806697522461203,,,0.801933024775388,,,,,,1.0,,,,,,,,,,0.19806697522461203,,,0.400966512387694,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,
東員町議会議員選挙（2008年02月03日投票）,東員町議会議員選挙,三重県,東員町,20080203.0,2008.0,2.0,3.0,20080129.0,無投票,15.0,15.0,1.0,20892.0,,,,任期満了,,,,,東員町議会議員選挙（2008年02月03日投票）,1.0,15.0,15.0,1.0,1.0,1.0,0.0,0.2,0.2,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.06666666666666667,,,,,,,0.0,3.0,61.8,7.072953178599917,51.0,56.5,61.0,66.0,78.0,61.8,7.072953178599917,51.0,56.5,61.0,66.0,78.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,12.0,,,,,,,,,,,1.0,,,,2.0,,,12.0,,,,,
東員町議会議員選挙（2012年02月05日投票）,東員町議会議員選挙,三重県,東員町,20120205.0,2012.0,2.0,5.0,20120131.0,65.94,14.0,23.0,1.6428571428571428,20656.0,,,-236.0,任期満了,,,,,東員町議会議員選挙（2012年02月05日投票）,1.0,23.0,14.0,1.6428571428571428,0.0,0.0,0.0,0.17391304347826086,0.21428571428571427,0.6086956521739131,0.30434782608695654,0.08695652173913043,0.6428571428571429,0.35714285714285715,0.0,0.6381795827123696,0.31822876304023845,0.043591654247391955,0.0455842559080264,0.045461251862891204,0.021795827123695977,13420.0,3.0,62.52173913043478,9.690289021657273,32.0,59.0,63.0,68.0,82.0,59.857142857142854,9.840565771025442,32.0,58.0,62.0,66.25,70.0,,,,,,1253.0,,,,1162.0,,,11005.0,,,,,,13420.0,,,,,,0.09336810730253353,,,,0.08658718330849478,,,0.8200447093889717,,,,,,1.0,,,,,,0.09336810730253353,,,,0.04329359165424739,,,0.04100223546944858,,,,,,,,,,,1.0,,,,2.0,,,20.0,,,,,,,,,,,1.0,,,,2.0,,,11.0,,,,,
東員町議会議員選挙（2016年02月07日投票）,東員町議会議員選挙,三重県,東員町,20160207.0,2016.0,2.0,7.0,20160202.0,65.97,14.0,21.0,1.5,20353.0,,,-303.0,任期満了,65.94,,,,東員町議会議員選挙（2016年02月07日投票）,1.0,21.0,14.0,1.5,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.47619047619047616,0.38095238095238093,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.4838976674191121,0.4158013544018059,0.10030097817908201,0.048389766741911214,0.051975169300225735,0.03343365939302734,13290.0,0.0,62.142857142857146,10.561771651014013,30.0,56.0,64.0,68.0,80.0,59.785714285714285,11.052980021104661,30.0,54.25,62.5,67.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東員町議会議員選挙（2020年02月02日投票）,東員町議会議員選挙,三重県,東員町,20200202.0,2020.0,2.0,2.0,20200128.0,無投票,14.0,14.0,1.0,,,,,任期満了,65.97,,,,東員町議会議員選挙（2020年02月02日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,3.0,66.14285714285714,7.1799039275023215,52.0,60.75,66.0,71.5,78.0,66.14285714285714,7.1799039275023215,52.0,60.75,66.0,71.5,78.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,12.0,,,,,,,,,,,1.0,,,,1.0,,,12.0,,,,,
松阪市議会議員補欠選挙（2015年10月04日投票）,松阪市議会議員補欠選挙,三重県,松阪市,20151004.0,2015.0,10.0,4.0,20150927.0,52.64,3.0,8.0,2.6666666666666665,,,,,その他,,,,,松阪市議会議員補欠選挙（2015年10月04日投票）,1.0,8.0,3.0,2.6666666666666665,0.0,0.0,0.0,0.25,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.125,,64951.0,2.0,51.5,14.13329402510257,26.0,45.5,56.0,56.75,75.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,52203.0,,,,,12748.0,64951.0,,,,,,,,,,,,,0.8037289649120106,,,,,0.1962710350879894,1.0,,,,,,,,,,,,,0.11481842355885866,,,,,0.1962710350879894,,,,,,,,,,,,,7.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,1.0
松阪市議会議員選挙（2003年04月27日投票）,松阪市議会議員選挙,三重県,松阪市,20030427.0,2003.0,4.0,27.0,20030420.0,58.71,28.0,31.0,1.1071428571428572,98780.0,,,,任期満了,,,,,松阪市議会議員選挙（2003年04月27日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.12903225806451613,0.14285714285714285,0.7419354838709677,0.1935483870967742,0.06451612903225806,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7974362319429985,0.15849685889029203,0.044066909166709356,0.034671140519260804,0.026416143148382004,0.022033454583354678,56799.99,3.0,59.354838709677416,10.816798128290044,44.0,51.5,57.0,65.0,91.0,57.607142857142854,9.04883293861813,44.0,50.75,55.5,64.25,79.0,,,,,,6860.4400000000005,,,,6142.38,,,43797.17,,,,,,56799.99,,,,,,0.12078241563070699,,,,0.10814051199656902,,,0.771077072372724,,,,,,1.0,,,,,,0.040260805210235666,,,,0.027035127999142254,,,0.032128211348863504,,,,,,,,,,,3.0,,,,4.0,,,24.0,,,,,,,,,,,3.0,,,,4.0,,,21.0,,,,,
松阪市議会議員選挙（2005年07月24日投票）,松阪市議会議員選挙,三重県,松阪市,20050724.0,2005.0,7.0,24.0,20050717.0,62.7,34.0,52.0,1.5294117647058822,134140.0,,,35360.0,任期満了,58.71,,,,松阪市議会議員選挙（2005年07月24日投票）,1.0,52.0,34.0,1.5294117647058822,0.0,0.0,0.0,0.057692307692307696,0.029411764705882353,0.7884615384615384,0.21153846153846154,0.0,0.8529411764705882,0.14705882352941177,0.0,0.8034447381464135,0.19655526185358657,,0.01959621312552228,0.01786866016850787,,83084.98,4.0,56.78846153846154,7.588798776084746,27.0,53.0,57.5,62.25,69.0,56.05882352941177,6.881095913359887,42.0,50.5,56.0,59.75,69.0,,,,,,7973.719999999999,,,,6871.0599999999995,,1963.94,66276.26,,,,,,83084.98,,,,,,0.09597065558660542,,,,0.08269918341437886,,0.023637726096822798,0.7976924349021929,,,,,,1.0,,,,,,0.03199021852886847,,,,0.020674795853594715,,0.023637726096822798,0.018129373520504383,,,,,,,,,,,3.0,,,,4.0,,1.0,44.0,,,,,,,,,,,3.0,,,,4.0,,1.0,26.0,,,,,
松阪市議会議員選挙（2009年07月26日投票）,松阪市議会議員選挙,三重県,松阪市,20090726.0,2009.0,7.0,26.0,20090719.0,59.84,30.0,41.0,1.3666666666666667,135527.0,,,1387.0,任期満了,62.7,,,,松阪市議会議員選挙（2009年07月26日投票）,1.0,41.0,30.0,1.3666666666666667,0.0,0.0,0.0,0.12195121951219512,0.13333333333333333,0.6341463414634146,0.2926829268292683,0.07317073170731707,0.8,0.16666666666666666,0.03333333333333333,0.7080021430084349,0.23134897397241502,0.06064888301915002,0.027230851654170572,0.01927908116436792,0.020216294339716674,80261.0,4.0,55.75609756097561,7.9381157922989045,30.0,52.0,57.0,62.0,70.0,56.53333333333333,6.621849355647477,42.0,53.25,57.0,61.75,70.0,,,,,,8322.81,,,,7118.13,,2734.87,62085.189999999995,,,,,,80261.0,,,,,,0.10369681414385566,,,,0.08868728274006056,,0.03407470627079154,0.7735411968452922,,,,,,1.0,,,,,,0.03456560471461855,,,,0.02217182068501514,,0.03407470627079154,0.02344064232864522,,,,,,,,,,,3.0,,,,4.0,,1.0,33.0,,,,,,,,,,,3.0,,,,3.0,,1.0,23.0,,,,,
松阪市議会議員選挙（2013年07月21日投票）,松阪市議会議員選挙,三重県,松阪市,20130721.0,2013.0,7.0,21.0,20130714.0,61.71,28.0,32.0,1.1428571428571428,,,,,任期満了,59.84,,,,松阪市議会議員選挙（2013年07月21日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.09375,0.10714285714285714,0.84375,0.15625,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8452881355932204,0.15471186440677967,,0.03130696798493409,0.030942372881355935,,81125.0,4.0,58.34375,9.1774498602553,33.0,55.5,60.5,65.25,73.0,58.0,9.039595439746499,33.0,55.5,60.5,63.5,71.0,,,,,,8273.56,,,,6504.84,,3003.16,63343.44,,,,,,81125.0,,,,,,0.10198533127889059,,,,0.08018292758089368,,0.037018921417565485,0.7808128197226503,,,,,,1.0,,,,,,0.03399511042629686,,,,0.02672764252696456,,0.037018921417565485,0.03123251278890601,,,,,,,,,,,3.0,,,,3.0,,1.0,25.0,,,,,,,,,,,3.0,,,,3.0,,1.0,21.0,,,,,
松阪市議会議員選挙（2017年07月23日投票）,松阪市議会議員選挙,三重県,松阪市,20170723.0,2017.0,7.0,23.0,20170716.0,46.98,28.0,32.0,1.1428571428571428,135398.0,,,,任期満了,61.71,,,,松阪市議会議員選挙（2017年07月23日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.15625,0.17857142857142858,0.5625,0.4375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6924441461309809,0.30755585386901907,,0.038469119229498944,0.021968275276358504,,62574.0,0.0,57.25,9.946733132038881,36.0,50.75,58.0,63.25,77.0,56.964285714285715,9.439590422626333,36.0,50.75,58.0,63.25,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松阪市議会議員選挙（2021年07月25日投票）,松阪市議会議員選挙,三重県,松阪市,20210725.0,2021.0,7.0,25.0,20210718.0,43.87,28.0,32.0,1.1428571428571428,132373.0,63120.0,69253.0,-3025.0,任期満了,46.98,,,,松阪市議会議員選挙（2021年07月25日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.25,0.2857142857142857,0.71875,0.28125,0.0,0.75,0.25,0.0,0.726029761899146,0.27397023810085397,,0.03156651138691939,0.03044113756676155,,57235.998,3.0,58.03125,9.78354605638978,32.0,52.75,61.0,64.25,77.0,57.142857142857146,9.891245356065006,32.0,51.75,59.5,62.5,77.0,,,,,,8493.0,,,,4361.0,,,44381.99800000001,,,,,,57235.99800000001,,,,,,0.14838563660582976,,,,0.07619330757541783,,,0.7754210558187524,,,,,,1.0,,,,,,0.04946187886860992,,,,0.025397769191805943,,,0.029823886762259708,,,,,,,,,,,3.0,,,,3.0,,,26.0,,,,,,,,,,,3.0,,,,2.0,,,23.0,,,,,
